upid,mlb_id,yahoo_id,manager,name,season,stat_source,stat_type,fg_war,fg_woba,fg_wrc_plus,fg_iso,fg_babip,fg_spd,fg_off,fg_bsr,fg_bb_pct,fg_k_pct,fg_o_swing_pct,fg_z_swing_pct,fg_swstr_pct,fg_gb_pct,fg_fb_pct,fg_ld_pct,fg_pull_pct,fg_hard_pct,fg_barrel_pct,fg_fip,fg_xfip,fg_siera,fg_k_bb_pct,fg_lob_pct,fg_hr_fb,fg_sl_pct,fg_ch_pct
1952,,9561,WAR,Jesse Winker,2023,fangraphs,batting,-0.8,0.269,67.0,0.048,0.278,1.1,-9.3,-1.1,0.132,0.259,0.239,0.698,0.087,0.38799999999999996,0.353,0.259,0.42200000000000004,0.31,0.043,,,,,,,,
2685,,10380,TROU,Joey Wendle,2023,fangraphs,batting,-0.8,0.242,46.0,0.094,0.264,6.8,-19.5,1.7,0.040999999999999995,0.21100000000000002,0.36700000000000005,0.617,0.10400000000000001,0.545,0.264,0.19,0.309,0.322,0.034,,,,,,,,
5630,666150,,,Dominic Fletcher,2024,fangraphs,batting,-0.8,0.227,43.0,0.049,0.273,1.0,-16.1,-0.5,0.046,0.24100000000000002,0.341,0.638,0.08800000000000001,0.442,0.33299999999999996,0.22399999999999998,0.304,0.226,0.018000000000000002,,,,,,,,
2296,,11256,ANGE,Connor Joe,2025,fangraphs,batting,-0.8,0.231,40.0,0.057,0.25,2.2,-6.8,-1.2,0.08800000000000001,0.25,0.22399999999999998,0.6,0.078,0.385,0.385,0.231,0.308,0.28800000000000003,0.057999999999999996,,,,,,,,
3959,702358,,,Trey Lipscomb,2024,fangraphs,batting,-0.8,0.231,45.0,0.032,0.247,5.3,-13.9,0.0,0.076,0.19,0.35200000000000004,0.706,0.11800000000000001,0.623,0.225,0.152,0.309,0.204,0.006999999999999999,,,,,,,,
4600,676070,,,Jacob Amaya,2025,fangraphs,batting,-0.8,0.12,-33.0,0.015,0.132,6.3,-10.9,0.6,0.040999999999999995,0.21899999999999997,0.27899999999999997,0.541,0.067,0.49,0.373,0.13699999999999998,0.33299999999999996,0.259,0.0,,,,,,,,
,,11016,BATI,Franmil Reyes,2022,fangraphs,batting,-0.9,0.28,81.0,0.144,0.307,3.2,-12.4,-2.3,0.063,0.332,0.33,0.693,0.16399999999999998,0.475,0.345,0.18,0.426,0.366,0.113,,,,,,,,
,,9054,CASC,Eduardo Escobar,2023,fangraphs,batting,-0.9,0.267,66.0,0.118,0.286,5.4,-13.9,-1.1,0.057999999999999996,0.252,0.381,0.698,0.134,0.434,0.368,0.198,0.479,0.207,0.038,,,,,,,,
1926,,10505,HURL,Alex Verdugo,2025,fangraphs,batting,-0.9,0.264,66.0,0.051,0.283,3.0,-9.9,-1.4,0.066,0.146,0.23800000000000002,0.545,0.05,0.446,0.313,0.24100000000000002,0.386,0.313,0.03,,,,,,,,
3527,,,,Adael Amador,2025,fangraphs,batting,-0.9,0.238,35.0,0.088,0.224,1.6,-11.3,-1.4,0.086,0.21100000000000002,0.32299999999999995,0.679,0.091,0.349,0.446,0.205,0.449,0.281,0.034,,,,,,,,
2621,,11585,PLAY,Jared Walsh,2023,fangraphs,batting,-0.9,0.222,34.0,0.154,0.164,1.4,-9.3,-0.1,0.095,0.38799999999999996,0.299,0.6859999999999999,0.2,0.33299999999999996,0.509,0.158,0.5589999999999999,0.28800000000000003,0.068,,,,,,,,
2544,,9889,CASC,Hunter Renfroe,2025,fangraphs,batting,-0.9,0.219,32.0,0.061,0.228,0.7,-8.6,0.1,0.07400000000000001,0.19399999999999998,0.285,0.6559999999999999,0.095,0.43,0.456,0.114,0.494,0.342,0.063,,,,,,,,
3645,686676,,,Korey Lee,2023,fangraphs,batting,-0.9,0.134,-26.0,0.062,0.091,1.6,-11.5,-0.9,0.071,0.28600000000000003,0.342,0.7979999999999999,0.161,0.511,0.35600000000000004,0.133,0.289,0.111,0.044000000000000004,,,,,,,,
,,9579,B2J,Hunter Dozier,2022,fangraphs,batting,-1.0,0.298,88.0,0.152,0.298,4.2,-12.1,-5.6,0.068,0.25,0.363,0.7290000000000001,0.14,0.424,0.371,0.205,0.43799999999999994,0.284,0.077,,,,,,,,
2853,,10775,RV,Kyle Farmer,2025,fangraphs,batting,-1.0,0.282,65.0,0.137,0.268,1.2,-13.9,-1.5,0.057,0.22,0.332,0.647,0.095,0.418,0.35200000000000004,0.23,0.39,0.319,0.061,,,,,,,,
2203,,12236,ANGE,Bryan De La Cruz,2024,fangraphs,batting,-1.1,0.283,78.0,0.151,0.289,2.8,-18.8,-2.6,0.047,0.273,0.371,0.772,0.145,0.41100000000000003,0.37,0.22,0.42,0.327,0.09300000000000001,,,,,,,,
2421,,10643,B2J,Dylan Carlson,2024,fangraphs,batting,-1.1,0.257,67.0,0.068,0.288,2.4,-10.1,0.3,0.083,0.28300000000000003,0.28,0.7390000000000001,0.138,0.41,0.385,0.205,0.41100000000000003,0.258,0.025,,,,,,,,
1878,,9558,RV,Kris Bryant,2023,fangraphs,batting,-1.2,0.302,74.0,0.133,0.27,1.3,-12.7,-2.0,0.087,0.203,0.29,0.7340000000000001,0.106,0.384,0.38799999999999996,0.228,0.491,0.32799999999999996,0.06,,,,,,,,
,,9247,CASC,Jean Segura,2023,fangraphs,batting,-1.2,0.25,51.0,0.06,0.251,4.4,-21.2,-1.6,0.067,0.14400000000000002,0.402,0.657,0.091,0.586,0.263,0.151,0.341,0.278,0.035,,,,,,,,
2426,,9591,GANG,Eddie Rosario,2022,fangraphs,batting,-1.3,0.258,63.0,0.116,0.267,4.6,-12.0,-0.3,0.063,0.252,0.42,0.713,0.155,0.39299999999999996,0.41,0.19699999999999998,0.42200000000000004,0.265,0.054000000000000006,,,,,,,,
2772,,11623,PINS,Josh Rojas,2025,fangraphs,batting,-1.3,0.232,44.0,0.079,0.227,3.5,-15.9,-2.0,0.09,0.22699999999999998,0.22899999999999998,0.718,0.091,0.413,0.413,0.175,0.34,0.271,0.035,,,,,,,,
3412,,11718,ANGE,Yoshi Tsutsugo,2022,fangraphs,batting,-1.3,0.221,36.0,0.059,0.221,0.7,-15.1,-0.6,0.098,0.259,0.28600000000000003,0.667,0.086,0.47600000000000003,0.371,0.153,0.331,0.23399999999999999,0.055999999999999994,,,,,,,,
1921,,9897,DRO,Tim Anderson,2024,fangraphs,batting,-1.4,0.208,28.0,0.013,0.301,2.9,-22.2,-1.4,0.028999999999999998,0.282,0.414,0.72,0.158,0.624,0.152,0.22399999999999998,0.418,0.273,0.018000000000000002,,,,,,,,
7685,695506,,Law-Abiding Citizens,Jac Caglianone,2025,fangraphs,batting,-1.6,0.239,46.0,0.138,0.172,3.6,-14.6,0.1,0.078,0.22399999999999998,0.414,0.685,0.129,0.5,0.342,0.158,0.43,0.373,0.12,,,,,,,,
2869,,11174,DRO,LaMonte Wade Jr.,2025,fangraphs,batting,-1.6,0.241,52.0,0.086,0.22,4.3,-14.9,-1.2,0.11199999999999999,0.24,0.19699999999999998,0.647,0.081,0.309,0.474,0.217,0.377,0.299,0.045,,,,,,,,
2426,,9591,GANG,Eddie Rosario,2024,fangraphs,batting,-2.0,0.23,44.0,0.141,0.196,5.4,-19.2,2.0,0.05,0.24100000000000002,0.37,0.7290000000000001,0.135,0.395,0.408,0.19699999999999998,0.451,0.327,0.053,,,,,,,,
3266,,11763,JESÚ,Tarik Skubal,2025,fangraphs,pitching,6.6,,,,0.273,,,,0.044000000000000004,0.322,,,0.166,0.41,0.384,,,0.28600000000000003,,2.45,2.66,2.71,0.278,0.8059999999999999,0.10099999999999999,0.125,0.315
1937,,8780,ANGE,Chris Sale,2024,fangraphs,pitching,6.4,,,,0.314,,,,0.055999999999999994,0.321,,,0.141,0.44799999999999995,0.336,,,0.249,,2.09,2.64,2.8,0.265,0.7979999999999999,0.063,0.40299999999999997,0.142
2001,,9882,WIZ,Aaron Nola,2022,fangraphs,pitching,6.3,,,,0.289,,,,0.036000000000000004,0.29100000000000004,,,0.126,0.436,0.366,,,0.298,,2.58,2.77,2.8,0.255,0.73,0.098,,0.145
1892,,7590,TROU,Justin Verlander,2022,fangraphs,pitching,6.1,,,,0.24,,,,0.044000000000000004,0.278,,,0.11599999999999999,0.379,0.436,,,0.294,,2.49,3.23,3.09,0.23399999999999999,0.805,0.062,0.28300000000000003,0.024
3266,,11763,JESÚ,Tarik Skubal,2024,fangraphs,pitching,6.0,,,,0.273,,,,0.046,0.303,,,0.146,0.457,0.358,,,0.254,,2.49,2.83,2.89,0.256,0.8,0.08800000000000001,0.146,0.273
1977,,10597,B2J,Sandy Alcantara,2022,fangraphs,pitching,5.9,,,,0.262,,,,0.055999999999999994,0.23399999999999999,,,0.122,0.534,0.306,,,0.265,,2.99,3.29,3.42,0.177,0.7879999999999999,0.085,0.221,0.27699999999999997
1901,,9124,WIZ,Zack Wheeler,2023,fangraphs,pitching,5.9,,,,0.292,,,,0.05,0.26899999999999996,,,0.133,0.41200000000000003,0.385,,,0.313,,3.15,3.54,3.53,0.22,0.713,0.099,0.128,
2494,,12046,DRO,Garrett Crochet,2025,fangraphs,pitching,5.8,,,,0.29,,,,0.057,0.313,,,0.13699999999999998,0.483,0.33799999999999997,,,0.324,,2.89,2.64,2.86,0.257,0.843,0.141,0.159,0.043
2884,,11235,HURL,Logan Webb,2025,fangraphs,pitching,5.5,,,,0.346,,,,0.054000000000000006,0.262,,,0.107,0.532,0.249,,,0.276,,2.6,2.78,3.14,0.20800000000000002,0.743,0.099,0.266,0.24100000000000002
1958,,9334,CASC,Kevin Gausman,2022,fangraphs,pitching,5.5,,,,0.363,,,,0.039,0.28300000000000003,,,0.155,0.392,0.361,,,0.303,,2.38,2.75,2.94,0.244,0.74,0.085,0.142,0.009000000000000001
1901,,9124,WIZ,Zack Wheeler,2024,fangraphs,pitching,5.4,,,,0.246,,,,0.066,0.285,,,0.129,0.426,0.39,,,0.29,,3.13,3.3,3.32,0.21899999999999997,0.8009999999999999,0.10300000000000001,0.12300000000000001,
3236,,9459,GANG,Sonny Gray,2023,fangraphs,pitching,5.4,,,,0.295,,,,0.073,0.243,,,0.114,0.473,0.305,,,0.3,,2.83,3.64,3.95,0.17,0.768,0.052000000000000005,0.20800000000000002,0.067
1888,,9121,DRO,Gerrit Cole,2023,fangraphs,pitching,5.3,,,,0.261,,,,0.057999999999999996,0.27,,,0.11699999999999999,0.396,0.39299999999999996,,,0.311,,3.16,3.6,3.63,0.212,0.804,0.094,0.20800000000000002,0.071
1958,,9334,CASC,Kevin Gausman,2023,fangraphs,pitching,5.3,,,,0.321,,,,0.07200000000000001,0.311,,,0.129,0.426,0.38299999999999995,,,0.369,,2.97,3.22,3.34,0.239,0.7659999999999999,0.107,0.107,
1990,,11116,WAR,Zac Gallen,2023,fangraphs,pitching,5.2,,,,0.301,,,,0.055999999999999994,0.26,,,0.11199999999999999,0.418,0.35100000000000003,,,0.401,,3.26,3.49,3.67,0.204,0.731,0.109,0.011000000000000001,0.139
3421,,10141,CASC,Zach Eflin,2023,fangraphs,pitching,4.9,,,,0.295,,,,0.034,0.265,,,0.111,0.498,0.336,,,0.34299999999999997,,3.01,3.12,3.3,0.23,0.732,0.11699999999999999,0.046,0.051
1913,,9620,RV,Max Fried,2022,fangraphs,pitching,4.9,,,,0.28,,,,0.044000000000000004,0.23199999999999998,,,0.12,0.512,0.29600000000000004,,,0.245,,2.7,3.09,3.31,0.188,0.782,0.078,0.185,0.14
2884,,11235,HURL,Logan Webb,2023,fangraphs,pitching,4.9,,,,0.302,,,,0.036000000000000004,0.228,,,0.09,0.621,0.21100000000000002,,,0.325,,3.16,2.95,3.16,0.192,0.737,0.154,0.212,0.41600000000000004
1913,,9620,RV,Max Fried,2025,fangraphs,pitching,4.8,,,,0.279,,,,0.064,0.23600000000000002,,,0.113,0.524,0.295,,,0.278,,3.07,3.41,3.6,0.172,0.74,0.087,0.135,0.11
1918,,10867,HURL,Shane Bieber,2022,fangraphs,pitching,4.8,,,,0.287,,,,0.046,0.25,,,0.138,0.48200000000000004,0.315,,,0.335,,2.87,2.98,3.21,0.205,0.758,0.10400000000000001,0.27899999999999997,0.024
1943,,10438,WIZ,Dylan Cease,2024,fangraphs,pitching,4.7,,,,0.263,,,,0.085,0.294,,,0.147,0.39799999999999996,0.424,,,0.307,,3.1,3.44,3.46,0.209,0.6940000000000001,0.091,0.43,0.009000000000000001
1940,,10910,BATI,Corbin Burnes,2022,fangraphs,pitching,4.6,,,,0.259,,,,0.064,0.305,,,0.151,0.47,0.335,,,0.316,,3.14,2.85,2.91,0.24100000000000002,0.768,0.141,0.091,0.099
2494,,12046,DRO,Garrett Crochet,2024,fangraphs,pitching,4.6,,,,0.318,,,,0.055,0.35100000000000003,,,0.162,0.451,0.361,,,0.33,,2.69,2.38,2.53,0.29600000000000004,0.736,0.14400000000000002,0.099,0.059000000000000004
1965,,8193,RV,Max Scherzer,2022,fangraphs,pitching,4.5,,,,0.276,,,,0.042,0.306,,,0.14800000000000002,0.311,0.496,,,0.26899999999999996,,2.62,3.23,2.88,0.264,0.833,0.075,0.23399999999999999,0.126
1946,,11138,BATI,Framber Valdez,2022,fangraphs,pitching,4.4,,,,0.285,,,,0.081,0.235,,,0.113,0.665,0.16,,,0.301,,3.06,2.99,3.14,0.154,0.757,0.125,,0.08800000000000001
1943,,10438,WIZ,Dylan Cease,2022,fangraphs,pitching,4.4,,,,0.26,,,,0.10400000000000001,0.304,,,0.15,0.38799999999999996,0.43799999999999994,,,0.257,,3.1,3.5,3.48,0.19899999999999998,0.823,0.084,0.429,0.024
2884,,11235,HURL,Logan Webb,2024,fangraphs,pitching,4.4,,,,0.315,,,,0.059000000000000004,0.205,,,0.085,0.568,0.22699999999999998,,,0.292,,2.95,3.28,3.61,0.145,0.7170000000000001,0.079,0.213,0.308
1946,,11138,BATI,Framber Valdez,2023,fangraphs,pitching,4.4,,,,0.282,,,,0.071,0.248,,,0.11599999999999999,0.542,0.254,,,0.374,,3.5,3.39,3.7,0.177,0.7120000000000001,0.14,,0.155
1924,,9095,WAR,Yu Darvish,2022,fangraphs,pitching,4.2,,,,0.25,,,,0.048,0.256,,,0.114,0.369,0.43799999999999994,,,0.297,,3.31,3.58,3.39,0.20800000000000002,0.782,0.096,0.158,0.01
2884,,11235,HURL,Logan Webb,2022,fangraphs,pitching,4.2,,,,0.293,,,,0.062,0.207,,,0.106,0.5670000000000001,0.23800000000000002,,,0.272,,3.03,3.31,3.56,0.145,0.718,0.083,0.327,0.31
1990,,11116,WAR,Zac Gallen,2022,fangraphs,pitching,4.2,,,,0.237,,,,0.066,0.26899999999999996,,,0.10099999999999999,0.46,0.361,,,0.292,,3.05,3.31,3.32,0.203,0.78,0.091,0.066,0.14300000000000002
1901,,9124,WIZ,Zack Wheeler,2022,fangraphs,pitching,4.2,,,,0.287,,,,0.055999999999999994,0.26899999999999996,,,0.114,0.45899999999999996,0.32899999999999996,,,0.273,,2.89,3.06,3.19,0.213,0.7709999999999999,0.098,0.141,
4013,,10660,JESÚ,Jordan Montgomery,2023,fangraphs,pitching,4.2,,,,0.294,,,,0.062,0.214,,,0.114,0.43200000000000005,0.348,,,0.322,,3.56,4.01,4.23,0.152,0.7559999999999999,0.09300000000000001,,0.22899999999999998
1887,,10148,TROU,Blake Snell,2023,fangraphs,pitching,4.1,,,,0.256,,,,0.133,0.315,,,0.153,0.444,0.341,,,0.309,,3.44,3.62,4.06,0.182,0.867,0.109,0.131,0.184
1958,,9334,CASC,Kevin Gausman,2025,fangraphs,pitching,4.1,,,,0.262,,,,0.065,0.244,,,0.126,0.36700000000000005,0.42,,,0.36200000000000004,,3.41,3.77,3.79,0.179,0.722,0.095,0.087,
1946,,11138,BATI,Framber Valdez,2025,fangraphs,pitching,4.0,,,,0.297,,,,0.085,0.233,,,0.115,0.586,0.228,,,0.34600000000000003,,3.37,3.34,3.66,0.14800000000000002,0.7290000000000001,0.12300000000000001,,0.18
1901,,9124,WIZ,Zack Wheeler,2025,fangraphs,pitching,4.0,,,,0.267,,,,0.055999999999999994,0.33299999999999996,,,0.145,0.39899999999999997,0.385,,,0.24600000000000002,,3.0,2.73,2.73,0.27699999999999997,0.8240000000000001,0.142,0.14800000000000002,
2883,,11381,PLAY,Logan Gilbert,2024,fangraphs,pitching,4.0,,,,0.236,,,,0.046,0.27399999999999997,,,0.149,0.451,0.377,,,0.325,,3.27,3.11,3.19,0.228,0.695,0.129,0.32,
2047,,11854,HURL,Alek Manoah,2022,fangraphs,pitching,3.9,,,,0.244,,,,0.065,0.22899999999999998,,,0.11199999999999999,0.375,0.419,,,0.237,,3.35,3.97,3.85,0.16399999999999998,0.826,0.071,0.271,0.109
1939,,8180,TROU,Clayton Kershaw,2022,fangraphs,pitching,3.9,,,,0.268,,,,0.047,0.278,,,0.139,0.47100000000000003,0.33399999999999996,,,0.284,,2.57,2.83,2.98,0.231,0.794,0.091,0.426,0.006
3338,,9616,ANGE,Tyler Glasnow,2024,fangraphs,pitching,3.9,,,,0.253,,,,0.067,0.322,,,0.138,0.486,0.349,,,0.293,,2.9,2.68,2.9,0.255,0.698,0.136,0.276,
1940,,10910,BATI,Corbin Burnes,2024,fangraphs,pitching,3.8,,,,0.269,,,,0.061,0.231,,,0.129,0.48200000000000004,0.345,,,0.289,,3.55,3.55,3.75,0.17,0.755,0.11599999999999999,0.145,0.111
3236,,9459,GANG,Sonny Gray,2024,fangraphs,pitching,3.8,,,,0.299,,,,0.057999999999999996,0.303,,,0.134,0.423,0.353,,,0.341,,3.12,2.82,3.03,0.244,0.679,0.14300000000000002,0.203,0.064
2001,,9882,WIZ,Aaron Nola,2023,fangraphs,pitching,3.8,,,,0.285,,,,0.057,0.255,,,0.11800000000000001,0.426,0.37799999999999995,,,0.32299999999999995,,4.03,3.63,3.75,0.198,0.664,0.156,,0.125
1946,,11138,BATI,Framber Valdez,2024,fangraphs,pitching,3.7,,,,0.276,,,,0.078,0.24,,,0.114,0.606,0.2,,,0.321,,3.25,3.08,3.41,0.162,0.7709999999999999,0.14,,0.17300000000000001
3027,,10970,TROU,Nestor Cortes,2022,fangraphs,pitching,3.7,,,,0.232,,,,0.062,0.265,,,0.111,0.335,0.473,,,0.27699999999999997,,3.13,3.63,3.48,0.203,0.828,0.08199999999999999,0.187,0.044000000000000004
1969,,9007,PINS,Nathan Eovaldi,2025,fangraphs,pitching,3.7,,,,0.243,,,,0.042,0.26,,,0.128,0.503,0.313,,,0.281,,2.8,3.03,3.17,0.218,0.865,0.096,0.011000000000000001,
7135,,10514,HURL,Luis Castillo,2022,fangraphs,pitching,3.7,,,,0.275,,,,0.073,0.272,,,0.126,0.469,0.335,,,0.315,,3.07,3.23,3.35,0.198,0.753,0.1,0.21100000000000002,0.222
3080,,11478,HURL,Patrick Sandoval,2022,fangraphs,pitching,3.7,,,,0.316,,,,0.094,0.237,,,0.133,0.474,0.308,,,0.264,,3.09,3.67,3.94,0.14300000000000002,0.768,0.063,0.28800000000000003,0.24600000000000002
1949,,11014,RV,Freddy Peralta,2025,fangraphs,pitching,3.6,,,,0.243,,,,0.091,0.282,,,0.129,0.373,0.457,,,0.284,,3.64,3.85,3.68,0.191,0.855,0.10400000000000001,0.09699999999999999,0.212
3236,,9459,GANG,Sonny Gray,2025,fangraphs,pitching,3.6,,,,0.329,,,,0.05,0.267,,,0.121,0.439,0.342,,,0.341,,3.39,3.07,3.29,0.21600000000000003,0.696,0.145,0.212,0.084
1903,,10730,HURL,Brandon Woodruff,2022,fangraphs,pitching,3.6,,,,0.285,,,,0.068,0.306,,,0.141,0.376,0.434,,,0.318,,3.08,3.14,3.03,0.239,0.7859999999999999,0.11,0.11199999999999999,0.163
3228,,11398,DRO,Shane McClanahan,2022,fangraphs,pitching,3.6,,,,0.251,,,,0.059000000000000004,0.303,,,0.155,0.502,0.301,,,0.284,,3.0,2.6,2.82,0.243,0.805,0.157,0.155,
1887,,10148,TROU,Blake Snell,2022,fangraphs,pitching,3.6,,,,0.307,,,,0.095,0.32,,,0.147,0.366,0.42700000000000005,,,0.34700000000000003,,2.8,3.21,3.2,0.22399999999999998,0.747,0.083,0.243,0.05
1937,,8780,ANGE,Chris Sale,2025,fangraphs,pitching,3.6,,,,0.313,,,,0.063,0.324,,,0.132,0.39,0.39299999999999996,,,0.252,,2.67,2.98,2.88,0.261,0.826,0.09300000000000001,0.47100000000000003,0.07400000000000001
1943,,10438,WIZ,Dylan Cease,2023,fangraphs,pitching,3.6,,,,0.33,,,,0.10099999999999999,0.273,,,0.136,0.36,0.391,,,0.341,,3.72,4.08,4.1,0.172,0.6940000000000001,0.102,0.386,0.03
1892,,7590,TROU,Justin Verlander,2023,fangraphs,pitching,3.4,,,,0.265,,,,0.067,0.215,,,0.099,0.355,0.44799999999999995,,,0.307,,3.85,4.56,4.43,0.14800000000000002,0.769,0.085,0.253,0.047
1888,,9121,DRO,Gerrit Cole,2022,fangraphs,pitching,3.4,,,,0.268,,,,0.063,0.324,,,0.14300000000000002,0.424,0.406,,,0.315,,3.47,2.77,2.77,0.261,0.782,0.168,0.228,0.085
1876,,9701,JESÚ,Jacob deGrom,2025,fangraphs,pitching,3.4,,,,0.23,,,,0.055,0.27699999999999997,,,0.14300000000000002,0.37799999999999995,0.425,,,0.322,,3.64,3.37,3.32,0.221,0.836,0.138,0.376,0.113
2313,,11315,PINS,Cristian Javier,2022,fangraphs,pitching,3.4,,,,0.228,,,,0.08900000000000001,0.332,,,0.138,0.26,0.569,,,0.297,,3.16,3.53,3.14,0.243,0.836,0.091,0.27699999999999997,0.040999999999999995
3326,,10462,B2J,Triston McKenzie,2022,fangraphs,pitching,3.4,,,,0.237,,,,0.059000000000000004,0.256,,,0.13,0.327,0.489,,,0.335,,3.59,3.77,3.57,0.19699999999999998,0.8029999999999999,0.10300000000000001,0.22,
1913,,9620,RV,Max Fried,2024,fangraphs,pitching,3.4,,,,0.282,,,,0.08,0.23199999999999998,,,0.102,0.588,0.23199999999999998,,,0.261,,3.33,3.33,3.61,0.153,0.725,0.11699999999999999,0.158,0.13699999999999998
1953,,10185,ANGE,Joe Musgrove,2022,fangraphs,pitching,3.4,,,,0.276,,,,0.057,0.249,,,0.11,0.446,0.36200000000000004,,,0.26899999999999996,,3.59,3.47,3.45,0.192,0.7979999999999999,0.12300000000000001,0.244,0.063
1940,,10910,BATI,Corbin Burnes,2023,fangraphs,pitching,3.4,,,,0.244,,,,0.084,0.255,,,0.122,0.441,0.33899999999999997,,,0.29,,3.81,3.8,4.02,0.171,0.7490000000000001,0.128,0.085,0.11199999999999999
2463,,10229,ANGE,Erick Fedde,2024,fangraphs,pitching,3.4,,,,0.271,,,,0.07200000000000001,0.212,,,0.087,0.42100000000000004,0.39399999999999996,,,0.309,,3.86,4.12,4.19,0.14,0.792,0.099,0.20199999999999999,
1943,,10438,WIZ,Dylan Cease,2025,fangraphs,pitching,3.4,,,,0.32,,,,0.098,0.298,,,0.156,0.366,0.415,,,0.33799999999999997,,3.56,3.56,3.58,0.19899999999999998,0.69,0.11900000000000001,0.442,0.011000000000000001
7135,,10514,HURL,Luis Castillo,2023,fangraphs,pitching,3.3,,,,0.267,,,,0.07,0.273,,,0.147,0.389,0.424,,,0.33299999999999996,,3.81,3.81,3.74,0.203,0.77,0.127,0.221,0.156
1906,,10592,DRO,Jack Flaherty,2024,fangraphs,pitching,3.3,,,,0.285,,,,0.059000000000000004,0.299,,,0.133,0.395,0.37799999999999995,,,0.3,,3.48,3.0,3.1,0.24,0.809,0.155,0.292,0.026000000000000002
3321,,10909,RV,Trevor Rogers,2025,fangraphs,pitching,3.3,,,,0.226,,,,0.069,0.243,,,0.125,0.46,0.382,,,0.36,,2.82,3.64,3.75,0.175,0.8420000000000001,0.055,0.192,0.25
2844,,11319,TROU,Kris Bubic,2025,fangraphs,pitching,3.3,,,,0.295,,,,0.08199999999999999,0.244,,,0.134,0.47200000000000003,0.33299999999999996,,,0.28300000000000003,,2.89,3.63,3.85,0.162,0.775,0.057,0.342,0.21100000000000002
3266,,11763,JESÚ,Tarik Skubal,2023,fangraphs,pitching,3.3,,,,0.289,,,,0.045,0.32899999999999996,,,0.149,0.516,0.314,,,0.272,,2.0,2.56,2.77,0.284,0.677,0.068,0.20800000000000002,0.244
3338,,9616,ANGE,Tyler Glasnow,2023,fangraphs,pitching,3.2,,,,0.294,,,,0.076,0.33399999999999996,,,0.16399999999999998,0.512,0.316,,,0.386,,2.91,2.75,3.08,0.258,0.7,0.14400000000000002,0.348,0.003
2001,,9882,WIZ,Aaron Nola,2024,fangraphs,pitching,3.1,,,,0.294,,,,0.061,0.24,,,0.11,0.445,0.33899999999999997,,,0.305,,3.94,3.44,3.68,0.179,0.79,0.156,,0.096
2434,,9546,TROU,Eduardo Rodriguez,2023,fangraphs,pitching,3.1,,,,0.274,,,,0.077,0.23,,,0.10400000000000001,0.41,0.37200000000000005,,,0.311,,3.66,4.06,4.26,0.153,0.759,0.09699999999999999,0.073,0.187
,,9048,CASC,Corey Kluber,2022,fangraphs,pitching,3.1,,,,0.317,,,,0.03,0.20199999999999999,,,0.114,0.361,0.42,,,0.266,,3.57,3.92,3.85,0.171,0.7020000000000001,0.09300000000000001,,0.102
3027,,10970,TROU,Nestor Cortes,2024,fangraphs,pitching,3.1,,,,0.287,,,,0.055,0.228,,,0.106,0.311,0.489,,,0.317,,3.84,4.16,4.02,0.17300000000000001,0.764,0.098,0.166,0.09699999999999999
1887,,10148,TROU,Blake Snell,2024,fangraphs,pitching,3.1,,,,0.266,,,,0.105,0.34700000000000003,,,0.163,0.42,0.40700000000000003,,,0.254,,2.43,3.01,3.16,0.242,0.7090000000000001,0.065,0.099,0.177
1958,,9334,CASC,Kevin Gausman,2024,fangraphs,pitching,3.0,,,,0.281,,,,0.07400000000000001,0.214,,,0.105,0.38299999999999995,0.42200000000000004,,,0.363,,3.77,4.22,4.24,0.14,0.703,0.08900000000000001,0.084,
2883,,11381,PLAY,Logan Gilbert,2022,fangraphs,pitching,3.0,,,,0.292,,,,0.064,0.22699999999999998,,,0.10800000000000001,0.36700000000000005,0.391,,,0.354,,3.46,3.78,3.84,0.163,0.7759999999999999,0.092,0.242,0.08
2883,,11381,PLAY,Logan Gilbert,2023,fangraphs,pitching,3.0,,,,0.272,,,,0.047,0.245,,,0.121,0.414,0.405,,,0.33299999999999996,,3.85,3.76,3.78,0.19899999999999998,0.7509999999999999,0.133,0.29600000000000004,
1949,,11014,RV,Freddy Peralta,2023,fangraphs,pitching,3.0,,,,0.273,,,,0.079,0.309,,,0.14400000000000002,0.41700000000000004,0.4,,,0.308,,3.85,3.42,3.45,0.22899999999999998,0.737,0.16,0.21899999999999997,0.146
2138,,12096,PLAY,Bailey Ober,2024,fangraphs,pitching,3.0,,,,0.247,,,,0.061,0.26899999999999996,,,0.142,0.335,0.503,,,0.303,,3.82,3.83,3.56,0.209,0.7070000000000001,0.115,0.11599999999999999,0.294
2409,,11789,DRO,Drew Rasmussen,2022,fangraphs,pitching,3.0,,,,0.262,,,,0.053,0.214,,,0.121,0.466,0.342,,,0.305,,3.26,3.56,3.74,0.161,0.76,0.09,0.23600000000000002,
1977,,10597,B2J,Sandy Alcantara,2023,fangraphs,pitching,3.0,,,,0.287,,,,0.063,0.198,,,0.12300000000000001,0.52,0.308,,,0.34299999999999997,,4.03,4.0,4.24,0.135,0.696,0.129,0.22,0.273
,,7048,WIZ,Adam Wainwright,2022,fangraphs,pitching,2.9,,,,0.302,,,,0.067,0.17800000000000002,,,0.067,0.43200000000000005,0.32899999999999996,,,0.311,,3.66,4.1,4.34,0.111,0.75,0.081,,0.06
