upid,mlb_id,yahoo_id,manager,name,season,stat_source,stat_type,fg_war,fg_woba,fg_wrc_plus,fg_iso,fg_babip,fg_spd,fg_off,fg_bsr,fg_bb_pct,fg_k_pct,fg_o_swing_pct,fg_z_swing_pct,fg_swstr_pct,fg_gb_pct,fg_fb_pct,fg_ld_pct,fg_pull_pct,fg_hard_pct,fg_barrel_pct,fg_fip,fg_xfip,fg_siera,fg_k_bb_pct,fg_lob_pct,fg_hr_fb,fg_sl_pct,fg_ch_pct
1886,,9877,TROU,Aaron Judge,2024,fangraphs,batting,11.3,0.476,220.0,0.379,0.367,3.9,96.0,-0.5,0.18899999999999997,0.243,0.213,0.7190000000000001,0.121,0.305,0.462,0.233,0.4,0.47700000000000004,0.26899999999999996,,,,,,,,
1886,,9877,TROU,Aaron Judge,2022,fangraphs,batting,11.1,0.458,206.0,0.375,0.34,4.0,84.2,1.0,0.159,0.251,0.268,0.6759999999999999,0.11800000000000001,0.373,0.435,0.193,0.475,0.48,0.262,,,,,,,,
1886,,9877,TROU,Aaron Judge,2025,fangraphs,batting,10.1,0.463,204.0,0.357,0.376,4.6,79.5,-4.1,0.183,0.23600000000000002,0.257,0.703,0.141,0.34,0.46399999999999997,0.196,0.366,0.456,0.247,,,,,,,,
1909,,10626,WIZ,Juan Soto,2024,fangraphs,batting,8.3,0.421,181.0,0.281,0.298,4.3,62.2,-3.9,0.18100000000000002,0.16699999999999998,0.213,0.601,0.07400000000000001,0.436,0.36,0.204,0.451,0.43,0.19699999999999998,,,,,,,,
1877,,8658,CASC,Freddie Freeman,2023,fangraphs,batting,7.7,0.411,161.0,0.235,0.37,6.0,59.7,4.5,0.099,0.166,0.301,0.792,0.094,0.353,0.37,0.276,0.365,0.369,0.111,,,,,,,,
2483,,9116,BATI,Francisco Lindor,2024,fangraphs,batting,7.7,0.363,137.0,0.227,0.295,5.7,34.4,4.0,0.081,0.184,0.305,0.715,0.10300000000000001,0.345,0.43200000000000005,0.223,0.45299999999999996,0.366,0.136,,,,,,,,
1879,,9552,DRO,Mookie Betts,2023,fangraphs,batting,7.6,0.416,165.0,0.272,0.316,4.5,56.5,0.7,0.139,0.154,0.2,0.63,0.057,0.278,0.485,0.237,0.46299999999999997,0.41100000000000003,0.124,,,,,,,,
1880,,9105,PLAY,Nolan Arenado,2022,fangraphs,batting,7.2,0.381,149.0,0.241,0.29,2.6,35.5,0.1,0.084,0.11599999999999999,0.361,0.68,0.086,0.297,0.499,0.204,0.479,0.319,0.08199999999999999,,,,,,,,
1963,,9111,HURL,Manny Machado,2022,fangraphs,batting,7.1,0.382,152.0,0.234,0.337,4.3,38.5,-0.4,0.098,0.207,0.342,0.77,0.11800000000000001,0.37799999999999995,0.41600000000000004,0.20600000000000002,0.41200000000000003,0.38,0.098,,,,,,,,
1907,,8996,ANGE,Jose Altuve,2022,fangraphs,batting,6.9,0.397,164.0,0.233,0.315,5.0,44.1,0.4,0.109,0.14400000000000002,0.314,0.65,0.068,0.41,0.387,0.204,0.519,0.302,0.077,,,,,,,,
1970,,8967,ANGE,Paul Goldschmidt,2022,fangraphs,batting,6.8,0.419,175.0,0.26,0.368,3.6,58.0,0.9,0.121,0.217,0.276,0.617,0.099,0.40299999999999997,0.408,0.18899999999999997,0.377,0.337,0.115,,,,,,,,
1877,,8658,CASC,Freddie Freeman,2022,fangraphs,batting,6.8,0.393,157.0,0.186,0.359,4.8,48.9,1.7,0.11900000000000001,0.14400000000000002,0.313,0.7609999999999999,0.083,0.387,0.33799999999999997,0.275,0.364,0.369,0.099,,,,,,,,
1889,,9718,WIZ,J.T. Realmuto,2022,fangraphs,batting,6.7,0.354,129.0,0.202,0.318,6.9,22.2,3.5,0.073,0.212,0.35,0.6920000000000001,0.114,0.444,0.359,0.19699999999999998,0.392,0.344,0.113,,,,,,,,
1885,,10056,ANGE,Trea Turner,2025,fangraphs,batting,6.7,0.352,125.0,0.153,0.35,7.2,26.7,8.0,0.067,0.16699999999999998,0.34700000000000003,0.752,0.11800000000000001,0.479,0.32899999999999996,0.192,0.39899999999999997,0.32899999999999996,0.057999999999999996,,,,,,,,
1893,,9605,HURL,Matt Olson,2023,fangraphs,batting,6.6,0.413,162.0,0.321,0.302,3.1,55.1,0.2,0.14400000000000002,0.23199999999999998,0.295,0.735,0.11900000000000001,0.387,0.436,0.17800000000000002,0.382,0.42700000000000005,0.16399999999999998,,,,,,,,
1942,,10234,JESÚ,Dansby Swanson,2022,fangraphs,batting,6.6,0.337,117.0,0.17,0.348,4.8,17.3,3.7,0.07,0.261,0.314,0.746,0.139,0.387,0.4,0.212,0.39799999999999996,0.34,0.10800000000000001,,,,,,,,
1964,,9517,PLAY,Marcus Semien,2023,fangraphs,batting,6.5,0.354,128.0,0.201,0.291,5.5,26.5,1.3,0.096,0.146,0.253,0.77,0.078,0.33799999999999997,0.465,0.196,0.494,0.344,0.065,,,,,,,,
1989,,10883,PLAY,Yordan Alvarez,2022,fangraphs,batting,6.4,0.427,185.0,0.306,0.32,3.0,51.9,-2.0,0.139,0.18899999999999997,0.275,0.6679999999999999,0.09,0.391,0.39399999999999996,0.21600000000000003,0.39399999999999996,0.442,0.21,,,,,,,,
1941,,9584,GANG,Corey Seager,2023,fangraphs,batting,6.4,0.419,173.0,0.296,0.34,2.4,43.8,-2.8,0.091,0.16399999999999998,0.336,0.855,0.126,0.4,0.397,0.203,0.415,0.484,0.152,,,,,,,,
1885,,10056,ANGE,Trea Turner,2022,fangraphs,batting,6.4,0.35,128.0,0.169,0.342,6.4,29.6,6.6,0.064,0.185,0.364,0.745,0.128,0.429,0.35700000000000004,0.214,0.45399999999999996,0.315,0.076,,,,,,,,
2483,,9116,BATI,Francisco Lindor,2022,fangraphs,batting,6.4,0.342,124.0,0.179,0.301,5.6,21.3,1.2,0.084,0.188,0.33799999999999997,0.69,0.1,0.431,0.39,0.179,0.433,0.312,0.083,,,,,,,,
1910,,10036,RV,Ketel Marte,2024,fangraphs,batting,6.3,0.391,152.0,0.268,0.299,4.3,36.9,0.9,0.111,0.182,0.293,0.733,0.092,0.48100000000000004,0.34600000000000003,0.17300000000000001,0.518,0.43,0.12300000000000001,,,,,,,,
2483,,9116,BATI,Francisco Lindor,2025,fangraphs,batting,6.3,0.35,129.0,0.199,0.288,5.5,27.7,2.7,0.08900000000000001,0.179,0.307,0.6779999999999999,0.09,0.377,0.402,0.221,0.43700000000000006,0.32899999999999996,0.08800000000000001,,,,,,,,
1909,,10626,WIZ,Juan Soto,2023,fangraphs,batting,6.2,0.395,154.0,0.245,0.296,3.5,46.2,-0.9,0.18600000000000003,0.182,0.2,0.602,0.063,0.51,0.324,0.166,0.389,0.41100000000000003,0.13,,,,,,,,
1945,,10639,B2J,Fernando Tatis Jr.,2025,fangraphs,batting,6.1,0.353,131.0,0.178,0.303,5.9,31.4,5.8,0.129,0.187,0.27899999999999997,0.7190000000000001,0.113,0.489,0.33899999999999997,0.172,0.385,0.381,0.109,,,,,,,,
1967,,8861,WAR,Mike Trout,2022,fangraphs,batting,6.0,0.418,176.0,0.347,0.323,3.3,42.6,0.0,0.10800000000000001,0.27899999999999997,0.263,0.679,0.11800000000000001,0.247,0.5670000000000001,0.187,0.41700000000000004,0.387,0.19699999999999998,,,,,,,,
1879,,9552,DRO,Mookie Betts,2022,fangraphs,batting,6.0,0.373,144.0,0.264,0.272,6.0,35.0,2.1,0.086,0.163,0.26,0.696,0.067,0.337,0.47700000000000004,0.18600000000000003,0.45299999999999996,0.38299999999999995,0.09699999999999999,,,,,,,,
1881,,9319,HURL,Xander Bogaerts,2022,fangraphs,batting,6.0,0.363,133.0,0.149,0.362,3.5,26.8,3.2,0.09,0.187,0.319,0.66,0.106,0.46399999999999997,0.318,0.217,0.39899999999999997,0.305,0.065,,,,,,,,
1927,,10420,RV,Austin Riley,2022,fangraphs,batting,5.9,0.377,144.0,0.255,0.315,3.0,34.3,-0.8,0.08199999999999999,0.242,0.345,0.773,0.132,0.379,0.386,0.235,0.415,0.395,0.157,,,,,,,,
1909,,10626,WIZ,Juan Soto,2025,fangraphs,batting,5.8,0.39,156.0,0.262,0.27,5.6,50.1,2.7,0.17800000000000002,0.192,0.18100000000000002,0.575,0.07,0.447,0.386,0.16699999999999998,0.42100000000000004,0.445,0.18100000000000002,,,,,,,,
2483,,9116,BATI,Francisco Lindor,2023,fangraphs,batting,5.5,0.346,120.0,0.216,0.277,6.4,20.9,3.7,0.096,0.19899999999999998,0.305,0.73,0.099,0.341,0.45799999999999996,0.201,0.46799999999999997,0.354,0.10400000000000001,,,,,,,,
2176,,9876,GANG,Brandon Nimmo,2022,fangraphs,batting,5.5,0.353,132.0,0.159,0.317,4.7,27.9,3.0,0.105,0.172,0.261,0.66,0.076,0.505,0.317,0.177,0.321,0.3,0.07,,,,,,,,
1882,,10183,WIZ,Alex Bregman,2022,fangraphs,batting,5.4,0.358,137.0,0.195,0.26,2.0,23.8,-3.4,0.133,0.11699999999999999,0.218,0.695,0.055999999999999994,0.33299999999999996,0.478,0.18899999999999997,0.48200000000000004,0.31,0.073,,,,,,,,
1981,,11596,JESÚ,Tommy Edman,2022,fangraphs,batting,5.4,0.318,106.0,0.135,0.308,7.2,11.5,7.2,0.073,0.17600000000000002,0.342,0.638,0.08800000000000001,0.495,0.31,0.196,0.385,0.295,0.062,,,,,,,,
1986,,10621,WAR,Vladimir Guerrero Jr.,2024,fangraphs,batting,5.3,0.398,164.0,0.221,0.342,2.2,45.8,-5.6,0.10300000000000001,0.138,0.306,0.71,0.096,0.48100000000000004,0.33399999999999996,0.185,0.353,0.41200000000000003,0.13699999999999998,,,,,,,,
1950,,9339,BATI,George Springer,2025,fangraphs,batting,5.2,0.408,166.0,0.251,0.34,5.6,48.5,2.8,0.11800000000000001,0.18899999999999997,0.248,0.7290000000000001,0.107,0.373,0.409,0.217,0.409,0.353,0.158,,,,,,,,
1989,,10883,PLAY,Yordan Alvarez,2024,fangraphs,batting,5.2,0.402,167.0,0.259,0.317,3.8,45.8,-2.9,0.109,0.15,0.335,0.691,0.08900000000000001,0.33299999999999996,0.47600000000000003,0.191,0.36700000000000005,0.41,0.145,,,,,,,,
1927,,10420,RV,Austin Riley,2023,fangraphs,batting,5.2,0.363,128.0,0.234,0.324,4.1,25.4,0.7,0.083,0.24100000000000002,0.31,0.7190000000000001,0.124,0.413,0.402,0.185,0.41100000000000003,0.413,0.139,,,,,,,,
2210,,8875,B2J,Bryce Harper,2024,fangraphs,batting,5.1,0.38,144.0,0.24,0.331,2.8,32.5,-0.5,0.12,0.21899999999999997,0.366,0.805,0.131,0.377,0.396,0.22699999999999998,0.345,0.395,0.10400000000000001,,,,,,,,
1915,,10235,ANGE,Rafael Devers,2022,fangraphs,batting,5.0,0.373,140.0,0.225,0.329,3.1,27.0,-0.7,0.081,0.18600000000000003,0.40299999999999997,0.773,0.142,0.42200000000000004,0.375,0.203,0.34,0.35600000000000004,0.115,,,,,,,,
1931,,9590,HURL,Byron Buxton,2025,fangraphs,batting,5.0,0.367,136.0,0.287,0.302,8.8,31.7,8.5,0.076,0.273,0.341,0.757,0.154,0.361,0.474,0.165,0.52,0.408,0.17600000000000002,,,,,,,,
1959,,9861,HURL,Kyle Schwarber,2025,fangraphs,batting,4.9,0.391,152.0,0.323,0.253,4.1,43.6,-1.1,0.149,0.272,0.251,0.649,0.128,0.341,0.48,0.179,0.5589999999999999,0.45299999999999996,0.20800000000000002,,,,,,,,
1960,,10480,RV,Kyle Tucker,2023,fangraphs,batting,4.9,0.372,139.0,0.233,0.289,6.4,35.9,4.1,0.11900000000000001,0.136,0.259,0.731,0.075,0.384,0.425,0.191,0.449,0.38799999999999996,0.10400000000000001,,,,,,,,
,,10765,RV,Luis Robert Jr.,2023,fangraphs,batting,4.9,0.358,129.0,0.278,0.314,5.7,20.5,-0.1,0.05,0.289,0.433,0.799,0.183,0.364,0.439,0.19699999999999998,0.46799999999999997,0.335,0.152,,,,,,,,
1883,,10504,TROU,Cody Bellinger,2025,fangraphs,batting,4.9,0.347,125.0,0.207,0.274,5.6,20.2,0.9,0.087,0.13699999999999998,0.33399999999999996,0.6759999999999999,0.076,0.32,0.48,0.2,0.452,0.278,0.075,,,,,,,,
1960,,10480,RV,Kyle Tucker,2022,fangraphs,batting,4.9,0.348,130.0,0.221,0.261,4.9,23.5,3.2,0.09699999999999999,0.156,0.302,0.84,0.098,0.341,0.47,0.18899999999999997,0.39899999999999997,0.355,0.10099999999999999,,,,,,,,
1886,,9877,TROU,Aaron Judge,2023,fangraphs,batting,4.8,0.42,173.0,0.346,0.3,2.6,37.9,-2.4,0.192,0.284,0.225,0.6940000000000001,0.138,0.304,0.5,0.196,0.45,0.5379999999999999,0.275,,,,,,,,
3368,,11573,PLAY,Wander Franco,2023,fangraphs,batting,4.8,0.349,127.0,0.195,0.297,7.0,18.6,2.9,0.086,0.141,0.3,0.649,0.059000000000000004,0.47200000000000003,0.294,0.233,0.419,0.363,0.077,,,,,,,,
1928,,10766,WAR,Bo Bichette,2022,fangraphs,batting,4.8,0.347,129.0,0.179,0.347,3.8,23.0,0.0,0.059000000000000004,0.222,0.386,0.805,0.114,0.48700000000000004,0.309,0.204,0.293,0.349,0.096,,,,,,,,
3385,,9893,CASC,Willy Adames,2024,fangraphs,batting,4.8,0.342,120.0,0.211,0.297,4.4,17.9,1.2,0.10800000000000001,0.251,0.315,0.732,0.129,0.314,0.498,0.18899999999999997,0.452,0.325,0.12,,,,,,,,
1942,,10234,JESÚ,Dansby Swanson,2023,fangraphs,batting,4.8,0.325,105.0,0.172,0.297,4.8,6.0,2.4,0.10300000000000001,0.24100000000000002,0.284,0.733,0.127,0.446,0.35100000000000003,0.203,0.46,0.35100000000000003,0.109,,,,,,,,
3054,,11284,TROU,Nico Hoerner,2025,fangraphs,batting,4.8,0.324,109.0,0.097,0.313,6.2,11.8,4.5,0.06,0.076,0.35600000000000004,0.647,0.049,0.45299999999999996,0.34299999999999997,0.204,0.379,0.262,0.023,,,,,,,,
1893,,9605,HURL,Matt Olson,2025,fangraphs,batting,4.7,0.366,136.0,0.212,0.333,2.7,26.2,-4.8,0.126,0.243,0.284,0.679,0.10800000000000001,0.395,0.4,0.205,0.375,0.402,0.14300000000000002,,,,,,,,
2045,,11853,DRO,Alejandro Kirk,2025,fangraphs,batting,4.7,0.334,116.0,0.14,0.292,1.4,3.4,-5.9,0.095,0.11699999999999999,0.325,0.674,0.077,0.442,0.37200000000000005,0.18600000000000003,0.289,0.39399999999999996,0.10099999999999999,,,,,,,,
7703,701762,,Rick Vaughn,Nick Kurtz,2025,fangraphs,batting,4.6,0.419,170.0,0.329,0.364,4.0,40.2,-0.3,0.129,0.309,0.263,0.645,0.142,0.379,0.43,0.191,0.368,0.43,0.183,,,,,,,,
1910,,10036,RV,Ketel Marte,2025,fangraphs,batting,4.6,0.381,145.0,0.233,0.29,3.0,26.5,-3.4,0.115,0.149,0.28300000000000003,0.6940000000000001,0.09,0.40399999999999997,0.419,0.17800000000000002,0.475,0.36,0.135,,,,,,,,
1941,,9584,GANG,Corey Seager,2024,fangraphs,batting,4.6,0.365,142.0,0.234,0.291,1.6,20.3,-5.2,0.099,0.18,0.317,0.8240000000000001,0.114,0.41200000000000003,0.423,0.165,0.436,0.433,0.152,,,,,,,,
1933,,9573,PINS,Carlos Correa,2022,fangraphs,batting,4.6,0.362,139.0,0.176,0.339,1.7,22.8,-3.2,0.10300000000000001,0.205,0.308,0.643,0.09,0.42700000000000005,0.375,0.198,0.41,0.36,0.114,,,,,,,,
1881,,9319,HURL,Xander Bogaerts,2023,fangraphs,batting,4.6,0.343,119.0,0.154,0.319,5.2,16.4,0.9,0.084,0.165,0.28600000000000003,0.603,0.081,0.504,0.32899999999999996,0.16699999999999998,0.402,0.301,0.061,,,,,,,,
1960,,10480,RV,Kyle Tucker,2025,fangraphs,batting,4.5,0.363,136.0,0.198,0.282,6.3,29.2,3.8,0.146,0.147,0.214,0.742,0.08,0.34,0.44799999999999995,0.212,0.466,0.32899999999999996,0.10800000000000001,,,,,,,,
3054,,11284,TROU,Nico Hoerner,2023,fangraphs,batting,4.5,0.322,103.0,0.1,0.312,6.8,9.4,6.9,0.071,0.121,0.335,0.613,0.051,0.469,0.341,0.191,0.315,0.23399999999999999,0.018000000000000002,,,,,,,,
1883,,10504,TROU,Cody Bellinger,2023,fangraphs,batting,4.4,0.37,135.0,0.218,0.319,5.5,26.7,2.5,0.07200000000000001,0.156,0.353,0.687,0.09300000000000001,0.358,0.434,0.20800000000000002,0.436,0.292,0.061,,,,,,,,
2636,,10839,BATI,Jazz Chisholm Jr.,2025,fangraphs,batting,4.4,0.349,126.0,0.238,0.282,5.6,19.3,2.9,0.109,0.27899999999999997,0.295,0.698,0.14300000000000002,0.381,0.47600000000000003,0.14300000000000002,0.508,0.304,0.15,,,,,,,,
1882,,10183,WIZ,Alex Bregman,2023,fangraphs,batting,4.4,0.351,125.0,0.178,0.27,3.7,17.5,-4.1,0.127,0.12,0.223,0.633,0.049,0.354,0.46,0.18600000000000003,0.426,0.335,0.054000000000000006,,,,,,,,
3385,,9893,CASC,Willy Adames,2022,fangraphs,batting,4.4,0.325,109.0,0.22,0.278,3.6,7.5,1.1,0.079,0.26899999999999996,0.337,0.7240000000000001,0.129,0.342,0.45899999999999996,0.2,0.40399999999999997,0.35200000000000004,0.13,,,,,,,,
1964,,9517,PLAY,Marcus Semien,2022,fangraphs,batting,4.4,0.317,107.0,0.181,0.263,6.2,11.3,5.9,0.073,0.166,0.29,0.747,0.09,0.33799999999999997,0.47200000000000003,0.19,0.46299999999999997,0.29600000000000004,0.068,,,,,,,,
1989,,10883,PLAY,Yordan Alvarez,2023,fangraphs,batting,4.3,0.415,170.0,0.29,0.306,1.8,36.8,-4.5,0.139,0.185,0.299,0.6609999999999999,0.08800000000000001,0.35200000000000004,0.455,0.193,0.391,0.45,0.18,,,,,,,,
1879,,9552,DRO,Mookie Betts,2024,fangraphs,batting,4.3,0.371,140.0,0.202,0.294,6.3,25.0,0.6,0.11800000000000001,0.11,0.22899999999999998,0.654,0.055999999999999994,0.27,0.486,0.244,0.35,0.327,0.06,,,,,,,,
1910,,10036,RV,Ketel Marte,2023,fangraphs,batting,4.3,0.361,126.0,0.209,0.3,5.8,21.1,0.0,0.109,0.168,0.27699999999999997,0.701,0.085,0.44799999999999995,0.36200000000000004,0.19,0.441,0.38299999999999995,0.08,,,,,,,,
3378,,10642,WAR,Will Smith,2022,fangraphs,batting,4.3,0.349,127.0,0.205,0.276,2.9,15.8,-2.6,0.09699999999999999,0.166,0.254,0.662,0.07200000000000001,0.317,0.47100000000000003,0.212,0.377,0.327,0.10300000000000001,,,,,,,,
2045,,11853,DRO,Alejandro Kirk,2022,fangraphs,batting,4.3,0.347,129.0,0.13,0.299,1.1,12.5,-5.3,0.11599999999999999,0.107,0.263,0.619,0.057999999999999996,0.5,0.308,0.192,0.353,0.375,0.067,,,,,,,,
1941,,9584,GANG,Corey Seager,2022,fangraphs,batting,4.3,0.331,117.0,0.211,0.242,3.2,12.6,0.2,0.087,0.155,0.35100000000000003,0.8190000000000001,0.13699999999999998,0.4,0.39,0.21,0.42200000000000004,0.37200000000000005,0.105,,,,,,,,
2347,,10843,B2J,Daulton Varsho,2022,fangraphs,batting,4.3,0.323,106.0,0.207,0.269,5.7,6.6,2.2,0.078,0.245,0.348,0.687,0.11699999999999999,0.40399999999999997,0.44299999999999995,0.153,0.545,0.33799999999999997,0.102,,,,,,,,
3054,,11284,TROU,Nico Hoerner,2022,fangraphs,batting,4.3,0.32,108.0,0.129,0.3,6.4,8.4,3.4,0.054000000000000006,0.11,0.36200000000000004,0.6709999999999999,0.066,0.461,0.332,0.207,0.364,0.239,0.026000000000000002,,,,,,,,
1964,,9517,PLAY,Marcus Semien,2024,fangraphs,batting,4.3,0.306,101.0,0.154,0.25,4.3,2.0,1.5,0.08900000000000001,0.146,0.303,0.787,0.095,0.396,0.425,0.179,0.504,0.326,0.066,,,,,,,,
1960,,10480,RV,Kyle Tucker,2024,fangraphs,batting,4.2,0.419,179.0,0.296,0.282,4.6,30.4,-0.3,0.165,0.159,0.209,0.696,0.073,0.28,0.524,0.196,0.42200000000000004,0.34700000000000003,0.127,,,,,,,,
1933,,9573,PINS,Carlos Correa,2024,fangraphs,batting,4.2,0.385,154.0,0.207,0.343,2.8,22.2,-0.6,0.109,0.166,0.28600000000000003,0.6779999999999999,0.08199999999999999,0.435,0.363,0.20199999999999999,0.363,0.332,0.091,,,,,,,,
1915,,10235,ANGE,Rafael Devers,2024,fangraphs,batting,4.2,0.364,136.0,0.244,0.323,4.7,23.7,-0.9,0.111,0.245,0.33299999999999996,0.757,0.14300000000000002,0.409,0.36700000000000005,0.22399999999999998,0.341,0.409,0.13,,,,,,,,
2176,,9876,GANG,Brandon Nimmo,2023,fangraphs,batting,4.2,0.359,129.0,0.193,0.324,4.0,21.2,-3.4,0.109,0.214,0.24,0.645,0.081,0.41,0.392,0.198,0.341,0.381,0.095,,,,,,,,
1882,,10183,WIZ,Alex Bregman,2024,fangraphs,batting,4.2,0.331,117.0,0.193,0.264,3.4,10.2,-2.3,0.069,0.136,0.265,0.691,0.051,0.365,0.45299999999999996,0.182,0.39899999999999997,0.299,0.062,,,,,,,,
1942,,10234,JESÚ,Dansby Swanson,2024,fangraphs,batting,4.2,0.307,97.0,0.148,0.3,5.8,2.6,4.4,0.091,0.243,0.282,0.74,0.131,0.499,0.33299999999999996,0.168,0.461,0.31,0.092,,,,,,,,
1907,,8996,ANGE,Jose Altuve,2023,fangraphs,batting,4.1,0.393,154.0,0.211,0.348,6.2,26.5,0.0,0.107,0.17300000000000001,0.348,0.613,0.076,0.48200000000000004,0.327,0.19,0.507,0.266,0.083,,,,,,,,
3378,,10642,WAR,Will Smith,2025,fangraphs,batting,4.1,0.389,153.0,0.202,0.345,2.8,24.3,-2.9,0.147,0.204,0.226,0.599,0.076,0.331,0.46,0.209,0.335,0.363,0.122,,,,,,,,
3069,,10237,BATI,Ozzie Albies,2023,fangraphs,batting,4.1,0.358,125.0,0.233,0.289,5.9,23.8,3.3,0.07,0.162,0.38799999999999996,0.795,0.1,0.37799999999999995,0.425,0.19699999999999998,0.545,0.366,0.08199999999999999,,,,,,,,
1885,,10056,ANGE,Trea Turner,2023,fangraphs,batting,4.1,0.333,107.0,0.192,0.31,7.4,15.4,9.4,0.065,0.217,0.38299999999999995,0.7659999999999999,0.149,0.396,0.39399999999999996,0.21,0.396,0.349,0.084,,,,,,,,
3560,669065,,,Kyle Stowers,2025,fangraphs,batting,4.0,0.386,149.0,0.256,0.356,4.5,27.4,1.0,0.105,0.27399999999999997,0.327,0.8109999999999999,0.161,0.385,0.392,0.223,0.455,0.42700000000000005,0.19,,,,,,,,
1941,,9584,GANG,Corey Seager,2025,fangraphs,batting,4.0,0.365,138.0,0.216,0.299,2.9,18.4,-1.4,0.13,0.196,0.267,0.821,0.125,0.444,0.35600000000000004,0.2,0.373,0.41,0.153,,,,,,,,
1877,,8658,CASC,Freddie Freeman,2024,fangraphs,batting,4.0,0.365,136.0,0.194,0.306,4.1,25.8,-1.5,0.122,0.157,0.307,0.765,0.08800000000000001,0.387,0.387,0.22699999999999998,0.353,0.324,0.091,,,,,,,,
1950,,9339,BATI,George Springer,2022,fangraphs,batting,4.0,0.352,133.0,0.205,0.285,6.0,26.0,4.6,0.09300000000000001,0.172,0.301,0.789,0.133,0.445,0.376,0.179,0.483,0.321,0.083,,,,,,,,
1945,,10639,B2J,Fernando Tatis Jr.,2023,fangraphs,batting,4.0,0.332,111.0,0.191,0.299,5.9,12.0,3.1,0.083,0.222,0.35700000000000004,0.8170000000000001,0.153,0.47100000000000003,0.336,0.192,0.436,0.406,0.11,,,,,,,,
2636,,10839,BATI,Jazz Chisholm Jr.,2024,fangraphs,batting,4.0,0.327,111.0,0.18,0.309,6.3,13.8,6.2,0.085,0.245,0.316,0.6779999999999999,0.126,0.489,0.35100000000000003,0.16,0.444,0.34,0.09699999999999999,,,,,,,,
3385,,9893,CASC,Willy Adames,2025,fangraphs,batting,4.0,0.321,108.0,0.196,0.263,4.7,7.1,0.9,0.11699999999999999,0.261,0.305,0.7070000000000001,0.127,0.318,0.473,0.209,0.447,0.33,0.126,,,,,,,,
1877,,8658,CASC,Freddie Freeman,2025,fangraphs,batting,3.9,0.37,139.0,0.207,0.342,3.7,27.6,-1.7,0.096,0.204,0.32799999999999996,0.7809999999999999,0.134,0.409,0.36700000000000005,0.22399999999999998,0.434,0.37200000000000005,0.10400000000000001,,,,,,,,
1986,,10621,WAR,Vladimir Guerrero Jr.,2025,fangraphs,batting,3.9,0.366,137.0,0.175,0.313,2.9,27.1,-2.6,0.11900000000000001,0.138,0.255,0.642,0.084,0.465,0.32299999999999995,0.212,0.361,0.405,0.122,,,,,,,,
1928,,10766,WAR,Bo Bichette,2023,fangraphs,batting,3.9,0.349,124.0,0.168,0.355,3.6,15.7,-1.4,0.045,0.191,0.408,0.784,0.10300000000000001,0.461,0.265,0.27399999999999997,0.27,0.36,0.096,,,,,,,,
1885,,10056,ANGE,Trea Turner,2024,fangraphs,batting,3.9,0.349,123.0,0.174,0.331,5.3,17.3,2.6,0.05,0.182,0.38299999999999995,0.764,0.132,0.473,0.365,0.162,0.461,0.33799999999999997,0.069,,,,,,,,
1907,,8996,ANGE,Jose Altuve,2024,fangraphs,batting,3.9,0.344,127.0,0.145,0.337,4.4,20.1,-0.7,0.069,0.174,0.396,0.6970000000000001,0.10400000000000001,0.419,0.335,0.24600000000000002,0.556,0.285,0.065,,,,,,,,
3054,,11284,TROU,Nico Hoerner,2024,fangraphs,batting,3.9,0.313,102.0,0.1,0.297,5.7,6.4,5.0,0.069,0.10300000000000001,0.35200000000000004,0.653,0.051,0.44299999999999995,0.316,0.24100000000000002,0.341,0.204,0.012,,,,,,,,
1971,,10918,B2J,Pete Alonso,2022,fangraphs,batting,3.8,0.366,141.0,0.246,0.279,2.9,29.8,-2.7,0.098,0.187,0.36,0.742,0.107,0.36200000000000004,0.439,0.19899999999999998,0.44799999999999995,0.33899999999999997,0.12300000000000001,,,,,,,,
1928,,10766,WAR,Bo Bichette,2025,fangraphs,batting,3.8,0.361,134.0,0.172,0.342,2.7,21.7,-3.2,0.064,0.145,0.379,0.746,0.08900000000000001,0.47,0.31,0.221,0.289,0.379,0.079,,,,,,,,
2275,,9320,DRO,Christian Yelich,2023,fangraphs,batting,3.8,0.353,123.0,0.169,0.342,6.0,25.2,7.3,0.12300000000000001,0.222,0.28,0.703,0.109,0.573,0.22899999999999998,0.198,0.353,0.392,0.092,,,,,,,,
3378,,10642,WAR,Will Smith,2023,fangraphs,batting,3.8,0.345,117.0,0.177,0.277,4.0,10.6,-1.1,0.114,0.161,0.284,0.7020000000000001,0.078,0.37200000000000005,0.439,0.18899999999999997,0.377,0.35700000000000004,0.067,,,,,,,,
1963,,9111,HURL,Manny Machado,2025,fangraphs,batting,3.8,0.341,123.0,0.185,0.307,4.0,17.8,-0.7,0.081,0.193,0.324,0.7290000000000001,0.121,0.39299999999999996,0.42100000000000004,0.18600000000000003,0.376,0.384,0.129,,,,,,,,
1931,,9590,HURL,Byron Buxton,2024,fangraphs,batting,3.7,0.366,140.0,0.245,0.338,6.2,20.7,2.8,0.052000000000000005,0.255,0.368,0.778,0.165,0.295,0.465,0.24,0.49200000000000005,0.37200000000000005,0.132,,,,,,,,
1909,,10626,WIZ,Juan Soto,2022,fangraphs,batting,3.7,0.376,146.0,0.21,0.249,3.5,33.1,-2.1,0.203,0.145,0.19899999999999998,0.591,0.06,0.47100000000000003,0.368,0.162,0.381,0.294,0.124,,,,,,,,
