upid,name,manager,team,FBP_Team,player_type,contract_type,status,years_simple,position,mlb_primary_position,mlb_id,yahoo_id,debuted,age
2731,Jorge Alfaro,,SD,,Farm,,P,,C,C,595751,,,32
7306,Jorge Bautista,,,,Farm,,P,,,,,,,
2732,Jorge Bonifacio,,PHI,,Farm,,P,,OF,RF,593528,,,32
5303,Jorge Burgos,,CLE,,Farm,,P,,OF,CF,684222,,,23
5302,Jorge Caballero,,MIA,,Farm,,P,,OF,OF,672850,,,26
2733,Jorge Guzman,,SF,,Farm,,P,,P,P,,,,
5301,Jorge Jimenez,,LAA,,Farm,,P,,2B,3B,501892,,,41
6348,Jorge Juan,,OAK,,Farm,,P,,P,P,678478,,,26
7363,Jorge Lara,,,,Farm,,P,,,,,,,
5300,Jorge Ona,,SD,,Farm,,P,,OF,OF,671250,,,29
6533,Jose  Tena,,CLE,,Farm,,P,,,,,,,
5297,Jose Acosta,,MIL,,Farm,,P,,2B,P,110039,,,86
5296,Jose Acuna,,CIN,,Farm,,P,,SP,P,691641,,,23
3133,Jose Alberto Rivera,,LAA,,Farm,,P,,P,P,673277,,,28
5295,Jose Baez,,CLE,,Farm,,P,,3B,SS,683399,,,23
5294,Jose Bonilla,,LAA,,Farm,,P,,"1B,3B","1B,3B",,,,
6439,José Briceño,,KC,,Farm,,P,,C,C,593993,,,33
5291,Jose Caguana,,SEA,,Farm,,P,,C,C,,,,
4150,José Castillo,,SD,,Farm,,P,,P,P,620454,,,30
5290,Jose Colina,,NYM,,Farm,,P,,"C,1B","C,1B",,,,
7339,Jose Cordoba,,,,Farm,,P,,,CF,692390,,,23
5289,Jose Cordova,,COL,,Farm,,P,,"C,1B",C,682276,,,26
5288,Jose Curpa,,AZ,,Farm,,P,,SS,SS,672627,,,25
5287,Jose De La Cruz,,DET,,Farm,,P,,OF,P,462987,,,42
2742,José De León,,TOR,,Farm,,P,,P,P,592254,,,33
7888,Jose Dickson,,DET,,Farm,,P,,SS,SS,,,,
7463,Jose Dicochea,,,,Farm,,P,,,,,,,
5286,Jose Dilone,,ATL,,Farm,,P,,"1B,3B","1B,3B",,,,
5285,Jose Escorche,,OAK,,Farm,,P,,SS,SS,683536,,,23
5284,Jose Estrada,,MIA,,Farm,,P,,"C,1B","C,1B",,,,
4659,Jose Ferrer,,WSH,,Farm,,P,,LHP,LHP,,,,
5281,Jose Garcia,,BOS,,Farm,,P,,C,C,,,,
2744,José Godoy,,LAA,,Farm,,P,,C,C,608422,,,31
5280,Jose Gomez,,LAA,,Farm,,P,,3B,3B,650506,,,29
5279,Jose Guzman,,LAA,,Farm,,P,,"2B,3B","2B,3B",,,,
5278,Jose King,,DET,,Farm,,P,,"2B,3B",SS,666593,,,27
2746,Jose Lobaton,,CHC,,Farm,,P,,C,C,446653,,,41
7387,Jose Luis Reyes,,,,Farm,,P,,,,,,,
5277,Jose Mena,,NYM,,Farm,,P,,C,C,,,,
5276,Jose Mujica,,OAK,,Farm,,P,,"C,1B",C,678796,,,24
6243,José Mujica,,NYY,,Farm,,P,,P,P,,,,
7566,Jose Olivares,,MIN,,Farm,,P,,SP,SP,,64976,,
5275,Jose Pastrano,,CLE,,Farm,,P,,"2B,3B",SS,691261,,,23
2747,José Peraza,,NYM,,Farm,,P,,"2B,SS",2B,606299,,,31
5274,Jose Peroza,,NYM,,Farm,,P,,"2B,3B",3B,672692,,,25
7412,Jose Pirela,,,,Farm,,P,,,LF,517369,,,36
5273,Jose Reina,,DET,,Farm,,P,,OF,OF,,,,
5272,Jose Reyes,,LAA,,Farm,,P,,OF,SS,408314,,,42
5271,Jose Rivas,,TOR,,Farm,,P,,"2B,3B","2B,3B",,,,
5270,Jose Rivera,,NYM,,Farm,,P,,"C,2B",2B,572076,,,35
6290,José Rodríguez,,SEA,,Farm,,P,,P,P,,,,
2752,Jose Rojas,,LAA,,Farm,,P,,"2B,3B,OF",3B,670351,,,32
7466,Jose Romero,,,,Farm,,P,,,P,696098,,,24
2753,José Rondón,,STL,,Farm,,P,,OF,3B,602922,,,31
5269,Jose Sanchez,,WSH,,Farm,,P,,SS,SS,,,,
5268,Jose Sibrian,,MIL,,Farm,,P,,C,C,,,,
7452,Jose Varela,,,,Farm,,P,,,,,,,
5266,Jose Zapata,,STL,,Farm,,P,,"C,1B","C,1B",,,,
7468,Jose Zerpa,,,,Farm,,P,,,,,,,
2760,Joseph Odom,,TB,,Farm,,P,,C,C,641929,,,34
5265,Josh Bissonette,,PIT,,Farm,,P,,"2B,3B,OF",2B,673983,,,29
5264,Josh Breaux,,NYY,,Farm,,P,,C,C,677007,,,28
2762,Josh Donaldson,,NYY,,Farm,,P,,3B,3B,518626,,,40
6323,Josh Green,,AZ,,Farm,,P,,P,P,681401,,,30
2764,Josh Harrison,,PHI,,Farm,,P,,"2B,3B",2B,543281,,,38
2765,Josh James,,HOU,,Farm,,P,,P,P,657624,,,32
4394,Josh Lester,,BAL,,Farm,,P,,3B,1B,623507,,,31
2766,Josh Lindblom,,MIL,,Farm,,P,,P,P,458676,,,38
4470,Josh Mears,,SD,,Farm,,P,,"CF,RF","CF,RF",,,,
5263,Josh Morgan,,SEA,,Farm,,P,,C,C,656766,,,30
5262,Josh Ockimey,,PHI,,Farm,,P,,1B,1B,656807,,,30
2768,Josh Osich,,CIN,,Farm,,P,,P,P,592612,,,37
2769,Josh Palacios,,PIT,,Farm,,P,,OF,RF,641943,,,30
2770,Josh Reddick,,NYM,,Farm,,P,,OF,RF,502210,,,38
5260,Josh Stowers,,TEX,,Farm,,P,,CF,RF,663618,,,28
2777,Josh Tomlin,,ATL,,Farm,,P,,P,P,458708,,,41
2778,Josh VanMeter,,MIL,,Farm,,P,,"1B,2B",2B,642165,,,30
4522,Josh Wolf,,NYM,,Farm,,P,,P,P,,,,
2781,Joshua Fuentes,,TOR,,Farm,,P,,"1B,3B",3B,658069,,,32
5259,Joshua Rivera,,KC,,Farm,,P,,SS,SS,,,,
5258,Joshwan Wright,,OAK,,Farm,,P,,"2B,3B,OF","2B,3B,OF",,,,
5257,Josttin Diaz,,SD,,Farm,,P,,"1B,3B","1B,3B",,,,
5256,Josue Cruz,,BAL,,Farm,,P,,1B,1B,,,,
5255,Josue Huma,,CHC,,Farm,,P,,"2B,SS",SS,673045,,,25
2783,Jovani Moran,,MIN,,Farm,,P,,P,P,663558,,,28
2786,JT Riddle,,NYM,,Farm,,P,,3B,SS,595375,,,34
5254,JT Schwartz,,NYM,,Farm,,P,,1B,1B,681286,,,26
5253,Juan Alonso,,LAD,,Farm,,P,,CF,CF,,,,
5252,Juan Batista,,AZ,,Farm,,P,,"1B,OF","1B,OF",,,,
5250,Juan Carlos Negret,,KC,,Farm,,P,,OF,CF,676002,,,26
6399,Juan Centeno,,AZ,,Farm,,P,,C,C,518542,,,36
5249,Juan Chacon,,BOS,,Farm,,P,,CF,RF,691370,,,23
6280,Juan De Paula,,SF,,Farm,,P,,P,P,,,,
5247,Juan Fernandez,,SD,,Farm,,P,,"C,1B,3B",C,667749,,,26
6421,Juan Graterol,,AZ,,Farm,,P,,C,C,492802,,,36
5246,Juan Jerez,,PIT,,Farm,,P,,"1B,3B","1B,3B",,,,
2787,Juan Lagares,,LAA,,Farm,,P,,CF,RF,501571,,,36
5245,Juan Loyo,,NYM,,Farm,,P,,C,C,,,,
7467,Juan Mercedes,,,,Farm,,P,,,P,675195,,,25
2788,Juan Minaya,,PIT,,Farm,,P,,P,P,573668,,,35
5244,Juan Mora,,CHC,,Farm,,P,,2B,2B,680643,,,26
7299,Juan Obispo,,WSH,,Farm,,P,,,,,,,
5243,Juan Pizarro,,TOR,,Farm,,P,,OF,P,120612,,,84
6467,Juan Querecuto,,SEA,,Farm,,P,,SS,SS,,,,
5241,Juan Santander,,HOU,,Farm,,P,,C,C,691466,,,23
5238,Julian Escobedo,,CLE,,Farm,,P,,OF,CF,686659,,,27
5237,Julio Carrion,,LAD,,Farm,,P,,"1B,3B","1B,3B",,,,
5236,Julio E. Rodriguez,,STL,,Farm,,P,,C,C,667372,,,28
5235,Julio Enrique,,LAD,,Farm,,P,,OF,OF,,,,
5234,Julio Herrera,,BAL,,Farm,,P,,"C,1B","C,1B",,,,
5233,Julio Meza,,TB,,Farm,,P,,C,C,674466,,,26
4517,Julio Pablo Martinez,,TEX,,Farm,,P,,CF,CF,,,,
6516,Julio Rodríguez,,DET,,Farm,,P,,C,C,,,,
7318,Julio Zayas,,,,Farm,,P,,,,,,,
6422,Juniel Querecuto,,STL,,Farm,,P,,"3B,SS",3B,578570,,,33
5232,Junior Calderon,,KC,,Farm,,P,,1B,1B,,,,
2793,Junior Fernández,,TOR,,Farm,,P,,P,P,658551,,,28
5231,Junior Franco,,AZ,,Farm,,P,,OF,OF,691285,,,23
5230,Junior Gonzalez,,SEA,,Farm,,P,,C,C,,,,
2794,Junior Guerra,,LAA,,Farm,,P,,P,P,448855,,,41
4468,Junior Marin,,KC,,Farm,,P,,RF,RF,,,,
5229,Junior Martina,,WSH,,Farm,,P,,"2B,3B","2B,3B",,,,
5228,Junior Melo,,CIN,,Farm,,P,,"C,1B","C,1B",,,,
5227,Junior Paniagua,,TEX,,Farm,,P,,"2B,3B","2B,3B",,,,
4534,Junior Perez,,OAK,,Farm,,P,,OF,CF,678577,12164,,24
5226,Junior Sanquintin,,CLE,,Farm,,P,,3B,SS,682628,,,24
5225,Junior Tamares,,CIN,,Farm,,P,,OF,OF,,,,
5224,Junior Tilien,,NYM,,Farm,,P,,"2B,SS",SS,691708,,,23
5222,Justice Thompson,,CIN,,Farm,,P,,CF,OF,681142,,,25
5221,Justin Connell,,WSH,,Farm,,P,,OF,OF,676667,,,26
2797,Justin Dunn,,CIN,,Farm,,P,,P,P,643290,,,30
5219,Justin Farmer,,SD,,Farm,,P,,OF,OF,668993,,,27
2798,Justin Garza,,LAA,,Farm,,P,,P,P,621057,,,31
7893,Justin Gonzales,,BOS,,Farm,,P,,OF,OF,,65500,,
4171,Justin Grimm,,OAK,,Farm,,P,,P,P,518748,,,37
5218,Justin Guerrera,,NYM,,Farm,,P,,"2B,3B",SS,702478,,,26
5217,Justin Lavey,,SEA,,Farm,,P,,"2B,3B","2B,3B",,,,
4660,Justin Lopez,,SD,,Farm,,P,,RHP,P,672358,,,25
2800,Justin Miller,,STL,,Farm,,P,,P,P,502522,,,38
6173,Justin Nicolino,,MIN,,Farm,,P,,P,P,592593,,,34
5215,Justin Toerner,,STL,,Farm,,P,,OF,OF,682109,,,29
2803,Justin Upton,,LAA,,Farm,,P,,OF,LF,457708,,,38
2804,Justin Williams,,PHI,,Farm,,P,,OF,RF,642211,,,30
5214,Justin Yurchak,,LAD,,Farm,,P,,1B,1B,657144,,,29
2806,Justus Sheffield,,SEA,,Farm,,P,,P,P,656954,,,29
5213,K.J. Harrison,,WSH,,Farm,,P,,1B,1B,656508,,,29
4375,Ka'ai Tom,,SF,,Farm,,P,,OF,OF,664789,,,31
7307,Kade Kern,,,,Farm,,P,,,OF,807746,,,24
2807,Kade McClure,,SF,,Farm,,P,,P,P,656701,,,29
5212,Kadon Morton,,ATL,,Farm,,P,,OF,CF,683170,,,25
7356,Kalae Harrison,,,,Farm,,P,,,SS,695013,,,23
5210,Kale Emshoff,,KC,,Farm,,P,,C,C,668860,,,27
6393,Kaleb Cowart,,NYY,,Farm,,P,,3B,3B,592230,,,33
5209,Karson Simas,,BOS,,Farm,,P,,"2B,OF",SS,689302,,,24
5208,Kaylan Nicasia,,MIL,,Farm,,P,,OF,OF,,,,
2811,Kean Wong,,SEA,,Farm,,P,,2B,2B,642221,,,30
5207,Keegan Fish,,CWS,,Farm,,P,,C,C,,,,
5206,Keithron Moss,,TEX,,Farm,,P,,2B,SS,679736,,,24
5205,Kekai Rios,,LAD,,Farm,,P,,C,C,,,,
5204,Kellen Strahm,,TEX,,Farm,,P,,OF,RF,687005,,,28
5203,Kelvin Alarcon,,SD,,Farm,,P,,"1B,2B,3B","1B,2B,3B",,,,
5202,Kelvin Espino,,NYY,,Farm,,P,,OF,OF,,,,
2815,Kelvin Gutiérrez,,BAL,,Farm,,P,,3B,3B,642721,,,31
5201,Kelvin Melean,,SD,,Farm,,P,,"2B,3B",3B,665913,,,27
4128,Ken Giles,,SEA,,Farm,,P,,P,P,571704,,,35
3775,Kendall Simmons,,PHI,,Farm,,P,,3B/2B,SS,669227,,,25
6309,Kendall Williams,,LAD,,Farm,,P,,P,P,683086,,,25
5199,Kenneth Betancourt,,LAD,,Farm,,P,,2B,2B,,,,
5198,Kennie Taylor,,MIN,,Farm,,P,,OF,CF,663772,,,29
5197,Kenny Piper,,TB,,Farm,,P,,C,C,700652,,,27
5196,Kenyon Yovan,,LAA,,Farm,,P,,"1B,3B",P,668719,,,28
2820,Keone Kela,,AZ,,Farm,,P,,P,P,605309,,,32
4492,Keoni Cavaco,,MIN,,Farm,,P,,SS,SS,686577,,,24
4239,Kervin Castro,,DET,,Farm,,P,,P,P,665645,,,27
5195,Kervin Pichardo,,SD,,Farm,,P,,"SS,3B",SS,682775,,,24
2822,Keury Mella,,PIT,,Farm,,P,,P,P,622492,,,32
2823,Kevan Smith,,ATL,,Farm,,P,,C,C,607345,,,37
6441,Kevin Cron,,OAK,,Farm,,P,,"1B,3B",1B,605196,,,32
4627,Kevin Kilpatrick,,ATL,,Farm,,P,,OF,OF,,,,
4538,Kevin Maitan,,LAA,,Farm,,P,,SS,3B,670867,,,25
5194,Kevin Merrell,,MIN,,Farm,,P,,"2B,SS,3B",SS,656736,,,30
2827,Kevin Padlo,,LAA,,Farm,,P,,3B,3B,656821,,,29
2829,Kevin Plawecki,,PIT,,Farm,,P,,C,C,608700,,,34
2830,Kevin Quackenbush,,LAD,,Farm,,P,,P,P,534812,,,37
5193,Kevin Richards,,OAK,,Farm,,P,,OF,OF,,,,
5192,Kevin Strohschein,,WSH,,Farm,,P,,OF,OF,,,,
7352,Kevin Valdez,,,,Farm,,P,,,,,,,
5191,Kevin Vicuna,,PHI,,Farm,,P,,"2B,OF","2B,OF",,,,
5190,Kevin Villavicencio,,NYM,,Farm,,P,,"2B,SS",SS,692944,,,22
5189,Kevin Watson Jr,,LAA,,Farm,,P,,"1B,OF","1B,OF",,,,
7439,Kevyn Castillo,,,,Farm,,P,,,CF,800203,,,20
5188,Keyber Rodriguez,,TEX,,Farm,,P,,"2B,SS,3B",SS,677601,,,25
5187,Keyshawn Askew,,NYM,,Farm,,P,,SP/RP,P,681094,,,26
2832,Khalil Lee,,NYM,,Farm,,P,,CF,CF,666137,,,27
4012,Khalil Watson,,,,Farm,,P,,,,,,,
2833,Khris Davis,,OAK,,Farm,,P,,Util,LF,501981,,,38
5186,Kier Meredith,,BOS,,Farm,,P,,OF,OF,,,,
6238,Kieran Lovegrove,,SF,,Farm,,P,,P,P,621132,,,31
5185,Kingston Liniak,,DET,,Farm,,P,,OF,OF,669460,,,26
4277,Kirk McCarty,,CLE,,Farm,,P,,,P,668948,,,30
6213,Kodi Medeiros,,CWS,,Farm,,P,,P,P,656727,,,29
2836,Kodi Whitley,,STL,,Farm,,P,,P,P,676831,,,30
4472,Kody Hoese,,LAD,,Farm,,P,,3B,3B,682210,,,28
2837,Kohei Arihara,,TEX,,Farm,,P,,P,P,685503,12115,,33
2838,Kohl Stewart,,CHC,,Farm,,P,,P,P,640464,,,31
2840,Kole Calhoun,,SEA,,Farm,,P,,OF,RF,594777,,,38
5184,Kole Cottam,,BOS,,Farm,,P,,C,C,663526,,,28
2841,Kolten Wong,,SEA,,Farm,,P,,2B,2B,543939,,,35
2842,Konner Wade,,BAL,,Farm,,P,,P,P,592831,,,34
5183,Korey Holland,,CLE,,Farm,,P,,OF,OF,680690,,,26
3649,Koudai Senga,,NYM,,Farm,,P,,P,P,,,,
4388,Kramer Robertson,,STL,,Farm,,P,,SS,SS,670298,,,31
7471,Kristian Cardozo,,,,Farm,,P,,,,,,,
2845,Kurt Suzuki,,LAA,,Farm,,P,,C,C,435559,,,42
5182,Kwan Adkins,,SF,,Farm,,P,,OF,OF,,,,
2847,Kwang Hyun Kim,,STL,,Farm,,P,,P,P,547942,,,37
2849,Kyle Barraclough,,LAA,,Farm,,P,,P,P,607457,,,35
5181,Kyle Battle,,NYY,,Farm,,P,,OF,OF,690350,,,28
6250,Kyle Bird,,SEA,,Farm,,P,,P,P,613317,,,32
2850,Kyle Cody,,TEX,,Farm,,P,,P,P,621129,,,31
2851,Kyle Crick,,TB,,Farm,,P,,P,P,605195,,,33
5180,Kyle Datres,,COL,,Farm,,P,,OF,3B,663979,,,30
2852,Kyle Dohy,,PHI,,Farm,,P,,P,P,675971,,,29
4142,Kyle Dowdy,,BAL,,Farm,,P,,P,P,664871,,,33
2856,Kyle Funkhouser,,DET,,Farm,,P,,P,P,608335,,,31
2857,Kyle Garlick,,MIN,,Farm,,P,,OF,LF,664247,,,34
6492,Kyle Holder,,COL,,Farm,,P,,SS,SS,664060,,,31
5179,Kyle Kasser,,LAA,,Farm,,P,,"2B,3B",SS,681143,,,30
2862,Kyle Lewis,,AZ,,Farm,,P,,Util,OF,641786,,,30
2863,Kyle Lobstein,,MIL,,Farm,,P,,P,P,543456,,,36
7288,Kyle Luckham,,WSH,,Farm,,P,,,,,,,
2864,Kyle McGowin,,WSH,,Farm,,P,,P,P,641851,,,34
3386,Kyle McGrath,,SD,,Farm,,P,,P,P,657681,,,33
2866,Kyle Ryan,,STL,,Farm,,P,,P,P,594986,,,34
5177,Kyle Schmidt,,MIN,,Farm,,P,,"C,1B",C,686619,,,28
2868,Kyle Zimmer,,CIN,,Farm,,P,,P,P,622092,,,34
5176,Kyler Castillo,,MIA,,Farm,,P,,OF,RF,689763,,,28
5175,Kyler Fedko,,MIN,,Farm,,P,,OF,LF,693459,,,26
5174,L.J. Jones,,STL,,Farm,,P,,"1B,OF","1B,OF",,,,
7528,L.P. Langevin,,KC,,Farm,,P,,RP,RP,,64561,,
6567,Lael Lockhart,,DET,,Farm,,P,,SP,P,679712,62881,,28
5173,Landon Stephens,,ATL,,Farm,,P,,"1B,OF",1B,686677,,,27
5172,Layant Tapia,,CWS,,Farm,,P,,SS,SS,692596,,,24
6460,Laz Rivera,,CWS,,Farm,,P,,SS,3B,650528,,,31
5171,Lazaro Benitez,,DET,,Farm,,P,,OF,OF,682844,,,26
5170,Leandro Cedeno,,AZ,,Farm,,P,,1B,1B,660681,,,27
5169,Leandro Emiliani,,WSH,,Farm,,P,,1B,OF,678247,,,25
4543,Lenny Torres,,CLE,,Farm,,P,,P,P,,,,
6136,Lenoardo Balcazar,,CIN,,Farm,,P,,SS,SS,,,,
5167,Leobaldo Cabrera,,MIN,,Farm,,P,,OF,RF,660659,,,28
5166,Leodany Perez,,AZ,,Farm,,P,,OF,CF,686742,,,25
7446,Leonard Garcia,,,,Farm,,P,,,,,,,
5165,Leonardo Rivas,,SEA,,Farm,,P,,SS,SS,,,,
5164,Leonel Callez,,ATL,,Farm,,P,,"C,1B","C,1B",,,,
7342,Leonel Sequera,,,,Farm,,P,,,,,,,
2875,Leonel Valera,,WSH,,Farm,,P,,SS,SS,665987,,,26
5163,Leosdany Molina,,HOU,,Farm,,P,,SS,IF,702416,,,26
5162,Lester Madden,,OAK,,Farm,,P,,OF,OF,,,,
4542,Levi Kelly,,AZ,,Farm,,P,,P,P,,,,
2878,Lewin Díaz,,BAL,,Farm,,P,,1B,1B,650331,,,29
2879,Lewis Brinson,,HOU,,Farm,,P,,CF,CF,621446,,,31
2880,Lewis Thorpe,,MIN,,Farm,,P,,P,P,626929,,,30
7364,Liam Norris,,,,Farm,,P,,,,,,,
5159,Liam Spence,,CHC,,Farm,,P,,"1B,SS",SS,687608,,,27
7300,Liam Sullivan,,WSH,,Farm,,P,,,,,,,
6272,Lincoln Henzman,,CWS,,Farm,,P,,P,P,669205,,,30
5158,LJ Talley,,TOR,,Farm,,P,,"1B,2B,3B",2B,663544,,,28
2881,Ljay Newsome,,SF,,Farm,,P,,P,P,664714,,,29
4195,Locke St. John,,MIN,,Farm,,P,,P,P,657766,,,33
2882,Logan Allen,,AZ,,Farm,,P,,P,P,663531,,,28
5157,Logan Brown,,ATL,,Farm,,P,,C,C,682204,,,29
5155,Logan Glass,,CWS,,Farm,,P,,OF,CF,687279,,,24
5154,Logan Porter,,KC,,Farm,,P,,"C,1B",C,682515,,,30
6257,Logan Shore,,DET,,Farm,,P,,P,P,624519,,,31
3601,Logan T. Allen,,CLE,,Farm,,P,,LHP,LHP,,,,
6037,Logan Wagner,,LAD,,Farm,,P,,3B,SS,702488,60241,,21
5153,Logan Warmoth,,TOR,,Farm,,P,,OF,3B,657089,,,30
5152,Logan Wyatt,,SF,,Farm,,P,,1B,1B,668824,,,28
4536,Lolo Sanchez,,PIT,,Farm,,P,,LF,LF,665975,,,26
2886,Lorenzo Cain,,MIL,,Farm,,P,,CF,CF,456715,,,39
5151,Lorenzo Cedrola,,CIN,,Farm,,P,,OF,CF,661411,,,28
2888,Louis Head,,PHI,,Farm,,P,,P,P,545343,,,35
5150,Lucas Dunn,,SD,,Farm,,P,,3B,3B,,,,
2891,Lucas Luetge,,ATL,,Farm,,P,,P,P,476595,,,38
7374,Lucas Wepf,,,,Farm,,P,,,P,689233,,,26
4439,Lucius Fox,,WSH,,Farm,,P,,SS,SS,665650,,,28
5149,Luis Alexander Basabe,,CWS,,Farm,,P,,OF,CF,642772,,,29
2894,Luis Avilán,,WSH,,Farm,,P,,P,P,501593,,,36
4346,Luis Barrera,,LAA,,Farm,,P,,OF,OF,642456,,,30
6424,Luis Básabe,,CWS,,Farm,,P,,CF,CF,,,,
5147,Luis Carpio,,DET,,Farm,,P,,"2B,SS",2B,650700,,,28
2895,Luis Cessa,,CIN,,Farm,,P,,P,P,570666,,,33
5146,Luis Chevalier,,CIN,,Farm,,P,,"2B,SS,OF",3B,682728,,,24
5145,Luis Curbelo,,CWS,,Farm,,P,,SS,SS,666127,,,28
5142,Luis Devers,,CHC,,Farm,,P,,P,P,678843,,,25
5141,Luis Durango,,CLE,,Farm,,P,,OF,OF,,,,
7453,Luis Encarnacion,,,,Farm,,P,,,P,113846,,,62
7310,Luis Espinoza,,,,Farm,,P,,,,,,,
3767,Luis García,,DET,,Farm,,P,,SS,SS,,,,
7551,Luis Gastelum,,STL,,Farm,,P,,RP,P,703725,64918,,24
2900,Luis González,,SF,,Farm,,P,,CF,RF,670768,,,30
5139,Luis Guerrero,,HOU,,Farm,,P,,"2B,OF",P,692285,,,25
5138,Luis Hernandez,,PIT,,Farm,,P,,C,P,434682,,,41
5137,Luis Leon,,TB,,Farm,,P,,C,C,,,,
4405,Luis Liberato,,SD,,Farm,,P,,OF,OF,642451,,,30
2902,Luís Madero,,MIA,,Farm,,P,,P,P,650347,,,28
2903,Luis Marté,,MIA,,Farm,,P,,SS,P,501687,,,39
5136,Luis Mendez,,COL,,Farm,,P,,SS,3B,593642,,,33
6536,Luis Ortiz,,PHI,,Farm,,P,,P,P,,,,
2904,Luis Oviedo,,CLE,,Farm,,P,,P,P,665854,,,26
5135,Luis Palacios,,MIA,,Farm,,P,,SP,SP,,,,
4225,Luis Perdomo,,MIL,,Farm,,P,,P,P,606131,,,32
5134,Luis Pineda,,CWS,,Farm,,P,,C,P,400079,,,51
4469,Luis Rodriguez,,LAD,,Farm,,P,,"CF,LF","CF,LF",,,,
5133,Luis Rubio,,AZ,,Farm,,P,,OF,OF,,,,
4578,Luis Santana,,HOU,,Farm,,P,,IF,3B,670919,,,26
5132,Luis Santos,,NYY,,Farm,,P,,2B,2B,,,,
5131,Luis Silva,,MIL,,Farm,,P,,"1B,3B",2B,650973,,,30
5130,Luis Tejeda,,PIT,,Farm,,P,,"2B,3B","2B,3B",,,,
4481,Luis Toribio,,SF,,Farm,,P,,3B,3B,678681,,,25
7443,Luis Torres,,,,Farm,,P,,,OF,801230,,,22
5127,Luis Verdugo,,CHC,,Farm,,P,,SS,3B,677605,,,25
5126,Luis Yanel Diaz,,LAD,,Farm,,P,,3B,3B,,,,
4236,LuJames Groover,,AZ,,Farm,,P,,3B,3B,694410,62945,,23
4133,Luke Bard,,TOR,,Farm,,P,,P,P,572703,,,35
4197,Luke Barker,,MIL,,Farm,,P,,P,P,673316,,,33
5125,Luke Berryhill,,HOU,,Farm,,P,,"C,1B",C,666124,,,27
5124,Luke Brown,,PIT,,Farm,,P,,OF,OF,687493,,,26
2911,Luke Farrell,,CIN,,Farm,,P,,P,P,608652,,,34
7534,Luke Hayden,,CIN,,Farm,,P,,RP,RP,,64692,,
5123,Luke Ritter,,NYM,,Farm,,P,,"1B,2B,3B",2B,682239,,,28
2915,Luke Voit,,MIL,,Farm,,P,,1B,1B,572228,,,34
7290,Luke Young,,WSH,,Farm,,P,,,,,,,
5121,Lyle Lin,,AZ,,Farm,,P,,"C,1B",C,670076,,,28
6114,M.D. Johnson,,MIA,,Farm,,P,,P,P,,,,
2918,Mac Sceroler,,CIN,,Farm,,P,,P,P,669135,,,30
5120,Mack Chambers,,STL,,Farm,,P,,SS,SS,686644,,,26
5119,MacKenzie Mueller,,TOR,,Farm,,P,,OF,OF,,,,
2920,Madison Bumgarner,,AZ,,Farm,,P,,P,P,518516,,,36
5118,Madison Santos,,NYY,,Farm,,P,,CF,CF,679027,,,26
5117,Madison Stokes,,PHI,,Farm,,P,,"SS,3B,OF",SS,657010,,,29
2921,Magneuris Sierra,,ATL,,Farm,,P,,CF,CF,642423,,,29
7411,Magnus Ellerts,,,,Farm,,P,,,P,701884,,,24
5116,Mahki Backstrom,,ATL,,Farm,,P,,1B,1B,,,,
7413,Maick Collado,,,,Farm,,P,,,SS,691408,,,23
2922,Maikel Franco,,WSH,,Farm,,P,,3B,3B,596748,,,33
4496,Maikol Escotto,,PIT,,Farm,,P,,SS,SS,683500,,,23
6485,Malcolm Nuñez,,STL,,Farm,,P,,3B,3B,,,,
5115,Malcom Quintero,,CHC,,Farm,,P,,C,C,,,,
6508,Malvin Valdez,,CIN,,Farm,,P,,CF,CF,694216,,,22
4076,Manny Bañuelos,,,,Farm,,P,,,P,544365,,,34
2923,Manny Barreda,,BAL,,Farm,,P,,P,P,518435,,,37
2925,Manny Piña,,ATL,,Farm,,P,,C,C,444489,,,38
5114,Manny Rodriguez,,NYM,,Farm,,P,,"2B,SS",P,681668,,,29
7348,Manuel Espinoza,,,,Farm,,P,,,,,,,
5113,Manuel Garcia,,DET,,Farm,,P,,C,C,678851,,,26
3828,Manuel Mercedes,,SF,,Farm,,P,,P,P,,,,
4603,Manuel Peña,,AZ,,Farm,,P,,3B,SS,694211,,,22
7462,Manuel Perez,,,,Farm,,P,,,,,,,
7895,Marco Dinges,,MIL,,Farm,,P,,C,C,701392,,,22
5111,Marco Hernandez,,LAD,,Farm,,P,,C,2B,593523,,,33
6418,Marco Hernández,,CWS,,Farm,,P,,"2B,3B",2B,593523,,,33
5110,Marcos Brito,,OAK,,Farm,,P,,"2B,SS,OF","2B,SS,OF",,,,
5109,Marcos Cabrera,,NYY,,Farm,,P,,3B,SS,683550,,,24
5107,Marcos De La Rosa,,TOR,,Farm,,P,,"2B,3B,OF","2B,3B,OF",,,,
2930,Marcos Diplán,,BAL,,Farm,,P,,P,P,650959,,,29
5106,Marcos Gonzalez,,CLE,,Farm,,P,,1B,3B,672733,,,26
7295,Marcus Brown,,WSH,,Farm,,P,,,,,,,
5105,Marcus Chiu,,MIA,,Farm,,P,,1B,2B,676722,,,29
5104,Marcus Lee Sang,,PHI,,Farm,,P,,RF,CF,686984,,,25
5103,Marcus Smith,,TEX,,Farm,,P,,OF,CF,687526,,,25
6175,Marcus Walden,,BOS,,Farm,,P,,P,P,519393,,,37
4370,Marcus Wilson,,BOS,,Farm,,P,,OF,CF,657129,,,29
