Season,Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
2010,"Patrick Schuster","ARI","R",19,76.2,0.31196581,1.671428571,0.168888888,0.52,0.311111111,0.185714285,0.042857142,0.42194093,0.23206751,0.34599156,0.20034542,155,424,579,"10029"
2011,"Patrick Schuster","ARI","A",20,119,0.28125,1.197080291,0.132564841,0.472622478,0.39481268,0.204379562,0.05109489,0.41944444,0.28888889,0.29166667,0.25185185,192,618,810,"10029"
2012,"Keyvius Sampson","SDP","AA",21,122.1,0.28698225,1.05109489,0.156156156,0.432432432,0.411411411,0.145985401,0.08029197,0.43529412,0.25294118,0.31176471,0.09305761,799,1232,2031,"10039"
2011,"Keyvius Sampson","SDP","A",20,118,0.26545455,0.769230769,0.160583941,0.364963503,0.474452554,0.269230769,0.061538461,0.38515901,0.25441696,0.36042403,0.34639831,224,720,944,"10039"
2006,"Omar Beltre","TEX","R",24,66,0.25153374,,,,,,,,,,,,,,"10259"
2006,"Ryan Tucker","FLA","A",19,131.1,0.30362117,,,,,,,,,,,,,,"1062"
2006,"Steve Delabar","SDP","A",22,145,0.29156627,,,,,,,,,,,,,,"11827"
2013,"Chris Dwyer","KCR","AAA",25,159.2,0.26150628,0.759336099,0.123966942,0.378099173,0.497933884,0.203319502,0.062240663,0.46435845,0.27087576,0.26476578,0.08834877,1021,1571,2592,"10045"
2011,"Chris Dwyer","KCR","AA",23,141.1,0.28277635,0.936781609,0.142493638,0.414758269,0.442748091,0.206896551,0.08045977,0.43069307,0.26485149,0.30445545,0.09027493,1016,1421,2437,"10045"
2006,"Junior Herndon","KCR","AA",27,160,0.32472325,,,,,,,,,,,,,,"1005716"
2013,"Tyler Matzek","COL","AA",22,142.1,0.30593607,1.114649681,0.231481481,0.405092592,0.363425925,0.216560509,0.082802547,0.37193764,0.26503341,0.36302895,0.07862303,931,1422,2353,"10058"
2012,"Tyler Matzek","COL","A+",21,142.1,0.32647815,1.071895424,0.178756476,0.424870466,0.396373056,0.215686274,0.045751633,0.3857868,0.25126904,0.36294416,0.20997375,527,997,1524,"10058"
2006,"R.A. Dickey","TEX","AAA",31,131.2,0.27529412,,,,,,,,,,,,,,"1245"
2006,"Colby Lewis","DET","AAA",26,147.2,0.30652174,,,,,,,,,,,,,,"1259"
2010,"Brooks Raley","CHC","A+",22,136.1,0.32946636,1.241830065,0.207852193,0.438799076,0.353348729,0.241830065,0.058823529,0.45227273,0.24090909,0.30681818,0.25292242,199,742,941,"10061"
2013,"Brooks Raley","CHC","AAA",25,141.1,0.28603104,1.274390243,0.169265033,0.465478841,0.365256124,0.231707317,0.079268292,0.43939394,0.23376623,0.32683983,0.08911346,782,1395,2177,"10061"
2011,"Brooks Raley","CHC","AA",23,136.1,0.32421053,1.118644067,0.183006535,0.431372549,0.385620915,0.163841807,0.09039548,0.41803279,0.27254098,0.30942623,0.07755851,816,1363,2179,"10061"
2013,"Johnny Hellweg","MIL","AAA",24,125.2,0.27019499,2.234042553,0.148459383,0.588235294,0.263305322,0.265957446,0.063829787,0.43835616,0.20547945,0.35616438,0.07973734,925,1207,2132,"10065"
2006,"Brian Bowles","BAL","AAA",29,156,0.28402367,,,,,,,,,,,,,,"1290"
2006,"Brian Cooper","SFG","AAA",31,123.1,0.2997543,,,,,,,,,,,,,,"1295"
2006,"Corey Thurman","MIL","AA",27,140,0.29950495,,,,,,,,,,,,,,"1324"
2012,"Johnny Hellweg","LAA","AA",23,119.2,0.28613569,1.821782178,0.149253731,0.549253731,0.301492537,0.227722772,0.07920792,0.45402299,0.18103448,0.36494253,0.07815846,742,1126,1868,"10065"
2010,"Ian Krol","OAK","A",19,118.2,0.26271186,1.4,0.170028818,0.484149855,0.345821325,0.183333333,0.041666666,0.40896359,0.2745098,0.31652661,0.26865672,94,643,737,"10066"
2009,"Caleb Thielbar","MIL","R",22,45.1,0.32330827,1.488372093,0.15079365,0.507936507,0.341269841,0.232558139,0.023255813,0.41044776,0.2761194,0.31343284,0.29641694,32,275,307,"10078"
2006,"Brian O'Connor","ATL","AAA",29,148.2,0.3095723,,,,,,,,,,,,,,"1009709"
2010,"Jeremy Powell","PIT","AAA",34,134.1,0.28904429,1.207547169,0.185614849,0.445475638,0.368909512,0.194968553,0.094339622,0.48873874,0.24774775,0.26351351,0.06954436,747,1338,2085,"1010490"
2006,"Chris Michalak","CIN","AAA",35,132.1,0.28604119,,,,,,,,,,,,,,"1415"
2006,"Chad Durbin","DET","AAA",28,185,0.27941176,,,,,,,,,,,,,,"1442"
2010,"Aaron Crow","KCR","AA",23,119.1,0.31536388,2.925925925,0.14973262,0.633689839,0.21657754,0.172839506,0.160493827,0.5052356,0.23036649,0.26439791,0.10863942,761,1172,1933,"10149"
2018,"Ryan Weber","TBR","AAA",27,115.1,0.30422535,2.258823529,0.226256983,0.536312849,0.237430167,0.164705882,0.105882352,0.49311295,0.24793388,0.25895317,0.08515535,568,1170,1738,"10160"
2010,"Jose Ramirez","NYY","A",20,115,0.30116959,1.161764705,0.117117117,0.474474474,0.408408408,0.264705882,0.022058823,0.4505814,0.27616279,0.27325581,0.30987514,210,671,881,"10171"
2009,"Jose Ramirez","NYY","R",19,61,0.18300654,1.245614035,0.1292517,0.482993197,0.387755102,0.280701754,0.087719298,0.48101266,0.21518987,0.30379747,0.32682927,84,326,410,"10171"
2006,"Felix Doubront","BOS","R",18,53.2,0.22727273,,,,,,,,,,,,,,"1478"
2006,"Mike Smith","MIN","AAA",28,150.2,0.29850746,,,,,,,,,,,,,,"1479"
2006,"Rob Bell","CLE","AAA",29,142,0.28089888,,,,,,,,,,,,,,"1492"
2010,"Edgar Olmos","FLA","A",20,117.1,0.3313783,1.155555555,0.146627565,0.457478005,0.395894428,0.2,0.066666666,0.47142857,0.18571429,0.34285714,0.28353659,292,692,984,"10174"
2011,"Edgar Olmos","FLA","A+",21,127.2,0.36492891,1.079268292,0.188095238,0.421428571,0.39047619,0.207317073,0.079268292,0.4137931,0.25977011,0.32643678,0.21511111,376,749,1125,"10174"
2011,"Jacob Turner","DET","AA",20,113.2,0.27761194,1.314516129,0.145833333,0.485119047,0.369047619,0.209677419,0.072580645,0.52906977,0.19186047,0.27906977,0.21576355,271,744,1015,"10185"
2012,"Shelby Miller","STL","AAA",21,136.2,0.3220339,0.64467005,0.124324324,0.343243243,0.532432432,0.203045685,0.121827411,0.42440318,0.24137931,0.33421751,0.0997921,840,1565,2405,"10197"
2006,"Pete Munro","MIN","AAA",31,162.1,0.31926606,,,,,,,,,,,,,,"1546"
2006,"Les Walrond","CHC","AAA",29,133.1,0.30827068,,,,,,,,,,,,,,"1735"
2006,"Josh Hall","CIN","AA",25,116.2,0.3059126,,,,,,,,,,,,,,"1784"
2013,"Aaron Northcraft","ATL","AA",23,137,0.29620253,2.291666666,0.187660668,0.565552699,0.246786632,0.197916666,0.072916666,0.45979899,0.20351759,0.33668342,0.09581963,797,1332,2129,"10218"
2011,"Aaron Northcraft","ATL","A",21,113.1,0.29761905,1.355932203,0.16766467,0.479041916,0.353293413,0.20338983,0.06779661,0.47383721,0.23255814,0.29360465,0.24067389,210,621,831,"10218"
2012,"Aaron Northcraft","ATL","A+",22,151.2,0.32705882,2.535353535,0.152542372,0.607748184,0.239709443,0.111111111,0.04040404,0.45687646,0.22144522,0.32167832,0.30509804,298,977,1275,"10218"
2011,"Ariel Pena","LAA","A+",22,151.2,0.35820896,1.171052631,0.168765743,0.44836272,0.382871536,0.230263157,0.065789473,0.45145631,0.2184466,0.33009709,0.33383346,368,965,1333,"10240"
2006,"Sean Burnett","PIT","AAA",23,120.1,0.29009434,,,,,,,,,,,,,,"1886"
2006,"Justin Germano","CIN","AAA",23,117,0.30294906,,,,,,,,,,,,,,"1938"
2006,"Sun-Woo Kim","COL","AAA",28,124.2,0.32846715,,,,,,,,,,,,,,"197"
2009,"Ariel Pena","LAA","R",20,49.1,0.30769231,0.898305084,0.194244604,0.381294964,0.424460431,0.305084745,0.033898305,0.40972222,0.20138889,0.38888889,0.34986226,72,291,363,"10240"
2014,"Ariel Pena","MIL","AAA",25,128.1,0.26582278,0.770833333,0.208074534,0.344720496,0.447204968,0.284722222,0.083333333,0.3902439,0.26829268,0.34146341,0.14214577,904,1305,2209,"10240"
2013,"Ariel Pena","MIL","AA",24,142.1,0.26133333,0.911764705,0.142480211,0.408970976,0.448548812,0.247058823,0.1,0.43846154,0.23076923,0.33076923,0.12637829,938,1420,2358,"10240"
2012,"Ariel Pena","LAA","AA",23,114.1,0.26384365,0.889655172,0.121794871,0.413461538,0.464743589,0.220689655,0.096551724,0.46273292,0.22360248,0.3136646,0.13057671,676,1162,1838,"10240"
2006,"Justin Berg","CHC","A+",22,115,0.32446809,,,,,,,,,,,,,,"1973"
2006,"Ivan Nova","NYY","R",19,43,0.26724138,,,,,,,,,,,,,,"1994"
2006,"Mike Gosling","CIN","AAA",25,118,0.30372493,,,,,,,,,,,,,,"2204"
2007,"Ariel Pena","LAA","R",18,79.2,0.25416667,1.038461538,0.09787234,0.459574468,0.442553191,0.326923076,0.009615384,0.45,0.27916667,0.27083333,0.20400729,146,403,549,"10240"
2008,"Ariel Pena","LAA","R",19,96.2,0.29554656,0.787401574,0.054166666,0.416666666,0.529166666,0.236220472,0,0.3902439,0.32113821,0.28861789,0.4212766,125,580,705,"10240"
2013,"Andy Oliver","PIT","AAA",25,124.1,0.29245283,1.311926605,0.179153094,0.465798045,0.355048859,0.183486238,0.055045871,0.43925234,0.25545171,0.30529595,0.11429795,984,1352,2336,"10257"
2011,"Andy Oliver","DET","AAA",23,147,0.33168317,0.981012658,0.236585365,0.37804878,0.385365853,0.164556962,0.094936708,0.39047619,0.27619048,0.33333333,0.09827255,1025,1580,2605,"10257"
2006,"Eude Brito","PHI","AAA",27,147.2,0.2402746,,,,,,,,,,,,,,"2514"
2006,"Chris Sampson","HOU","AAA",28,125.2,0.24257426,,,,,,,,,,,,,,"2651"
2006,"Joel Carreno","TOR","R",19,82.1,0.22660099,,,,,,,,,,,,,,"2746"
2012,"Andy Oliver","DET","AAA",24,118,0.29447853,1.077519379,0.170278637,0.430340557,0.399380804,0.341085271,0.054263565,0.42215569,0.24850299,0.32934132,0.11070111,913,1255,2168,"10257"
2016,"Justin Marks","TBR","AAA",28,140,0.28682171,1.164383561,0.197969543,0.431472081,0.370558375,0.273972602,0.09589041,0.42892768,0.24438903,0.32668329,0.09745939,919,1482,2401,"10265"
2011,"Justin Marks","KCR","A+",23,144.2,0.32019704,0.988764044,0.125925925,0.434567901,0.439506172,0.185393258,0.078651685,0.40811456,0.23866348,0.35322196,0.31809701,221,851,1072,"10265"
2013,"Justin Marks","KCR","AAA",25,129.2,0.33850129,0.937853107,0.115979381,0.427835051,0.456185567,0.163841807,0.039548022,0.45431472,0.25634518,0.2893401,0.09552757,933,1370,2303,"10265"
2006,"Jake Brigham","TEX","R",18,58.1,0.28994083,,,,,,,,,,,,,,"2851"
2006,"Alberto Arias","COL","AA",22,111.2,0.26687117,,,,,,,,,,,,,,"3087"
2006,"Tyler Robertson","MIN","R",18,48.2,0.37410072,,,,,,,,,,,,,,"3223"
2011,"Ryan Tepera","TOR","A+",23,146.1,0.30885529,1.3875,0.18025751,0.476394849,0.343347639,0.16875,0.08125,0.4360587,0.26624738,0.29769392,0.20579421,217,784,1001,"10291"
2013,"Ryan Tepera","TOR","AA",25,116,0.29429429,1.315315315,0.223564954,0.441087613,0.335347432,0.243243243,0.099099099,0.44637681,0.21449275,0.33913043,0.10237749,802,1259,2061,"10291"
2010,"Ryan Tepera","TOR","A",22,120,0.28804348,1.1292517,0.147138964,0.452316076,0.400544959,0.19047619,0.047619047,0.44652406,0.2486631,0.30481283,0.20932878,217,662,879,"10291"
2015,"Chad Bell","TEX","AA",26,141.1,0.33101852,1.717741935,0.214452214,0.496503496,0.289044289,0.169354838,0.088709677,0.45701357,0.26696833,0.2760181,0.09315068,809,1381,2190,"10297"
2006,"Angel Castro","DET","R",23,58.1,0.2481203,,,,,,,,,,,,,,"3243"
2006,"Jairo Asencio","PIT","A",23,122.1,0.27959698,,,,,,,,,,,,,,"3332"
2006,"Cesar Ramos","SDP","A+",22,141,0.31865828,,,,,,,,,,,,,,"3357"
2014,"Chris Heston","SFG","AAA",26,173,0.26407767,1.697368421,0.210019267,0.497109826,0.292870905,0.184210526,0.105263157,0.47834275,0.2259887,0.29566855,0.08628231,907,1608,2515,"10302"
2011,"Chris Heston","SFG","A+",23,151,0.31529412,2.342857142,0.170212765,0.581560283,0.24822695,0.171428571,0.095238095,0.47926267,0.23963134,0.28110599,0.27649326,194,844,1038,"10302"
2010,"Chris Heston","SFG","A",22,148.2,0.32978723,2.048387096,0.17286652,0.555798687,0.271334792,0.201612903,0.048387096,0.45302714,0.20668058,0.34029228,0.26780627,188,865,1053,"10302"
2012,"Chris Heston","SFG","AA",24,148.2,0.29468599,1.891891891,0.1975,0.525,0.2775,0.234234234,0.018018018,0.50605327,0.21307506,0.28087167,0.09757258,728,1373,2101,"10302"
2006,"Juan Morillo","COL","AA",22,140.1,0.2987013,,,,,,,,,,,,,,"3369"
2006,"Brian Burres","BAL","AAA",25,139,0.29238329,,,,,,,,,,,,,,"3425"
2006,"Willie Collazo","NYM","AA",26,118.2,0.27170868,,,,,,,,,,,,,,"3503"
2011,"Roman Mendez","TEX","A",20,117,0.34267913,0.8125,0.189440993,0.363354037,0.447204968,0.243055555,0.048611111,0.39634146,0.28963415,0.31402439,0.33297985,210,733,943,"10307"
2009,"Roman Mendez","BOS","R",18,49.2,0.24427481,0.724637681,0.091603053,0.381679389,0.526717557,0.20289855,0.014492753,0.43181818,0.24242424,0.32575758,0.34177215,43,273,316,"10307"
2012,"Zack Wheeler","NYM","AA",22,116,0.29900332,1.3592233,0.176271186,0.474576271,0.349152542,0.174757281,0.019417475,0.38613861,0.26732673,0.34653465,0.1191796,651,1153,1804,"10310"
2010,"Erasmo Ramirez","SEA","A",20,151.2,0.2885906,1.688405797,0.170022371,0.521252796,0.308724832,0.217391304,0.094202898,0.40958606,0.21350763,0.37690632,0.31545741,123,828,951,"10314"
2006,"D.J. Houlton","LAD","AAA",26,162.1,0.31124498,,,,,,,,,,,,,,"3566"
2006,"Chase Wright","NYY","A+",23,119.2,0.27565982,,,,,,,,,,,,,,"3593"
2006,"Xavier Cedeno","COL","A",19,138,0.30909091,,,,,,,,,,,,,,"36"
2019,"Erasmo Ramirez","BOS","AAA",29,125.1,0.28457447,1.440944881,0.201030927,0.471649484,0.327319587,0.228346456,0.141732283,0.47461929,0.2284264,0.29695431,0.09625127,741,1233,1974,"10314"
2008,"Erasmo Ramirez","SEA","R",18,63,0.32828283,1.809523809,0.073298429,0.596858638,0.329842931,0.238095238,0.031746031,0.42079208,0.23267327,0.34653465,0.26395939,54,340,394,"10314"
2009,"Erasmo Ramirez","SEA","R",19,88,0.22943723,3.902439024,0.102678571,0.714285714,0.183035714,0.31707317,0.024390243,0.42241379,0.25862069,0.31896552,0.33528265,33,480,513,"10314"
2009,"Michael Tonkin","MIN","R",19,54.2,0.33974359,1.818181818,0.178807947,0.529801324,0.291390728,0.159090909,0.045454545,0.47468354,0.24050633,0.28481013,0.32914573,56,342,398,"10315"
2006,"Jim Johnson","BAL","AA",23,156,0.3220339,,,,,,,,,,,,,,"3656"
2006,"Steven Shell","LAA","AAA",23,122.2,0.35,,,,,,,,,,,,,,"3681"
2006,"Graham Taylor","FLA","A-",22,65.2,0.285,,,,,,,,,,,,,,"3719"
2012,"Chad Jenkins","TOR","AA",24,114.1,0.32241814,1.459259259,0.186274509,0.482843137,0.330882352,0.2,0.125925925,0.51932367,0.19565217,0.28502415,0.06610169,646,1124,1770,"10326"
2012,"Giovanni Soto","CLE","AA",21,121.1,0.29190751,1.978723404,0.193083573,0.536023054,0.270893371,0.202127659,0.106382978,0.44101124,0.23595506,0.32303371,0.1047261,753,1109,1862,"10330"
2011,"Edwin Escobar","SFG","R",19,46,0.36296296,0.944444444,0.210526315,0.383458646,0.406015037,0.111111111,0.037037037,0.40145985,0.27007299,0.32846715,0.27920228,83,268,351,"10337"
2009,"Edwin Escobar","TEX","R",17,45,0.36111111,1.674418604,0.166666666,0.52173913,0.311594202,0.186046511,0.023255813,0.40689655,0.23448276,0.35862069,0.29365079,83,295,378,"10337"
2006,"Everett Teaford","KCR","R",22,63,0.27717391,,,,,,,,,,,,,,"3732"
2006,"Felipe Paulino","HOU","A+",22,126.1,0.28191489,,,,,,,,,,,,,,"3777"
2006,"Luis Atilano","ATL","A+",21,116,0.29722922,,,,,,,,,,,,,,"3802"
2012,"Edwin Escobar","SFG","A",20,130.2,0.30079156,1.163120567,0.177897574,0.442048517,0.380053908,0.212765957,0.04964539,0.4496124,0.20671835,0.34366925,0.27945472,217,810,1027,"10337"
2010,"Edwin Escobar","SFG","A-",18,63,0.33918129,1.596153846,0.191616766,0.497005988,0.311377245,0.211538461,0.115384615,0.33522727,0.25,0.41477273,0.22354949,188,398,586,"10337"
2010,"Juan Minaya","HOU","A",19,127.2,0.27368421,1.544715447,0.160857908,0.509383378,0.329758713,0.195121951,0.056910569,0.45194805,0.21558442,0.33246753,0.22104247,348,688,1036,"10341"
2009,"Juan Minaya","HOU","R",18,52.2,0.26347305,2.285714285,0.142857142,0.596273291,0.260869565,0.119047619,0.023809523,0.46745562,0.19526627,0.33727811,0.14571429,88,262,350,"10341"
2006,"Gavin Floyd","PHI","AAA",23,115,0.30508475,,,,,,,,,,,,,,"3886"
2006,"Joe Martinez","SFG","A",23,167.2,0.29341317,,,,,,,,,,,,,,"3935"
2006,"Doug Mathis","TEX","A+",23,150.2,0.31533477,,,,,,,,,,,,,,"3944"
2010,"Robbie Erlin","TEX","A",19,114.2,0.2739726,0.87804878,0.189473684,0.378947368,0.431578947,0.227642276,0.073170731,0.38333333,0.26,0.35666667,0.34699104,94,687,781,"10354"
2015,"Robbie Erlin","SDP","AAA",24,125.1,0.32908163,1.427419354,0.239898989,0.446969696,0.313131313,0.18548387,0.177419354,0.41646489,0.28813559,0.29539952,0.09332024,705,1331,2036,"10354"
2009,"Carlos Contreras","CIN","R",18,72.1,0.27962085,0.775700934,0.073170731,0.404878048,0.521951219,0.252336448,0.056074766,0.33179724,0.37327189,0.29493088,0.24909091,151,399,550,"10386"
2013,"Brooks Pounders","KCR","AA",22,116,0.28963415,0.720496894,0.168168168,0.348348348,0.483483483,0.217391304,0.074534161,0.4100295,0.25958702,0.33038348,0.09695603,649,1125,1774,"10387"
2006,"Josh Outman","PHI","A",21,155.1,0.28287841,,,,,,,,,,,,,,"4004"
2006,"Steve Johnson","LAD","R",18,78.2,0.35377358,,,,,,,,,,,,,,"4053"
2006,"Alex Burnett","MIN","R",18,71.1,0.30612245,,,,,,,,,,,,,,"4065"
2010,"Brian Lawrence","FLA","AAA",34,142.2,0.32962138,1.232704402,0.221491228,0.429824561,0.34868421,0.144654088,0.119496855,0.49356223,0.22746781,0.27896996,0.09811828,776,1456,2232,"1045"
2010,"Taylor Jordan","WSN","A-",21,62,0.34715026,1.771929824,0.164021164,0.534391534,0.301587301,0.087719298,0.105263157,0.48989899,0.23232323,0.27777778,0.2907489,86,368,454,"10466"
2009,"Yoervis Medina","SEA","R",20,68,0.25139665,2.707317073,0.121387283,0.641618497,0.236994219,0.243902439,0.024390243,0.45,0.24444444,0.30555556,0.3255814,101,372,473,"10498"
2010,"Mario Hollands","PHI","A-",21,65,0.30645161,0.868131868,0.076086956,0.429347826,0.494565217,0.175824175,0.065934065,0.35416667,0.234375,0.41145833,0.35574837,75,386,461,"10504"
2006,"Billy Traber","WSN","AAA",26,124.1,0.34263959,,,,,,,,,,,,,,"410"
2006,"Nick Blackburn","MIN","AA",24,132.1,0.30373832,,,,,,,,,,,,,,"4270"
2006,"Matt Albers","HOU","AA",23,116,0.27218935,,,,,,,,,,,,,,"4300"
2010,"Hunter Cervenka","BOS","A-",20,62.2,0.28021978,1.732142857,0.110465116,0.563953488,0.325581395,0.196428571,0.035714285,0.42857143,0.25824176,0.31318681,0.27389706,190,354,544,"10510"
2006,"Dennis Tankersley","STL","AAA",27,167.2,0.3011811,,,,,,,,,,,,,,"1054"
2007,"Dennis Tankersley","DET","AAA",28,138.2,0.33478261,1.25949367,0.223913043,0.432608695,0.34347826,0.215189873,0.082278481,0.51167728,0.21656051,0.27176221,0.06874427,837,1345,2182,"1054"
2011,"Jimmy Nelson","MIL","A",22,146,0.31860465,1.75,0.153846153,0.538461538,0.307692307,0.166666666,0.068181818,0.43835616,0.24657534,0.31506849,0.23145666,305,814,1119,"10547"
2011,"Chad Bettis","COL","A+",22,169.2,0.2979684,1.132947976,0.157534246,0.447488584,0.394977168,0.156069364,0.057803468,0.39514349,0.22295806,0.38189845,0.35772358,213,1017,1230,"10587"
2006,"Joe Saunders","LAA","AAA",25,135,0.26582278,,,,,,,,,,,,,,"4366"
2006,"Zach Kroenke","NYY","A",22,113,0.31855956,,,,,,,,,,,,,,"4383"
2013,"Seth Rosin","PHI","AA",24,126.2,0.27864583,0.863636363,0.154639175,0.391752577,0.453608247,0.204545454,0.073863636,0.40253165,0.24556962,0.35189873,0.09672544,675,1310,1985,"10606"
2007,"Ryan Tucker","FLA","A+",20,138.1,0.31336406,1.228915662,0.141531322,0.473317865,0.385150812,0.234939759,0.036144578,0.39954338,0.21917808,0.38127854,0.23469388,216,764,980,"1062"
2013,"Donn Roach","SDP","AA",23,142.2,0.27813163,2.9,0.144736842,0.635964912,0.219298245,0.17,0.07,0.48851775,0.25678497,0.25469729,0.0735509,699,1354,2053,"10620"
2010,"Madison Younginer","BOS","A-",19,62,0.28571429,1.267605633,0.134408602,0.483870967,0.38172043,0.253521126,0.028169014,0.41145833,0.24479167,0.34375,0.17021277,152,318,470,"10636"
2006,"Sean West","FLA","A",20,120.1,0.29824561,,,,,,,,,,,,,,"4393"
2006,"Ryan O'Malley","CHC","AAA",26,123.2,0.31034483,,,,,,,,,,,,,,"4412"
2006,"Jonathon Niese","NYM","A",19,123.2,0.33628319,,,,,,,,,,,,,,"4424"
2011,"Madison Younginer","BOS","A-",20,61.1,0.3125,1.314285714,0.147368421,0.484210526,0.368421052,0.157142857,0.057142857,0.45408163,0.25510204,0.29081633,0.25963489,143,350,493,"10636"
2010,"Andrew Bellatti","TBR","R",18,64.2,0.29714286,1.013157894,0.110465116,0.447674418,0.441860465,0.236842105,0.052631578,0.43575419,0.23463687,0.32960894,0.33481153,76,375,451,"10657"
2011,"Andrew Bellatti","TBR","A-",19,72,0.31400966,0.892857142,0.192893401,0.380710659,0.426395939,0.214285714,0.011904761,0.44927536,0.25603865,0.29468599,0.2969697,96,399,495,"10657"
2019,"Scott Copeland","WSN","AAA",31,114.1,0.31736527,2.635135135,0.218023255,0.566860465,0.215116279,0.148648648,0.27027027,0.51274788,0.21246459,0.27478754,0.09920635,786,1230,2016,"10706"
2006,"Josh Wall","LAD","R",19,66,0.33482143,,,,,,,,,,,,,,"4436"
2006,"Chris Smith","BOS","AA",25,115.2,0.28688525,,,,,,,,,,,,,,"4544"
2006,"Tobi Stoner","NYM","A-",21,83.2,0.26530612,,,,,,,,,,,,,,"4591"
2015,"Scott Copeland","TOR","AAA",27,125,0.27543424,2.953488372,0.160493827,0.627160493,0.212345679,0.255813953,0.093023255,0.50728155,0.1868932,0.30582524,0.07915994,714,1143,1857,"10706"
2013,"Scott Copeland","TOR","A+",25,146.2,0.3163482,2.184,0.136659436,0.592190889,0.271149674,0.128,0.072,0.56367432,0.24425887,0.19206681,0.22080292,287,809,1096,"10706"
2014,"Scott Copeland","TOR","AA",26,139.2,0.29119639,2.905263157,0.154897494,0.628701594,0.216400911,0.147368421,0.115789473,0.55066079,0.19823789,0.25110132,0.10158434,836,1310,2146,"10706"
2010,"Scott Copeland","BAL","A-",22,65,0.23783784,3.628571428,0.109890109,0.697802197,0.192307692,0.142857142,0.028571428,0.51351351,0.23243243,0.25405405,0.24833703,115,336,451,"10706"
2006,"Sam LeCure","CIN","A+",22,141.2,0.28571429,,,,,,,,,,,,,,"4664"
2006,"Jose Lima","NYM","AAA",33,140,0.28216704,,,,,,,,,,,,,,"475"
2006,"Fernando Abad","HOU","R",20,61.1,0.29518072,,,,,,,,,,,,,,"4994"
2017,"Scott Copeland","MIA","AAA",29,137.2,0.33253012,2.33,0.216470588,0.548235294,0.235294117,0.12,0.2,0.52183908,0.25747126,0.22068966,0.09380692,846,1350,2196,"10706"
2014,"Red Patterson","LAD","AAA",27,121.1,0.32963989,1.225352112,0.161803713,0.461538461,0.376657824,0.183098591,0.147887323,0.47506562,0.22572178,0.2992126,0.09927611,709,1225,1934,"10710"
2010,"Red Patterson","LAD","R",23,67.2,0.3248731,0.94117647,0.153846153,0.41025641,0.435897435,0.235294117,0.070588235,0.39705882,0.25980392,0.34313725,0.318,92,408,500,"10710"
2017,"Drew Hutchison","PIT","AAA",26,159.1,0.28421053,1.409090909,0.222222222,0.454926624,0.322851153,0.207792207,0.09090909,0.4396728,0.23108384,0.32924335,0.10206422,1001,1615,2616,"10732"
2006,"Yohan Flande","PHI","R",20,65,0.27835052,,,,,,,,,,,,,,"5057"
2006,"Evan Meek","SDP","A+",23,119.1,0.36592179,,,,,,,,,,,,,,"5109"
2006,"Vin Mazzaro","OAK","A",19,119.1,0.35732648,,,,,,,,,,,,,,"5231"
2011,"Trevor Rosenthal","STL","A",21,120.1,0.32807571,1.476190476,0.158576051,0.501618122,0.339805825,0.209523809,0.066666666,0.35889571,0.22392638,0.41717791,0.33836207,194,734,928,"10745"
2011,"Shane Greene","NYY","A",22,138,0.33,1.639344262,0.182741116,0.507614213,0.30964467,0.229508196,0.073770491,0.48655257,0.19804401,0.31540342,0.24422735,321,805,1126,"10756"
2012,"Shane Greene","NYY","A+",23,112,0.33128834,1.762886597,0.170278637,0.529411764,0.300309597,0.206185567,0.051546391,0.43030303,0.26060606,0.30909091,0.22741117,316,669,985,"10756"
2010,"Tyler Cravy","MIL","R",20,76.2,0.32173913,1,0.122807017,0.438596491,0.438596491,0.26,0.07,0.37552743,0.29113924,0.33333333,0.25589226,135,459,594,"10770"
2006,"Samuel Deduno","COL","A+",22,146.1,0.30490956,,,,,,,,,,,,,,"5285"
2006,"Jose Alvarez","BOS","R",17,61.2,0.27777778,,,,,,,,,,,,,,"5358"
2006,"Tim Dillard","MIL","AA",22,163,0.29182156,,,,,,,,,,,,,,"5518"
2011,"Tyler Cravy","MIL","R",21,70,0.33684211,1.44262295,0.194594594,0.475675675,0.329729729,0.13114754,0.098360655,0.43523316,0.24870466,0.31606218,0.30852995,107,444,551,"10770"
2011,"Mike Foltynewicz","HOU","A",19,134,0.32705882,1.103030303,0.175771971,0.432304038,0.39192399,0.248484848,0.06060606,0.43348624,0.24541284,0.32110092,0.22566845,229,706,935,"10811"
2012,"Mike Foltynewicz","HOU","A",20,152,0.29777778,1.493055555,0.196868008,0.48098434,0.322147651,0.222222222,0.076388888,0.38828633,0.23861171,0.37310195,0.25396825,281,853,1134,"10811"
2010,"R.J. Alaniz","HOU","R",19,57.2,0.32085561,1.08219178,0.173913043,0.429347826,0.39673913,0.219178082,0.06849315,0.5026178,0.18324607,0.31413613,0.2348285,55,324,379,"10819"
2006,"James McDonald","LAD","A",21,142.1,0.28650138,,,,,,,,,,,,,,"5523"
2006,"Phil Coke","NYY","A+",23,110,0.28023599,,,,,,,,,,,,,,"5535"
2006,"Josh Banks","TOR","AAA",23,170.2,0.27850467,,,,,,,,,,,,,,"5570"
