Season,Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
2010,"Michael Lee","BOS","A+",23,112,0.30357143,0.791411042,0.120481927,0.388554216,0.490963855,0.239263803,0.042944785,0.46802326,0.22093023,0.31104651,0.26214834,147,635,782,"sa328306"
2013,"Michael Lee","ATL","AA",26,128.2,0.33936652,1.834710743,0.213302752,0.509174311,0.277522935,0.214876033,0.082644628,0.49002217,0.23059867,0.27937916,0.09671946,557,1211,1768,"sa328306"
2010,"David Newmann","TBR","AA",25,114,0.35245902,2.01010101,0.181318681,0.546703296,0.271978021,0.151515151,0.07070707,0.45989305,0.24331551,0.29679144,0.06531284,694,1128,1822,"sa328429"
2009,"David Newmann","TBR","A+",24,131,0.28651685,2.06060606,0.141643059,0.577903682,0.280453257,0.161616161,0.06060606,0.46961326,0.20441989,0.32596685,0.30227743,209,757,966,"sa328429"
2008,"Michael Davitt","LAA","A",21,125,0.3475,1.707317073,0.161209068,0.528967254,0.309823677,0.219512195,0.056910569,0.47174447,0.23095823,0.2972973,0.21974522,257,685,942,"sa328439"
2008,"Garrett Johnson","CHW","R",20,52.1,0.36619718,2.243243243,0.136690647,0.597122302,0.26618705,0.054054054,0.135135135,0.5,0.26027397,0.23972603,0.34375,111,337,448,"sa328443"
2011,"Alex Burkard","LAA","R",22,63.1,0.32380952,1.68852459,0.203883495,0.5,0.296116504,0.196721311,0.032786885,0.43396226,0.22169811,0.34433962,0.18881119,77,352,429,"sa328463"
2008,"Kevin Skogley","CHW","R",23,86.2,0.34901961,1.942028985,0.184738955,0.53815261,0.277108433,0.231884057,0.086956521,0.43678161,0.22988506,0.33333333,0.29890454,111,528,639,"sa328478"
2009,"Ryne Lawson","BOS","AA",24,115.1,0.2915601,1.120253164,0.134366925,0.457364341,0.408268733,0.101265822,0.063291139,0.5163728,0.25440806,0.22921914,0.17009132,278,598,876,"sa328480"
2009,"Jesus Sanchez","PHI","A",21,136,0.33084577,0.959064327,0.160401002,0.411027568,0.428571428,0.14619883,0.023391812,0.3539604,0.25,0.3960396,0.28984064,213,791,1004,"sa328511"
2010,"Jesus Sanchez","PHI","A+",22,129.1,0.25641026,0.867403314,0.128865979,0.404639175,0.466494845,0.220994475,0.049723756,0.425,0.2425,0.3325,0.23003576,174,665,839,"sa328511"
2006,"Inoel Deaza","OAK","A-",20,84,0.26739927,,,,,,,,,,,,,,"sa328516"
2007,"Inoel Deaza","OAK","A-",21,60,0.31578947,0.974358974,0.163043478,0.413043478,0.423913043,0.217948717,0.076923076,0.45641026,0.22564103,0.31794872,0.22836538,86,330,416,"sa328516"
2007,"Jose Ortegano","ATL","R",19,60.2,0.24848485,1.862745098,0.0875,0.59375,0.31875,0.176470588,0.058823529,0.38690476,0.23809524,0.375,0.40104167,49,335,384,"sa328517"
2006,"Jose Ortegano","ATL","R",18,46.1,0.27777778,,,,,,,,,,,,,,"sa328517"
2006,"Eric Butler","ARI","A-",22,78,0.31140351,,,,,,,,,,,,,,"sa328523"
2008,"Luis Montano","CIN","A",23,136.2,0.27419355,1.01098901,0.152777777,0.425925925,0.421296296,0.241758241,0.093406593,0.50222222,0.20444444,0.29333333,0.23819517,182,771,953,"sa328533"
2007,"Luis Montano","CIN","R",22,82,0.2983871,1.6,0.207317073,0.487804878,0.304878048,0.186666666,0.093333333,0.51372549,0.25098039,0.23529412,0.28333333,88,452,540,"sa328533"
2006,"Ronny Lopez","COL","R",19,65.2,0.41004184,,,,,,,,,,,,,,"sa328534"
2006,"Yull Silano","COL","R",20,63.1,0.2748538,,,,,,,,,,,,,,"sa328535"
2007,"Carlos Garcia","MIN","R",20,60,0.26666667,0.845070422,0.176100628,0.37735849,0.44654088,0.225352112,0.014084507,0.35542169,0.43975904,0.20481928,0.28392484,137,342,479,"sa328539"
2010,"Bruno Sanchez","BAL","A-",23,59.2,0.32142857,1.394366197,0.105263157,0.521052631,0.37368421,0.211267605,0.014084507,0.48453608,0.24742268,0.26804124,0.2412178,100,327,427,"sa328540"
2009,"Bruno Sanchez","BAL","R",22,91,0.31095406,1.169642857,0.119565217,0.474637681,0.405797101,0.232142857,0.026785714,0.42857143,0.26132404,0.31010453,0.26998224,79,484,563,"sa328540"
2006,"Mario Gracia","LAD","R",20,44.2,0.22222222,,,,,,,,,,,,,,"sa328571"
2006,"Arturo Barradas","FLA","R",18,47.1,0.30405405,,,,,,,,,,,,,,"sa328589"
2009,"Angel Calero","NYM","A+",22,107.1,0.3374613,0.860927152,0.132716049,0.401234567,0.466049382,0.158940397,0.066225165,0.45508982,0.23952096,0.30538922,0.2392638,198,617,815,"sa328593"
2006,"Dionis Rodriguez","PIT","R",20,45.2,0.31386861,,,,,,,,,,,,,,"sa328598"
2008,"Carlos Ladeuth","HOU","A",24,117,0.33526012,1.007407407,0.219020172,0.391930835,0.389048991,0.207407407,0.118518518,0.38292011,0.28650138,0.33057851,0.30778302,156,692,848,"sa328772"
2006,"Natividad Dilone","SEA","A-",23,64,0.27962085,,,,,,,,,,,,,,"sa328803"
2006,"Jose Capellan","BOS","R",19,48.1,0.30232558,,,,,,,,,,,,,,"sa328807"
2007,"Jose Capellan","BOS","A-",20,75.2,0.30875576,1.643835616,0.098130841,0.560747663,0.341121495,0.232876712,0.01369863,0.38073394,0.28440367,0.33486239,0.32040816,52,438,490,"sa328807"
2006,"Juan Moreno","CHW","R",19,72.1,0.33181818,,,,,,,,,,,,,,"sa328815"
2007,"Juan Moreno","CHW","R",20,90.1,0.30384615,1.534090909,0.115079365,0.535714285,0.349206349,0.113636363,0.045454545,0.50378788,0.21212121,0.28409091,0.26486486,58,497,555,"sa328815"
2006,"Angel Reyes","NYY","R",19,46.2,0.20512821,,,,,,,,,,,,,,"sa328818"
2006,"Leonardo Martinez","OAK","R",19,52.2,0.30555556,,,,,,,,,,,,,,"sa328827"
2006,"Yesid Salazar","SDP","R",19,55,0.34895833,,,,,,,,,,,,,,"sa328843"
2006,"Luis Caro","ARI","R",20,80.1,0.29739777,,,,,,,,,,,,,,"sa328899"
2006,"Scott Souther","ARI","A-",23,82.2,0.28965517,,,,,,,,,,,,,,"sa328901"
2006,"Joseph Guerra","BOS","R",19,43.2,0.34210526,,,,,,,,,,,,,,"sa328921"
2007,"Rob Harmon","SEA","A-",23,68.2,0.34597156,1.478873239,0.153846153,0.504807692,0.341346153,0.239436619,0.084507042,0.43317972,0.22119816,0.34562212,0.23895254,200,411,611,"sa328925"
2006,"Esmerlin Jimenez","LAA","R",21,63,0.31818182,,,,,,,,,,,,,,"sa328940"
2008,"Esmerlin Jimenez","LAA","A",23,113.2,0.30275229,1.415929203,0.16,0.492307692,0.347692307,0.17699115,0.07079646,0.45783133,0.26204819,0.28012048,0.26932367,213,615,828,"sa328940"
2007,"Esmerlin Jimenez","LAA","R",22,77,0.28761062,1.384615384,0.173333333,0.48,0.346666666,0.205128205,0.064102564,0.46086957,0.25652174,0.2826087,0.25049702,90,413,503,"sa328940"
2007,"Pascual Manzueta","OAK","R",22,57,0.34302326,1.696428571,0.116959064,0.555555555,0.32748538,0.160714285,0.053571428,0.53714286,0.2,0.26285714,0.30561798,95,350,445,"sa328945"
2012,"Kelvin De La Cruz","DET","AA",23,115.1,0.2972973,1.037037037,0.193548387,0.410557184,0.395894428,0.192592592,0.118518518,0.46857143,0.26,0.27142857,0.09310889,716,1185,1901,"sa328950"
2006,"Jorge Rodriguez","BOS","R",21,46,0.28030303,,,,,,,,,,,,,,"sa328957"
2006,"Eleazar Aponte","DET","R",21,45.2,0.25925926,,,,,,,,,,,,,,"sa328963"
2007,"Edgar Osuna","ATL","R",19,54.2,0.34693878,0.965517241,0.202797202,0.391608391,0.405594405,0.189655172,0.068965517,0.46666667,0.21333333,0.32,0.42964824,49,349,398,"sa328973"
2008,"Edgar Osuna","ATL","A",20,125.1,0.32848837,1.006944444,0.15988372,0.421511627,0.418604651,0.222222222,0.0625,0.40677966,0.27966102,0.31355932,0.36585366,136,766,902,"sa328973"
2006,"Elvis Hernandez","STL","R",21,67.1,0.25252525,,,,,,,,,,,,,,"sa328984"
2007,"Marco Carrillo","CHC","A",20,130.1,0.27411168,0.976878612,0.123076923,0.433333333,0.443589743,0.260115606,0.052023121,0.4529703,0.22772277,0.31930693,0.21069182,264,690,954,"sa328993"
2008,"Marco Carrillo","CHC","A+",21,115.2,0.21597633,0.791666666,0.112094395,0.392330383,0.495575221,0.279761904,0.053571428,0.44380403,0.22478386,0.3314121,0.24472574,149,562,711,"sa328993"
2012,"Hayden Beard","SDP","AA",27,119.1,0.32592593,1.879032258,0.129268292,0.568292682,0.302439024,0.177419354,0.096774193,0.48192771,0.23373494,0.28433735,0.08105318,721,1216,1937,"sa329007"
2007,"Manny Alvarez","NYM","R",21,56.2,0.30555556,1.827586206,0.052023121,0.612716763,0.335260115,0.275862068,0.017241379,0.46961326,0.20441989,0.32596685,0.22068966,120,315,435,"sa329011"
2007,"Jose Guzman","OAK","A-",19,64.2,0.28909953,1.558823529,0.159420289,0.512077294,0.328502415,0.205882352,0.058823529,0.5462963,0.19444444,0.25925926,0.20258621,123,341,464,"sa329065"
2007,"Steven Kent","ATL","R",18,56,0.25766871,1.056338028,0.125748502,0.449101796,0.4251497,0.225352112,0.14084507,0.40571429,0.26285714,0.33142857,0.25895317,55,308,363,"sa329072"
2009,"Robert Hernandez","CHC","A-",20,72.1,0.28140704,1.069767441,0.105527638,0.462311557,0.432160804,0.186046511,0.069767441,0.45853659,0.25365854,0.28780488,0.27977316,114,415,529,"sa329095"
2006,"Kelvin N. Diaz","CLE","R",19,44.1,0.30508475,,,,,,,,,,,,,,"sa329100"
2007,"Doug Salinas","SEA","A-",18,70,0.37556561,1.447368421,0.14678899,0.504587155,0.348623853,0.236842105,0.078947368,0.46255507,0.24669604,0.2907489,0.27478261,134,441,575,"sa329104"
2006,"Doug Salinas","SEA","R",17,50.2,0.29007634,,,,,,,,,,,,,,"sa329104"
2006,"Vantroit Medina","SDP","R",19,45.2,0.36875,,,,,,,,,,,,,,"sa329107"
2006,"Juan Pablo Menchaca","SDP","R",18,51,0.33121019,,,,,,,,,,,,,,"sa329108"
2008,"Juan Pablo Menchaca","SDP","A-",20,64.2,0.30875576,1.5,0.134615384,0.519230769,0.346153846,0.180555555,0.055555555,0.39090909,0.23181818,0.37727273,0.20518868,88,336,424,"sa329108"
2008,"Chris Andujar","TBR","A-",20,65.1,0.37264151,2,0.130434782,0.579710144,0.289855072,0.1,0.033333333,0.47196262,0.26168224,0.26635514,0.27306968,146,385,531,"sa329219"
2009,"Chris Andujar","TBR","A",21,120,0.2506812,1.504,0.123249299,0.526610644,0.350140056,0.208,0.056,0.44919786,0.23262032,0.31818182,0.24664225,189,630,819,"sa329219"
2007,"Jason Ragan","TBD","A-",24,64.1,0.24257426,1.550724637,0.115577889,0.537688442,0.346733668,0.159420289,0.057971014,0.47087379,0.26699029,0.26213592,0.19230769,101,315,416,"sa329220"
2008,"Rafael De Los Santos","PIT","A",21,117,0.29022989,0.842105263,0.211267605,0.36056338,0.428169014,0.236842105,0.131578947,0.43089431,0.24119241,0.32791328,0.18153527,322,642,964,"sa329222"
2008,"Wang-Yi Lin","BOS","R",20,44.2,0.32857143,1.434782608,0.188405797,0.478260869,0.333333333,0.108695652,0.086956521,0.51388889,0.20138889,0.28472222,0.28709677,56,254,310,"sa329344"
2007,"Sung-Wei Tseng","CLE","A+",22,140,0.27906977,0.720183486,0.125874125,0.365967365,0.508158508,0.247706422,0.045871559,0.36757991,0.26255708,0.36986301,0.19022317,214,727,941,"sa329346"
2007,"Michael Gardner","LAD","R",23,84.2,0.30689655,1.586956521,0.15,0.521428571,0.328571428,0.130434782,0.076086956,0.46308725,0.19798658,0.33892617,0.1778169,120,448,568,"sa329496"
2009,"Matt McSwain","PIT","A+",23,144.1,0.31237721,1.538461538,0.143712574,0.518962075,0.337325349,0.189349112,0.017751479,0.48632813,0.21484375,0.29882813,0.18902439,109,711,820,"sa332077"
2007,"Moises Robles","PIT","A-",23,64.2,0.31718062,1.011111111,0.191964285,0.40625,0.401785714,0.188888888,0.022222222,0.42982456,0.20614035,0.36403509,0.21261682,66,362,428,"sa353860"
2007,"Sheng-An Kuo","COL","A-",21,71,0.3254717,2.470588235,0.16113744,0.597156398,0.241706161,0.235294117,0.078431372,0.51388889,0.22685185,0.25925926,0.283054,138,399,537,"sa376269"
2009,"Sheng-An Kuo","COL","A-",23,65,0.36320755,1.47761194,0.209523809,0.471428571,0.319047619,0.119402985,0.059701492,0.50462963,0.21759259,0.27777778,0.19547325,117,369,486,"sa376269"
2008,"Sheng-An Kuo","COL","A",22,113.1,0.32231405,1.798076923,0.187150837,0.522346368,0.290502793,0.201923076,0.144230769,0.45767196,0.25661376,0.28571429,0.20824053,277,621,898,"sa376269"
2009,"Ryan Searle","CHC","A+",20,116,0.29441624,1.973451327,0.120418848,0.583769633,0.295811518,0.14159292,0.044247787,0.45,0.2575,0.2925,0.20496894,195,610,805,"sa377586"
2009,"Cameron Lamb","SFG","R",20,57.1,0.27272727,1.259259259,0.122302158,0.489208633,0.388489208,0.129629629,0.018518518,0.41666667,0.24305556,0.34027778,0.2739726,117,321,438,"sa377589"
2011,"Cameron Lamb","SFG","A-",22,74.1,0.34552846,2.457627118,0.128205128,0.619658119,0.252136752,0.27118644,0.050847457,0.416,0.236,0.348,0.28210117,83,431,514,"sa377589"
2006,"Gregorio Rosario","SEA","R",17,68.2,0.32663317,,,,,,,,,,,,,,"sa385517"
2007,"Gregorio Rosario","CLE","R",18,48.2,0.35064935,1.24137931,0.133333333,0.48,0.386666666,0.120689655,0.051724137,0.51265823,0.1835443,0.30379747,0.26704545,76,276,352,"sa385517"
2008,"Ryan Miller","CLE","A",21,125.2,0.30985915,1.344,0.174647887,0.473239436,0.352112676,0.216,0.104,0.4739726,0.23287671,0.29315068,0.24757282,320,710,1030,"sa386555"
2008,"Pat Egan","BAL","A-",23,77.2,0.31578947,1.662162162,0.124444444,0.546666666,0.328888888,0.135135135,0.067567567,0.50643777,0.21888412,0.27467811,0.27407407,85,455,540,"sa386802"
2007,"Pat Egan","BAL","R",22,60,0.36111111,3.35,0.171428571,0.638095238,0.19047619,0.2,0,0.47685185,0.25462963,0.26851852,0.17535545,85,337,422,"sa386802"
2006,"Vladimir Veras","LAA","R",20,60,0.28571429,,,,,,,,,,,,,,"sa387145"
2010,"David Kopp","STL","AA",24,121,0.31117021,1.513513513,0.25,0.451612903,0.298387096,0.126126126,0.081081081,0.45572917,0.19010417,0.35416667,0.068,630,1120,1750,"sa388375"
2010,"Johnnie Lowe","CHW","AA",25,120.1,0.30708661,1.496124031,0.145888594,0.511936339,0.342175066,0.155038759,0.038759689,0.46233766,0.23636364,0.3012987,0.08590885,759,1150,1909,"sa388816"
2009,"Johnnie Lowe","CHW","A+",24,122.2,0.2974359,1.426470588,0.15601023,0.496163682,0.347826086,0.154411764,0.080882352,0.475,0.23,0.295,0.20652174,184,644,828,"sa388816"
2007,"Johnnie Lowe","CHW","R",22,65,0.315,2.489361702,0.150259067,0.606217616,0.243523316,0.212765957,0.085106382,0.48768473,0.23152709,0.28078818,0.31380753,99,379,478,"sa388816"
2009,"Craig Clark","SFG","A+",24,147.2,0.27586207,1.120481927,0.159904534,0.443914081,0.396181384,0.246987951,0.114457831,0.45305164,0.22535211,0.32159624,0.31844106,194,858,1052,"sa388821"
2008,"Craig Clark","SFG","A",23,115.1,0.284375,1.302752293,0.192926045,0.456591639,0.350482315,0.23853211,0.045871559,0.41411043,0.21165644,0.37423313,0.29495472,108,665,773,"sa388821"
2006,"Eddy Fernandez","SEA","R",19,68,0.26219512,,,,,,,,,,,,,,"sa388825"
2010,"Craig Muschko","CHC","AA",24,143.1,0.28837209,0.917098445,0.147465437,0.407834101,0.44470046,0.160621761,0.088082901,0.44071588,0.24608501,0.31319911,0.10919248,642,1327,1969,"sa388841"
2007,"Jacob Wild","SEA","R",22,48,0.2952381,1.9,0.147058823,0.558823529,0.294117647,0.233333333,0.066666666,0.45283019,0.16981132,0.37735849,0.36768802,61,298,359,"sa388957"
2009,"Jacob Wild","SEA","A+",24,132,0.34782609,0.870786516,0.139534883,0.400516795,0.45994832,0.213483146,0.056179775,0.37905237,0.27182045,0.34912718,0.25536481,172,760,932,"sa388957"
2010,"Jacob Wild","SEA","A+",25,112.2,0.34011628,0.866666666,0.129943502,0.403954802,0.466101694,0.193939393,0.115151515,0.43526171,0.24517906,0.31955923,0.25974026,179,668,847,"sa388957"
2008,"Charles Shirek","CHW","A",22,112,0.28888889,2.05,0.145658263,0.574229691,0.280112044,0.18,0.08,0.41032609,0.20923913,0.38043478,0.2479564,116,618,734,"sa388975"
2012,"Charles Shirek","CHW","AAA",26,170.1,0.29001883,1.782608695,0.174953959,0.528545119,0.29650092,0.180124223,0.111801242,0.43897996,0.22222222,0.33879781,0.09529412,840,1710,2550,"sa388975"
2007,"Oliver Odle","SFG","R",21,53,0.30379747,2.146341463,0.145695364,0.582781456,0.271523178,0.268292682,0.024390243,0.44025157,0.20125786,0.35849057,0.28732394,43,312,355,"sa388994"
2009,"Oliver Odle","SFG","A+",23,117.1,0.35714286,1.457746478,0.133995037,0.513647642,0.35235732,0.169014084,0.133802816,0.39805825,0.24514563,0.35679612,0.24711908,114,667,781,"sa388994"
2010,"Oliver Odle","SFG","A+",24,123,0.35365854,1.777777777,0.162679425,0.535885167,0.301435406,0.19047619,0.111111111,0.51904762,0.1952381,0.28571429,0.28279182,99,732,831,"sa388994"
2008,"Oliver Odle","SFG","A",22,136,0.32110092,2.103448275,0.176201372,0.558352402,0.265446224,0.172413793,0.112068965,0.4298441,0.23162584,0.33853007,0.24554707,42,744,786,"sa388994"
2008,"Robert Leonhardt","HOU","A",23,123,0.34311512,1.829268292,0.194444444,0.520833333,0.284722222,0.154471544,0.105691056,0.44395604,0.25274725,0.3032967,0.16526946,167,668,835,"sa388997"
2008,"Kenneth Durst","COL","A-",22,64,0.30851064,1.279411764,0.157608695,0.472826086,0.369565217,0.19117647,0.073529411,0.46666667,0.23589744,0.2974359,0.29571106,64,379,443,"sa389177"
2009,"Kenneth Durst","COL","A+",23,152.2,0.3030303,0.933962264,0.171717171,0.4,0.428282828,0.188679245,0.061320754,0.40980392,0.26862745,0.32156863,0.18283582,267,805,1072,"sa389177"
2010,"Kenneth Durst","COL","A+",24,124.1,0.3276699,0.869109947,0.154028436,0.393364928,0.452606635,0.172774869,0.099476439,0.44212963,0.22916667,0.3287037,0.18262806,228,670,898,"sa389177"
2008,"Levi Maxwell","CHW","A",23,124.2,0.26176471,1.119402985,0.169590643,0.438596491,0.391812865,0.201492537,0.097014925,0.48295455,0.21590909,0.30113636,0.30348259,128,676,804,"sa389178"
2009,"Ryan Tatusko","TEX","A+",24,120.1,0.3015873,1.741666666,0.117962466,0.560321715,0.321715817,0.141666666,0.075,0.46373057,0.20466321,0.33160622,0.24349882,185,661,846,"sa389188"
2007,"Ryan Tatusko","TEX","A-",22,65.1,0.30392157,1.369863013,0.143564356,0.495049504,0.361386138,0.205479452,0.05479452,0.48557692,0.25,0.26442308,0.22111554,119,383,502,"sa389188"
2008,"Ryan Tatusko","TEX","A",23,113,0.30409357,1.527777777,0.204081632,0.481049562,0.314868804,0.277777777,0.083333333,0.46197183,0.2084507,0.32957746,0.26442308,187,645,832,"sa389188"
2013,"Ryan Tatusko","WSN","AAA",28,120.2,0.30571429,1.478260869,0.183381088,0.487106017,0.329512893,0.226086956,0.060869565,0.4494382,0.23033708,0.32022472,0.09471154,855,1225,2080,"sa389188"
2007,"Brian Letko","TOR","R",22,48,0.29230769,1.156862745,0.153846153,0.453846153,0.392307692,0.176470588,0.058823529,0.47761194,0.23880597,0.28358209,0.38157895,29,275,304,"sa389204"
2007,"Steven Otterness","CIN","R",22,48,0.32075472,1.734693877,0.106666666,0.566666666,0.326666666,0.163265306,0.020408163,0.48734177,0.26582278,0.24683544,0.22727273,82,270,352,"sa389205"
2007,"James Dougher","TOR","R",21,52,0.25179856,1.307692307,0.104477611,0.507462686,0.388059701,0.173076923,0.019230769,0.38571429,0.21428571,0.4,0.35988201,45,294,339,"sa389207"
2013,"Andres Santiago","LAD","AA",23,134,0.28306878,2.009615384,0.171957671,0.552910052,0.275132275,0.153846153,0.086538461,0.50387597,0.23514212,0.26098191,0.11229698,856,1299,2155,"sa389212"
2014,"Andres Santiago","LAD","AA",24,129,0.29187817,1.876190476,0.225641025,0.505128205,0.269230769,0.19047619,0.152380952,0.50614251,0.21375921,0.28009828,0.09300141,826,1303,2129,"sa389212"
2011,"Andres Santiago","LAD","A+",21,121.2,0.36842105,1.275362318,0.178010471,0.460732984,0.361256544,0.079710144,0.072463768,0.46428571,0.23469388,0.30102041,0.28834356,236,742,978,"sa389212"
2011,"Scott Moviel","NYM","A+",23,125.1,0.375,1.442424242,0.106430155,0.527716186,0.365853658,0.103030303,0.018181818,0.40948276,0.23922414,0.3512931,0.1871345,179,676,855,"sa389214"
2008,"Scott Moviel","NYM","A",20,120,0.30512821,1.694214876,0.155440414,0.531088082,0.313471502,0.214876033,0.074380165,0.43609023,0.21804511,0.34586466,0.21394231,179,653,832,"sa389214"
2011,"Mike Antonini","LAD","AA",25,148,0.3125,0.564444444,0.228070175,0.278508771,0.493421052,0.231111111,0.084444444,0.39211618,0.26970954,0.33817427,0.09542903,910,1584,2494,"sa389223"
2009,"Mike Antonini","NYM","AA",23,115,0.34316354,0.743016759,0.168,0.354666666,0.477333333,0.195530726,0.050279329,0.40314136,0.28795812,0.30890052,0.24843945,149,652,801,"sa389223"
2010,"Mike Antonini","NYM","AA",24,131.1,0.29336735,0.632352941,0.17369727,0.320099255,0.506203473,0.196078431,0.083333333,0.41809291,0.31784841,0.26405868,0.24921136,169,782,951,"sa389223"
2011,"Andy Reichard","SFG","A+",26,112,0.2798913,1.201612903,0.245856353,0.411602209,0.342541436,0.18548387,0.096774193,0.4591029,0.2585752,0.2823219,0.21629213,134,578,712,"sa389224"
2008,"Andy Reichard","SFG","A-",23,62.2,0.33333333,1.276923076,0.134502923,0.485380116,0.380116959,0.215384615,0.061538461,0.44,0.22285714,0.33714286,0.32885906,81,366,447,"sa389224"
2011,"Dylan Owen","NYM","AAA",24,116.1,0.27002967,0.94117647,0.144092219,0.41498559,0.44092219,0.202614379,0.124183006,0.3988764,0.3005618,0.3005618,0.08607456,678,1146,1824,"sa389225"
2007,"Dylan Owen","NYM","A-",20,72.1,0.2628866,1.693548387,0.092391304,0.570652173,0.336956521,0.209677419,0,0.36979167,0.24479167,0.38541667,0.3030303,60,402,462,"sa389225"
2009,"Dylan Owen","NYM","AA",22,123,0.33656174,0.776649746,0.148418491,0.372262773,0.479318734,0.157360406,0.065989847,0.41314554,0.26760563,0.31924883,0.16684607,235,694,929,"sa389225"
2008,"Dylan Owen","NYM","A+",21,133.2,0.31619537,1.155844155,0.137662337,0.462337662,0.4,0.103896103,0.077922077,0.41,0.2675,0.3225,0.25969828,167,761,928,"sa389225"
2008,"Chance Chapman","PHI","A",24,139,0.31051345,1.485074626,0.163316582,0.5,0.336683417,0.231343283,0.044776119,0.47951807,0.22168675,0.29879518,0.27244898,185,795,980,"sa389241"
2007,"Chance Chapman","PHI","A-",23,77.2,0.29237288,1.54054054,0.156950672,0.511210762,0.331838565,0.121621621,0.013513513,0.47457627,0.21186441,0.31355932,0.28464419,89,445,534,"sa389241"
2007,"Thomas Eager","STL","A-",21,60.2,0.36516854,1.43548387,0.142045454,0.505681818,0.352272727,0.14516129,0.064516129,0.38251366,0.19672131,0.42076503,0.2690678,118,354,472,"sa389285"
2009,"Deryk Hooker","STL","A-",20,61,0.29378531,1.154929577,0.110465116,0.476744186,0.412790697,0.323943661,0.056338028,0.38674033,0.22099448,0.39226519,0.23809524,117,345,462,"sa389288"
2007,"Clegg Snipes","KCR","R",22,63.2,0.36082474,1.580645161,0.153439153,0.518518518,0.328042328,0.161290322,0.096774193,0.38,0.265,0.355,0.23142251,99,372,471,"sa389293"
2010,"Jordan Hotchkiss","CIN","A+",24,113.2,0.24137931,0.971223021,0.138364779,0.424528301,0.437106918,0.244604316,0.064748201,0.42944785,0.24233129,0.32822086,0.23655914,138,606,744,"sa389369"
2009,"James Simmons","OAK","AAA",22,119.2,0.32587065,0.608247422,0.208121827,0.299492385,0.492385786,0.221649484,0.041237113,0.41707317,0.25609756,0.32682927,0.07931034,738,1292,2030,"sa389395"
2008,"James Simmons","OAK","AA",21,136,0.33902439,1.202797202,0.237288135,0.416464891,0.346246973,0.167832167,0.076923076,0.43230404,0.2327791,0.33491686,0.07699317,781,1414,2195,"sa389395"
2013,"James Simmons","OAK","A+",26,113.1,0.32320442,0.802469135,0.168091168,0.37037037,0.461538461,0.179012345,0.086419753,0.37254902,0.27170868,0.3557423,0.19001086,211,710,921,"sa389395"
2008,"Michael Tarsi","MIN","A",21,131.2,0.37231504,1.956896551,0.169491525,0.549636803,0.28087167,0.172413793,0.103448275,0.46882217,0.2517321,0.27944573,0.30982906,158,778,936,"sa389404"
2007,"John Leonard","KCR","R",23,65.1,0.35121951,1.603174603,0.113513513,0.545945945,0.34054054,0.174603174,0.063492063,0.47120419,0.23036649,0.29842932,0.25382932,105,352,457,"sa389413"
2009,"Ryan Zink","NYY","A+",24,135,0.33715596,1.081081081,0.112903225,0.460829493,0.426267281,0.129729729,0.054054054,0.44618834,0.24215247,0.31165919,0.24449108,209,744,953,"sa389424"
2009,"Bobby Blevins","LAD","A",24,153.2,0.29423459,1.262032085,0.14889336,0.474849094,0.376257545,0.160427807,0.058823529,0.40077821,0.24319066,0.35603113,0.21884498,164,823,987,"sa389436"
2010,"Mike McCardell","MIN","AA",25,150,0.31187123,0.880382775,0.233918128,0.358674463,0.407407407,0.200956937,0.110047846,0.42664093,0.27220077,0.3011583,0.17307692,274,818,1092,"sa389657"
2008,"Mike McCardell","MIN","A",23,135.1,0.27624309,0.563451776,0.137254901,0.310924369,0.551820728,0.279187817,0.050761421,0.43665768,0.24797844,0.31536388,0.32601537,115,796,911,"sa389657"
2007,"Daniel Berlind","MIN","R",19,56,0.23076923,1.050847457,0.153846153,0.433566433,0.412587412,0.372881355,0.06779661,0.52348993,0.20134228,0.27516779,0.34643735,96,311,407,"sa389658"
2009,"Daniel Berlind","MIN","A",21,128.2,0.30445545,0.847953216,0.197969543,0.368020304,0.434010152,0.216374269,0.046783625,0.44038929,0.26277372,0.29683698,0.22982635,258,721,979,"sa389658"
2009,"Donald Hume","SEA","A+",23,151.2,0.31380753,0.920560747,0.140167364,0.412133891,0.447698744,0.168224299,0.070093457,0.44556452,0.27822581,0.27620968,0.25203989,249,854,1103,"sa389660"
2010,"Adam Mills","BOS","AAA",25,131.2,0.32644628,1.071038251,0.223360655,0.401639344,0.375,0.207650273,0.092896174,0.48103792,0.25349301,0.26546906,0.06158088,744,1432,2176,"sa389674"
2007,"Adrian Alaniz","WSN","A-",23,60.1,0.24539877,1.177419354,0.134615384,0.467948717,0.397435897,0.209677419,0.032258064,0.47878788,0.24848485,0.27272727,0.34615385,38,352,390,"sa389682"
2009,"Randy Boone","TOR","AA",24,129,0.30827068,1.760330578,0.134715025,0.551813471,0.313471502,0.173553719,0.033057851,0.52605459,0.25558313,0.21836228,0.25997719,200,677,877,"sa389685"
2010,"Randy Boone","TOR","AA",25,133.1,0.29126214,1.68503937,0.168292682,0.521951219,0.309756097,0.141732283,0.062992125,0.48693587,0.23990499,0.27315914,0.27442371,188,723,911,"sa389685"
