Unique Player ID Database,,next: 7940,,,,No Accents ,,Approved Dupe,Report an Issue
Anthony Banda,WSH,P,4146,,,Anthony Banda,,FALSE,
Anthony Baptist,,OF,6992,,,Anthony Baptist,,FALSE,
Anthony Bass,TOR,P,2099,,,Anthony Bass,,FALSE,
Anthony Bemboom,BAL,C,2100,,,Anthony Bemboom,,FALSE,
Anthony Bender,MIA,P,2101,,,Anthony Bender,,FALSE,
Anthony Castro,WSH,P,2102,,,Anthony Castro,,FALSE,
Anthony DeSclafani,MIN,SP,2103,,,Anthony DeSclafani,,FALSE,
Anthony Espinoza,CWS,"2B,3B",5929,,,Anthony Espinoza,,FALSE,
Anthony Flores,,,7331,,,Anthony Flores,,FALSE,
Anthony Garcia,NYY,1B,4464,,,Anthony Garcia,,FALSE,
Anthony Gose,CLE,P,2104,,,Anthony Gose,,FALSE,
Anthony Gutierrez,TEX,OF,3858,,,Anthony Gutierrez,,FALSE,
Anthony Hall,NYY,OF,4471,,,Anthony Hall,,FALSE,
Anthony Huezo,HOU,CF,6902,,,Anthony Huezo,,FALSE,
Anthony Kay,CHC,P,2105,,,Anthony Kay,,FALSE,
Anthony Maldonado,MIA,SIRP,6688,,,Anthony Maldonado,,FALSE,
Anthony Marquez,SFG,SS,7809,,,Anthony Marquez,,FALSE,
Anthony Misiewicz,STL,P,2106,,,Anthony Misiewicz,,FALSE,
Anthony Molina,COL,SP,5928,,,Anthony Molina,,FALSE,
Anthony Morales,TOR,C,5927,,,Anthony Morales,,FALSE,
Anthony Mulrine,LAA,C,5926,,,Anthony Mulrine,,FALSE,
Anthony Prato,MIN,"2B,OF",5925,,,Anthony Prato,,FALSE,
Anthony Quirion,PHI,"C,1B",5924,,,Anthony Quirion,,FALSE,
Anthony Rendon,LAA,3B,2107,,,Anthony Rendon,,FALSE,
Anthony Rizzo,NYY,1B,2108,,,Anthony Rizzo,,FALSE,
Anthony Rodriguez,SF,SS,5923,,,Anthony Rodriguez,,FALSE,
Anthony Santander,BAL,OF,2109,,,Anthony Santander,,FALSE,
Anthony Scull,LAA,OF,7162,,,Anthony Scull,,FALSE,
Anthony Seigler,NYY,C,5922,,,Anthony Seigler,,FALSE,
Anthony Solometo,PIT,LHP,3778,,,Anthony Solometo,,FALSE,
Anthony Swarzak,KC,P,2110,,,Anthony Swarzak,,FALSE,
Anthony Veneziano,KC,MIRP,6923,,,Anthony Veneziano,,FALSE,
Anthony Vilar,SD,C,5921,,,Anthony Vilar,,FALSE,
Anthony Vizcaya,LAD,P,2142,,,Anthony Vizcaya,,FALSE,
Anthony Volpe,NYY,SS,3441,,,Anthony Volpe,,FALSE,
Antoine Duplantis,NYM,OF,5920,,,Antoine Duplantis,,FALSE,
Antoine Kelly,TEX,P,3859,,,Antoine Kelly,,FALSE,
Antoni Flores,BOS,"2B,3B",5919,,,Antoni Flores,,FALSE,
Antonio Anderson,BOS,3B,6627,,,Antonio Anderson,,FALSE,
Antonio Barranca,ATL,C,5918,,,Antonio Barranca,,FALSE,
Antonio Cabello,,LF,4491,,,Antonio Cabello,,FALSE,
Antonio Gomez,NYY,C,4674,,,Antonio Gomez,,FALSE,
Antonio Jimenez,TB,SP,6802,,,Antonio Jimenez,,FALSE,
Antonio Pinero,MIL,SS,5917,,,Antonio Pinero,,FALSE,
Antonio Santos,COL,P,2111,,,Antonio Santos,,FALSE,
Antonio Senzatela,COL,P,2112,,,Antonio Senzatela,,FALSE,
Antony Peguero,MIA,OF,4293,,,Antony Peguero,,FALSE,
Anyelo Marquez,LAA,2B,7824,,,Anyelo Marquez,,FALSE,
Anyesber Sivira,SF,2B,5916,,,Anyesber Sivira,,FALSE,
Aramis Garcia,PHI,C,2113,,,Aramis Garcia,,FALSE,
Arbert Cipion,MIL,OF,5915,,,Arbert Cipion,,FALSE,
Archie Bradley,LAA,P,2114,,,Archie Bradley,,FALSE,
Ariel Almonte,CIN,CF,2115,,,Ariel Almonte,,FALSE,
Ariel Castro,MIN,OF,6146,,,Ariel Castro,,FALSE,
Aristides Aquino,CIN,CF,2116,,,Aristides Aquino,,FALSE,
Arjun Nimmala,TOR,3B,6590,,,Arjun Nimmala,,FALSE,
Armando Cruz,WSH,SS,3878,,,Armando Cruz,,FALSE,
Armani Smith,SF,OF,5914,,,Armani Smith,,FALSE,
Arnaldo Lantigua,LAD,RF,6786,,,Arnaldo Lantigua,,FALSE,
Arodys Vizcaíno,KC,P,4231,Arodys Vizcaino,,Arodys Vizcaino,,FALSE,
Arol Vera,LAA,SS,3673,,,Arol Vera,,FALSE,
Aroldis Chapman,PIT,RP,1902,,,Aroldis Chapman,,FALSE,
Aron Estrada,BAL,2B,3564,,,Aron Estrada,,FALSE,
Aroon Escobar,PHI,2B,6665,,,Aroon Escobar,,FALSE,
Arquimedes Cumana,MIA,"C,1B",5913,,,Arquimedes Cumana,,FALSE,
Arquimedes Gamboa,SF,SS,5912,Arquímedes Gamboa,,Arquimedes Gamboa,,FALSE,
Art Warren,NYY,P,4247,,,Art Warren,,FALSE,
Arturo De Freitas,PHI,C,5911,,,Arturo De Freitas,,FALSE,
Arturo Disla,,,7474,,,Arturo Disla,,FALSE,
Arturo Guerrero,SEA,OF,5910,,,Arturo Guerrero,,FALSE,
Asa Lacy,KC,LHP,3659,,,Asa Lacy,,FALSE,
Asbel Gonzalez,KC,CF,6640,,,Asbel Gonzalez,,FALSE,
Asdrubal Bueno,SEA,"1B,2B",5909,,,Asdrubal Bueno,,FALSE,
Asdrúbal Cabrera,AZ,"3B,SS",2118,Asdrubal Cabrera,,Asdrubal Cabrera,,FALSE,
Asdrubal Martinez,AZ,OF,5908,,,Asdrubal Martinez,,FALSE,
Asher Wojciechowski,SEA,P,2119,,,Asher Wojciechowski,,FALSE,
Ashly Andujar,COL,SS,7196,,,Ashly Andujar,,FALSE,
Ashton Creal,CIN,OF,5907,,,Ashton Creal,,FALSE,
Ashton Goudeau,DET,P,2120,,,Ashton Goudeau,,FALSE,
Ashton Izzi,SEA,RHP,4582,,,Ashton Izzi,,FALSE,
Ashton McGee,MIL,"1B,3B",5906,,,Ashton McGee,,FALSE,
Austin Adams,NYM,RP,2121,,,Austin Adams,,FALSE,
Austin Allen,MIA,C,2122,,,Austin Allen,,FALSE,
Austin Barnes,LAD,C,2123,,,Austin Barnes,,FALSE,
Austin Beck,OAK,CF,4486,,,Austin Beck,,FALSE,
Austin Bergner,DET,P,6051,,,Austin Bergner,,FALSE,
Austin Bernard,COL,C,5905,,,Austin Bernard,,FALSE,
Austin Brice,AZ,P,2124,,,Austin Brice,,FALSE,
Austin Callahan,CIN,3B,5904,,,Austin Callahan,,FALSE,
Austin Charles,KC,SS,4966,,,Austin Charles,,FALSE,
Austin Cox,KC,P,6273,,,Austin Cox,,FALSE,
Austin Davis,HOU,P,2125,,,Austin Davis,,FALSE,
Austin Dean,SF,OF,2126,,,Austin Dean,,FALSE,
Austin Gauthier,LAD,"2B,SS",5903,,,Austin Gauthier,,FALSE,
Austin Gomber,COL,P,2127,,,Austin Gomber,,FALSE,
Austin Gordon,LAA,SP,7848,,,Austin Gordon,,FALSE,
Austin Hansen,HOU,P,2143,,,Austin Hansen,,FALSE,
Austin Hays,BAL,OF,2128,,,Austin Hays,,FALSE,
Austin Hedges,CLE,C,2129,,,Austin Hedges,,FALSE,
Austin Hendrick,CIN,OF,3610,,,Austin Hendrick,,FALSE,
Austin Kitchen,SEA,RP,6484,,,Austin Kitchen,,FALSE,
Austin Krob,SD,LHP,7149,,,Austin Krob,,FALSE,
Austin Love,STL,RHP,3838,,,Austin Love,,FALSE,
Austin Martin,MIN,OF/SS,3718,,,Austin Martin,,FALSE,
Austin Meadows,DET,OF,2130,,,Austin Meadows,,FALSE,
Austin Murr,DET,"1B,OF",5902,,,Austin Murr,,FALSE,
Austin Nola,SD,C,2131,,,Austin Nola,,FALSE,
Austin Overn,BAL,CF,7485,,,Austin Overn,,FALSE,
Austin Peterson,CLE,RHP,3565,,,Austin Peterson,,FALSE,
Austin Pruitt,OAK,P,2132,,,Austin Pruitt,,FALSE,
Austin Riley,ATL,3B,1927,,,Austin Riley,,FALSE,
Austin Romine,CIN,C,2133,,,Austin Romine,,FALSE,
Austin Schultz,DET,OF,5901,,,Austin Schultz,,FALSE,
Austin Shenton,TB,3B,4488,,,Austin Shenton,,FALSE,
Austin Slater,SF,CF,2134,,,Austin Slater,,FALSE,
Austin Smith,ATL,P,6128,,,Austin Smith,,FALSE,
Austin Vernon,TB,RHP,4653,,,Austin Vernon,,FALSE,
Austin Voth,SEA,RP,2135,,,Austin Voth,,FALSE,
Austin Warren,SF,RP,3983,,,Austin Warren,,FALSE,
Austin Wells,NYY,C,3502,,,Austin Wells,,FALSE,
Austin Wynns,CIN,C,4192,,,Austin Wynns,,FALSE,
Avery Weems,TEX,P,6081,,,Avery Weems,,FALSE,
Avisaíl García,MIA,OF,2136,Avisail Garcia,,Avisail Garcia,,FALSE,
Axel Andueza,AZ,1B,5900,,,Axel Andueza,,FALSE,
Axel Sanchez,SEA,SS,3698,,,Axel Sanchez,,FALSE,
Axiel Plaz,PIT,C,4639,,,Axiel Plaz,,FALSE,
Ayden Johnson,ATH,3B,7810,,,Ayden Johnson,,FALSE,
B.J. Murry Jr.,,,7343,#REF!,B.J. Murry,B.J. Murry Jr.,,FALSE,
Bailey Falter,PIT,SP,2137,,,Bailey Falter,,FALSE,
Bailey Horn,CHC,LHP,7187,,,Bailey Horn,,FALSE,
Bailey Ober,MIN,P,2138,,,Bailey Ober,,FALSE,
Baron Radcliff,PHI,1B,5899,,,Baron Radcliff,,FALSE,
Barrett Kent,LAA,SP,6942,,,Barrett Kent,,FALSE,
Bayron Lora,TEX,RF,4483,,,Bayron Lora,,FALSE,
Beau Brieske,DET,P,4097,,,Beau Brieske,,FALSE,
Beau Brundage,TB,OF,5898,,,Beau Brundage,,FALSE,
Beau Burrows,LAD,P,2139,,,Beau Burrows,,FALSE,
Beau Philip,ATL,"2B,3B",5897,,,Beau Philip,,FALSE,
Beau Sulser,,,4170,,,Beau Sulser,,FALSE,
Beau Taylor,BAL,C,6442,,,Beau Taylor,,FALSE,
Beck Way,KC,RHP,3668,,,Beck Way,,FALSE,
Ben Bowden,PHI,P,2140,,,Ben Bowden,,FALSE,
Ben Braymer,WSH,P,6295,,,Ben Braymer,,FALSE,
Ben Brown,CHC,RHP,3586,,,Ben Brown,,FALSE,
Ben Casparius,LAD,MIRP,6787,,,Ben Casparius,,FALSE,
Ben Cowles,NYY,"2B,SS",4007,Benjamin Cowles,,Ben Cowles,,FALSE,
Ben DeLuzio,CHC,CF,4354,,,Ben DeLuzio,,FALSE,
Ben Gamel,TB,"1B,OF",2141,,,Ben Gamel,,FALSE,
Ben Harris,LAD,RP,5896,,,Ben Harris,,FALSE,
Ben Heller,TB,P,6200,,,Ben Heller,,FALSE,
Ben Hernandez,KC,P,3671,,,Ben Hernandez,,FALSE,
Ben Hess,NYY,RHP,7662,,,Ben Hess,,FALSE,
Ben Joyce,LAA,SIRP,3963,,,Ben Joyce,,FALSE,
Ben Kudrna,KC,RHP,3663,,,Ben Kudrna,,FALSE,
Ben Leeper,CHC,SIRP,6908,,,Ben Leeper,,FALSE,
Ben Lively,CLE,"SP,RP",6184,,,Ben Lively,,FALSE,
Ben Madison,SF,SIRP,6922,,,Ben Madison,,FALSE,
Ben Malgeri,DET,OF,5895,,,Ben Malgeri,,FALSE,
Ben Metzinger,MIL,3B,6849,,,Ben Metzinger,,FALSE,
Ben Meyer,MIA,P,6234,,,Ben Meyer,,FALSE,
Ben Norman,CWS,OF,5894,,,Ben Norman,,FALSE,
Ben Peoples,TB,SP,5893,,,Ben Peoples,,FALSE,
Ben Ramirez,SEA,"2B,3B",5892,,,Ben Ramirez,,FALSE,
Ben Rice,NYY,"C,1B",5891,,,Ben Rice,,FALSE,
Ben Rortvedt,NYY,C,2144,,,Ben Rortvedt,,FALSE,
Ben Ross,MIN,,6549,,,Ben Ross,,FALSE,
Ben Shields,NYY,SIRP,7861,,,Ben Shields,,FALSE,
Ben Taylor,DET,P,6216,,,Ben Taylor,,FALSE,
Ben Williamson,SEA,3B,7151,,,Ben Williamson,,FALSE,
Benjamin Sems,COL,"SS,3B",5889,,,Benjamin Sems,,FALSE,
Bennett Hostetler,MIA,C,5888,,,Bennett Hostetler,,FALSE,
Bennett Sousa,HOU,RP,4254,,,Bennett Sousa,,FALSE,
Benny Montgomery,COL,OF,3620,,,Benny Montgomery,,FALSE,
Benyamin Bailey,CWS,CF,5887,,,Benyamin Bailey,,FALSE,
Bernardo Flores Jr.,COL,P,2145,Bernardo Flores Jr,Bernardo Flores,Bernardo Flores Jr.,,FALSE,
Beyker Pastran,MIL,"1B,3B",5886,,,Beyker Pastran,,FALSE,
Billy Amick,MIN,3B,7691,,,Billy Amick,,FALSE,
Billy Cook,BAL,"2B,OF",5885,,,Billy Cook,,FALSE,
Billy Hamilton,CWS,OF,2146,,,Billy Hamilton,,FALSE,
Billy McKinney,NYY,OF,2147,,,Billy McKinney,,FALSE,
Bishop Letson,MIL,P,7066,,,Bishop Letson,,FALSE,
BJ Murray Jr.,CHC,"1B,3B",5884,BJ Murray Jr,BJ Murray,BJ Murray Jr.,,FALSE,
Blade Tidwell,NYM,SP,3916,,,Blade Tidwell,,FALSE,
Bladimir Restituyo,COL,OF,5883,,,Bladimir Restituyo,,FALSE,
Blaine Crim,TEX,1B,3985,,,Blaine Crim,,FALSE,
Blaine Hardy,MIL,P,2148,,,Blaine Hardy,,FALSE,
Blaine Knight,BAL,P,2177,,,Blaine Knight,,FALSE,
Blaine McIntosh,NYM,OF,5882,,,Blaine McIntosh,,FALSE,
Blair Calvo,COL,P,6363,,,Blair Calvo,,FALSE,
Blair Henley,HOU,P,2149,,,Blair Henley,,FALSE,
Blake Adams,,,7394,,,Blake Adams,,FALSE,
Blake Beers,,,7458,,,Blake Beers,,FALSE,
Blake Burke,MIL,1B,7611,,,Blake Burke,,FALSE,
Blake Burkhalter,ATL,RHP,4309,,,Blake Burkhalter,,FALSE,
Blake Cederlind,PIT,P,2182,,,Blake Cederlind,,FALSE,
Blake Dickerson,SD,P,7052,,,Blake Dickerson,,FALSE,
Blake Dunn,CIN,OF,6981,,,Blake Dunn,,FALSE,
Blake Hunt,SEA,C,5881,,,Blake Hunt,,FALSE,
Blake Larson,CWS,LHP,7676,,,Blake Larson,,FALSE,
Blake Mitchell,KC,C,6602,,,Blake Mitchell,,FALSE,
Blake Parker,STL,P,2150,,,Blake Parker,,FALSE,
Blake Perkins,MIL,CF,5880,,,Blake Perkins,,FALSE,
Blake Rutherford,WSH,CF,5879,,,Blake Rutherford,,FALSE,
Blake Sabol,SF,"C,OF",5878,,,Blake Sabol,,FALSE,
Blake Snell,SD,P,1887,,,Blake Snell,,FALSE,
Blake Taylor,HOU,P,2151,,,Blake Taylor,,FALSE,
Blake Treinen,LAD,P,2152,,,Blake Treinen,,FALSE,
Blake Walston,AZ,LHP,3504,,,Blake Walston,,FALSE,
Blake Wolters,KC,SP,6638,,,Blake Wolters,,FALSE,
Blas Castano,NYY,SP,6761,,,Blas Castano,,FALSE,
Blayberg Diaz,MIL,C,5877,,,Blayberg Diaz,,FALSE,
Blayne Enlow,MIN,P,4511,,,Blayne Enlow,,FALSE,
Blaze Alexander,AZ,SS,4158,,,Blaze Alexander,,FALSE,
Blaze Jordan,BOS,3B,3570,,,Blaze Jordan,,FALSE,
Bligh Madris,HOU,"1B,OF",4432,,,Bligh Madris,,FALSE,
Bo Bichette,TOR,SS,1928,,,Bo Bichette,,FALSE,
Bo Davidson,SF,OF,7726,,,Bo Davidson,,FALSE,
Bo Naylor,CLE,C,3996,Noah Naylor,,Bo Naylor,,FALSE,
Bobby Bradley,CLE,1B,2153,,,Bobby Bradley,,FALSE,
Bobby Dalbec,BOS,"1B,3B",2154,,,Bobby Dalbec,,FALSE,
Bobby Miller,LAD,RHP,3458,,,Bobby Miller,,FALSE,
Bobby Seymour,TB,1B,5876,,,Bobby Seymour,,FALSE,
Bobby Wahl,LAD,P,6219,,,Bobby Wahl,,FALSE,
Bobby Witt Jr.,KC,"3B,SS",4295,Bobby Witt,Bobby Witt Jr,Bobby Witt Jr.,,FALSE,
Boston Baro,,SS,7104,,,Boston Baro,,FALSE,
Boston Bateman,SDP,LHP,7639,,,Boston Bateman,,FALSE,
Bowden Francis,TOR,P,4137,,,Bowden Francis,,FALSE,
Brad Boxberger,CHC,P,2155,,,Brad Boxberger,,FALSE,
Brad Brach,ATL,P,2156,,,Brad Brach,,FALSE,
Brad Hand,PHI,P,2157,,,Brad Hand,,FALSE,
Brad Keller,KC,P,2158,,,Brad Keller,,FALSE,
Brad Lord,WSH,SP,7730,,,Brad Lord,,FALSE,
Brad Miller,TEX,"3B,OF",2159,,,Brad Miller,,FALSE,
Brad Peacock,KC,P,2160,,,Brad Peacock,,FALSE,
Brad Wieck,CHC,P,2161,,,Brad Wieck,,FALSE,
Braden Bishop,AZ,CF,2162,,,Braden Bishop,,FALSE,
Braden Montgomery,BOS,OF,7657,,,Braden Montgomery,,FALSE,
Braden Nett,SD,RHP,7246,,,Braden Nett,,FALSE,
Braden Shewmake,CWS,SS,3547,,,Braden Shewmake,,FALSE,
Braden Shipley,SEA,P,6183,,,Braden Shipley,,FALSE,
Bradford Webb,TEX,RP,5875,,,Bradford Webb,,FALSE,
Bradgley Rodriguez,SD,RHP,4611,,,Bradgley Rodriguez,,FALSE,
Bradlee Beesley,CHC,OF,5874,,,Bradlee Beesley,,FALSE,
Bradley Blalock,MIL,SP,6626,,,Bradley Blalock,,FALSE,
Bradley Zimmer,LAD,CF,2163,,,Bradley Zimmer,,FALSE,
Brady Allen,MIA,OF,5873,,,Brady Allen,,FALSE,
Brady Basso,OAK,P,7170,,,Brady Basso,,FALSE,
Brady House,WSH,SS,3482,,,Brady House,,FALSE,
Brady Lail,SEA,P,2164,,,Brady Lail,,FALSE,
Brady Lindsly,WSH,C,5872,,,Brady Lindsly,,FALSE,
Brady McConnell,KC,SS,4527,,,Brady McConnell,,FALSE,
Brady Singer,KC,P,2165,,,Brady Singer,,FALSE,
Brady Smith,LAD,SP,6656,,,Brady Smith,,FALSE,
Brady Whalen,STL,1B,5871,,,Brady Whalen,,FALSE,
Braeden Ogle,PIT,P,6324,,,Braeden Ogle,,FALSE,
Braian Fernandez,WSH,OF,5870,,,Braian Fernandez,,FALSE,
Braiden Ward,COL,OF,5869,,,Braiden Ward,,FALSE,
Brailer Guerrero,TB,OF,6145,,,Brailer Guerrero,,FALSE,
Brailyn Antunez,MIL,OF,4143,,,Brailyn Antunez,,FALSE,
Brailyn Marquez,CHC,P,3587,,,Brailyn Marquez,,FALSE,
Brainer Bonaci,BOS,SS,2166,,,Brainer Bonaci,,FALSE,
Bralyn Brazoban,PIT,OF,7241,,,Bralyn Brazoban,,FALSE,
Brandan Bidois,PIT,RHP,7243,,,Brandan Bidois,,FALSE,
Branden Boissiere,WSH,1B,2167,,,Branden Boissiere,,FALSE,
Branden Fryman,NYM,"2B,SS,3B",5868,,,Branden Fryman,,FALSE,
Brando Mayea,NYY,OF,6139,,,Brando Mayea,,FALSE,
Brandol Mezquita,ATL,OF,5867,,,Brandol Mezquita,,FALSE,
Brandon Bailey,CIN,P,6298,,,Brandon Bailey,,FALSE,
Brandon Barriera,TOR,SP,3907,,,Brandon Barriera,,FALSE,
Brandon Belt,TOR,1B,2168,,,Brandon Belt,,FALSE,
Brandon Bielak,HOU,P,2169,,,Brandon Bielak,,FALSE,
Brandon Birdsell,CHC,SIRP,3960,,,Brandon Birdsell,,FALSE,
Brandon Bossard,CWS,"2B,SS",5866,,,Brandon Bossard,,FALSE,
Brandon Brennan,ATL,P,2170,,,Brandon Brennan,,FALSE,
Brandon Crawford,SF,SS,2171,,,Brandon Crawford,,FALSE,
Brandon Dickson,STL,P,2172,,,Brandon Dickson,,FALSE,
Brandon Dixon,SD,Util,4392,,,Brandon Dixon,,FALSE,
Brandon Drury,LAA,"1B,2B,3B",2173,,,Brandon Drury,,FALSE,
Brandon Eisert,TB,RP,5283,,,Brandon Eisert,,FALSE,
Brandon Finnegan,CWS,P,6180,,,Brandon Finnegan,,FALSE,
Brandon Hernandez,STL,"2B,SS",5865,,,Brandon Hernandez,,FALSE,
Brandon Howlett,BOS,"3B,OF",5864,,,Brandon Howlett,,FALSE,
Brandon Hughes,CHC,P,4257,,,Brandon Hughes,,FALSE,
Brandon Kintzler,SD,P,2174,,,Brandon Kintzler,,FALSE,
Brandon Leibrandt,CHC,P,6338,,,Brandon Leibrandt,,FALSE,
Brandon Lewis,LAD,1B,5863,,,Brandon Lewis,,FALSE,
Brandon Lockridge,NYY,CF,3752,,,Brandon Lockridge,,FALSE,
Brandon Lowe,TB,2B,1929,,,Brandon Lowe,,FALSE,
Brandon Marsh,PHI,CF,2175,,,Brandon Marsh,,FALSE,
Brandon Martorano,SF,C,5862,,,Brandon Martorano,,FALSE,
Brandon Maurer,PIT,P,2196,,,Brandon Maurer,,FALSE,
Brandon McIlwain,NYM,OF,5861,,,Brandon McIlwain,,FALSE,
Brandon Neely,BOS,RP,7520,,,Brandon Neely,,FALSE,
Brandon Nimmo,NYM,CF,2176,,,Brandon Nimmo,,FALSE,
Brandon Parker,ATL,OF,5860,,,Brandon Parker,,FALSE,
Brandon Pfaadt,AZ,RHP,3532,,,Brandon Pfaadt,,FALSE,
Brandon Sproat,NYM,SP,3930,,,Brandon Sproat,,FALSE,
Brandon Valenzuela,SD,C,3798,,,Brandon Valenzuela,,FALSE,
Brandon Waddell,STL,P,2178,,,Brandon Waddell,,FALSE,
Brandon Walter,BOS,LHP,3572,,,Brandon Walter,,FALSE,
Brandon Williamson,CIN,LHP,3505,,,Brandon Williamson,,FALSE,
Brandon Winokur,MIN,RF,6880,,,Brandon Winokur,,FALSE,
Brandon Woodruff,MIL,P,1903,,,Brandon Woodruff,,FALSE,
Brandon Workman,TEX,P,2179,,,Brandon Workman,,FALSE,
Brandon Young,BAL,SP,6821,,,Brandon Young,,FALSE,
Brandyn Garcia,SEA,LHP,7713,,,Brandyn Garcia,,FALSE,
Brandyn Sittinger,ATL,P,2180,,,Brandyn Sittinger,,FALSE,
Branlyn Jaraba,MIL,"1B,3B",5859,,,Branlyn Jaraba,,FALSE,
Branneli Franco,STL,RHP,7254,,,Branneli Franco,,FALSE,
Branny De Oleo,NYM,SS,7226,,,Branny De Oleo,,FALSE,
Brant Hurter,DET,P,5858,,,Brant Hurter,,FALSE,
Braulio Vasquez,ATL,1B,5857,,,Braulio Vasquez,,FALSE,
Braxton Ashcraft,PIT,P,6263,Braxton Aschraft,,Braxton Ashcraft,,FALSE,
Braxton Fulford,COL,C,5856,,,Braxton Fulford,,FALSE,
Braxton Garrett,MIA,P,2181,,,Braxton Garrett,,FALSE,
Braxton Roxby,SFG,SIRP,7859,,,Braxton Roxby,,FALSE,
Brayan Bello,BOS,RHP,3475,,,Brayan Bello,,FALSE,
Brayan Buelvas,OAK,CF,3758,,,Brayan Buelvas,,FALSE,
Brayan Castillo,COL,SIRP,6700,,,Brayan Castillo,,FALSE,
Brayan Cortesia,WAS,SS,4314,,,Brayan Cortesia,,FALSE,
Brayan Hernandez,BAL,"C,1B",5855,,,Brayan Hernandez,,FALSE,
Brayan Medina,SD,P,3725,,,Brayan Medina,,FALSE,
Brayan Mendoza,MIA,SP,7564,,,Brayan Mendoza,,FALSE,
Brayan Narvaez,SFG,SP,7823,,,Brayan Narvaez,,FALSE,
Brayan Perez,SEA,P,6308,,,Brayan Perez,,FALSE,
Brayan Rocchio,CLE,INF,3516,,,Brayan Rocchio,,FALSE,
Brayden Taylor,TB,3B,6609,,,Brayden Taylor,,FALSE,
Braydon Fisher,LAD,P,6275,,,Braydon Fisher,,FALSE,
Braylen Wimmer,COL,SS,7845,,,Braylen Wimmer,,FALSE,
Braylin Minier,CIN,3B,5854,,,Braylin Minier,,FALSE,
Braylin Morel,TEX,OF,7257,,,Braylin Morel,,FALSE,
Braylin Tavera,BAL,OF,4654,,,Braylin Tavera,,FALSE,
Braylon Doughty,CLE,RHP,7679,,,Braylon Doughty,,FALSE,
Braylon Payne,MIL,OF,7609,,,Braylon Payne,,FALSE,
Breidy Encarnacion,,,7314,,,Breidy Encarnacion,,FALSE,
Breiling Eusebio,COL,P,6271,,,Breiling Eusebio,,FALSE,
Brenan Hanifee,DET,P,2207,,,Brenan Hanifee,,FALSE,
Brendan Beck,NYY,P,6356,,,Brendan Beck,,FALSE,
Brendan Donovan,STL,"1B,2B,3B,SS,OF",3989,,,Brendan Donovan,,FALSE,
Brendan Hardy,NYM,SIRP,6915,,,Brendan Hardy,,FALSE,
Brendan Mckay,TB,LHP,3974,Brendan McKay,,Brendan Mckay,,FALSE,
Brendan McKay (Batter),TB,1B,6435,,,Brendan McKay (Batter),,FALSE,
Brendan Rodgers,COL,2B,2183,,,Brendan Rodgers,,FALSE,
Brendan Tunink,LAD,OF,4349,,,Brendan Tunink,,FALSE,
Brendan White,DET,P,6374,,,Brendan White,,FALSE,
Brenden Dixon,PIT,"1B,3B",5853,,,Brenden Dixon,,FALSE,
Brendon Davis,DET,OF,4400,,,Brendon Davis,,FALSE,
Brendon Little,TOR,RP,4242,,,Brendon Little,,FALSE,
Brendt Citta,PIT,"1B,OF",5852,,,Brendt Citta,,FALSE,
Brennan Bernardino,BOS,"SP,RP",4149,,,Brennan Bernardino,,FALSE,
Brennan Malone,PIT,P,4547,,,Brennan Malone,,FALSE,
Brennan Milone,,,7457,,,Brennan Milone,,FALSE,
Brennen Davis,CHC,OF,3459,,,Brennen Davis,,FALSE,
Brenner Cox,WSH,CF,6023,,,Brenner Cox,,FALSE,
Brennon McNair,KC,"SS,3B",5851,,,Brennon McNair,,FALSE,
Brent Diaz,MIL,C,5850,,,Brent Diaz,,FALSE,
Brent Headrick,MIN,P,6365,,,Brent Headrick,,FALSE,
Brent Honeywell,TB,RHP,3976,,,Brent Honeywell,,FALSE,
Brent Honeywell Jr.,SD,P,4494,Brent Honeywell Jr,Brent Honeywell,Brent Honeywell Jr.,,FALSE,
Brent Rooker,OAK,OF,2184,,,Brent Rooker,,FALSE,
Brent Suter,CIN,RP,2185,,,Brent Suter,,FALSE,
Brenton Doyle,COL,OF,3623,,,Brenton Doyle,,FALSE,
Bret Boswell,COL,"2B,3B",6493,,,Bret Boswell,,FALSE,
Brett Anderson,MIL,P,2186,,,Brett Anderson,,FALSE,
Brett Auerbach,SF,"C,2B",5849,,,Brett Auerbach,,FALSE,
Brett Banks,NYM,SIRP,6744,,,Brett Banks,,FALSE,
Brett Barrera,NYY,2B,6943,,,Brett Barrera,,FALSE,
Brett Bateman,CHC,CF,6772,,,Brett Bateman,,FALSE,
Brett Baty,NYM,3B/OF,3452,,,Brett Baty,,FALSE,
Brett Conine,HOU,P,6314,,,Brett Conine,,FALSE,
Brett de Geus,AZ,P,2187,,,Brett de Geus,,FALSE,
Brett Eibner,MIA,P,6197,,,Brett Eibner,,FALSE,
Brett Gardner,NYY,CF,2188,,,Brett Gardner,,FALSE,
Brett Graves,MIA,P,6228,,,Brett Graves,,FALSE,
Brett Harris,OAK,3B,4670,,,Brett Harris,,FALSE,
Brett Kennedy,SD,P,6239,,,Brett Kennedy,,FALSE,
Brett Martin,TEX,P,2189,,,Brett Martin,,FALSE,
Brett Phillips,LAA,CF,2190,,,Brett Phillips,,FALSE,
Brett Rodriguez,SEA,"2B,OF",5848,,,Brett Rodriguez,,FALSE,
Brett Schulze,,,7325,,,Brett Schulze,,FALSE,
Brett Sullivan,SD,C,6501,,,Brett Sullivan,,FALSE,
Brett Wichrowski,MIL,RHP,7606,,,Brett Wichrowski,,FALSE,
