player_id,name,team,position,Games Played,Games Played,Games Started,Batting Average,On-base Percentage,Slugging Percentage,At Bats,Runs,Hits,Singles,Doubles,Triples,Home Runs,Runs Batted In,Sacrifice Hits,Sacrifice Flys,Stolen Bases,Caught Stealing,Walks,Intentional Walks,Hit By Pitch,Strikeouts,Ground Into Double Play,Total Bases,Pitching Appearances,Games Started (Pitching),Earned Run Average,(Walks + Hits)/ Innings Pitched,Wins,Losses,Complete Games,Shutouts,Saves,Outs,Hits Allowed,Total Batters Faced,Runs Allowed,Earned Runs,Home Runs Allowed,Walks Issued,Intentional Walks Issued,Hit Batters,Strikeouts (Pitching),Wild Pitches,Balks,Stolen Bases Allowed,Batters Grounded Into Double Plays,Save Chances,Holds,Total Bases Allowed,Innings Pitched,Putouts,Assists,Errors,Fielding Percentage,On-base + Slugging Percentage,Strikeouts per Walk Ratio,Strikeouts per Nine Innings,Team,League,Hits / At Bats,Extra Base Hits,Net Stolen Bases,Stolen Base Percentage,Hitting for the Cycle,Plate Appearances,Grand Slam Home Runs,Pitch Count,Doubles Allowed,Triples Allowed,Relief Wins,Relief Losses,Pickoffs,Relief Appearances,On-base Percentage Against,Winning Percentage,Singles Allowed,Hits Per Nine Innings,Walks Per Nine Innings,No Hitters,Perfect Games,Save Percentage,Inherited Runners Scored,Quality Starts,Blown Saves,Net Saves,Outfield Assists,Double Plays Turned,Catcher Interference,Saves + Holds,Net Saves and Holds,Net Wins
8949,DJ LeMahieu,New York Yankees,3B,67,67,55,.204,.269,.259,201,19,41,34,5,0,2,26,1,6,0,1,19,0,1,35,13,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,82,3,.990,.528,,,-,-,,7,-1,.000,0,228,1,,,,,,,,,,,,,,,,,,,,0,20,0,,,
10186,J.D. Davis,Los Angeles Angels,3B,46,46,39,.218,.293,.338,142,13,31,22,5,0,4,6,0,0,0,0,12,0,3,39,5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,27,1,.994,.631,,,-,-,,9,0,-,0,157,0,,,,,,,,,,,,,,,,,,,,0,18,0,,,
61600,Andruw Monasterio,Milwaukee Brewers,3B,59,59,34,.208,.303,.272,125,14,26,20,5,0,1,16,0,0,6,2,16,0,1,40,3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,72,6,.953,.575,,,-,-,,6,4,.750,0,142,0,,,,,,,,,,,,,,,,,,,,0,19,0,,,
12544,Casey Schmitt,San Francisco Giants,3B,40,40,30,.252,.283,.477,107,11,27,16,4,1,6,16,0,1,0,0,4,0,1,25,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,60,3,.968,.760,,,-,-,,11,0,-,0,113,0,,,,,,,,,,,,,,,,,,,,0,12,0,,,
11524,Gabriel Arias,Cleveland Guardians,3B,53,53,43,.222,.255,.353,153,15,34,21,9,1,3,15,0,1,5,2,6,0,1,53,4,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,83,6,.959,.608,,,-,-,,13,3,.714,0,161,0,,,,,,,,,,,,,,,,,,,,0,12,0,,,
12318,José Tena,Washington Nationals,3B,44,44,42,.267,.298,.354,161,14,43,35,5,0,3,15,0,0,6,1,7,0,0,41,1,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,74,10,.912,.652,,,-,-,,8,5,.857,0,168,0,,,,,,,,,,,,,,,,,,,,0,20,0,,,
11415,Blaze Alexander,Arizona Diamondbacks,3B,61,61,48,.247,.321,.343,166,19,41,31,7,0,3,21,1,0,3,1,15,0,3,49,1,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,77,6,.953,.664,,,-,-,,10,2,.750,0,185,1,,,,,,,,,,,,,,,,,,,,0,16,0,,,
11395,Vidal Bruján,Chicago Cubs,3B,102,102,68,.222,.303,.319,248,32,55,37,14,2,2,16,1,0,5,6,25,3,4,54,5,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,139,9,.966,.622,,,-,-,,18,-1,.455,0,278,0,,,,,,,,,,,,,,,,,,,,1,29,0,,,
11309,Kody Clemens,Philadelphia Phillies,3B,43,43,24,.219,.258,.447,114,17,25,10,9,1,5,18,0,0,0,0,5,0,1,29,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,37,3,.979,.705,,,-,-,,15,0,-,0,120,0,,,,,,,,,,,,,,,,,,,,0,10,0,,,
10203,Tyler Wade,San Diego Padres,3B,90,90,38,.217,.285,.239,138,28,30,27,3,0,0,8,4,0,8,1,11,0,2,29,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,53,3,.971,.524,,,-,-,,3,7,.889,0,156,0,,,,,,,,,,,,,,,,,,,,0,5,1,,,
12741,Addison Barger,Toronto Blue Jays,3B,69,69,55,.197,.250,.351,208,20,41,23,11,0,7,28,0,1,2,0,14,0,1,60,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,49,7,.949,.601,,,-,-,,18,2,1.000,0,225,0,,,,,,,,,,,,,,,,,,,,3,7,1,,,
9106,Anthony Rendon,Los Angeles Angels,3B,57,57,56,.218,.307,.267,206,21,45,35,10,0,0,14,0,4,6,1,23,0,5,35,4,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,87,5,.961,.574,,,-,-,,10,5,.857,0,238,0,,,,,,,,,,,,,,,,,,,,0,9,0,,,
61948,Daniel Schneemann,Cleveland Guardians,3B,73,73,61,.218,.303,.368,193,17,42,25,10,2,5,22,0,3,3,2,25,0,0,70,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,68,6,.963,.671,,,-,-,,17,1,.600,0,221,0,,,,,,,,,,,,,,,,,,,,2,12,0,,,
10874,Tyler Nevin,Baltimore Orioles,3B,87,87,68,.204,.288,.331,245,22,50,33,10,0,7,20,0,3,1,0,25,0,5,64,5,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,38,4,.987,.619,,,-,-,,17,1,1.000,0,278,0,,,,,,,,,,,,,,,,,,,,0,25,0,,,
60173,Justyn-Henry Malloy,Detroit Tigers,3B,71,71,57,.203,.291,.366,202,18,41,25,7,1,8,21,0,2,1,1,23,0,3,85,2,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,1.000,.657,,,-,-,,16,0,.500,0,230,1,,,,,,,,,,,,,,,,,,,,0,0,0,,,
60266,Brooks Lee,Minnesota Twins,3B,50,50,42,.221,.265,.320,172,9,38,28,6,1,3,27,0,2,3,0,11,2,0,27,6,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,78,4,.969,.585,,,-,-,,10,3,1.000,0,185,0,,,,,,,,,,,,,,,,,,,,0,9,0,,,
9900,Yoán Moncada,Los Angeles Angels,3B,12,12,11,.275,.356,.400,40,4,11,7,3,1,0,0,0,0,1,0,5,0,0,11,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,21,2,.935,.756,,,-,-,,4,1,1.000,0,45,0,,,,,,,,,,,,,,,,,,,,0,4,0,,,
12400,Angel Martínez,Cleveland Guardians,3B,43,43,39,.232,.298,.338,151,16,35,25,7,0,3,11,1,2,3,1,15,0,0,33,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,7,3,.961,.636,,,-,-,,10,2,.750,0,169,0,,,,,,,,,,,,,,,,,,,,1,0,0,,,
11306,Nick Madrigal,New York Mets,3B,51,51,21,.221,.280,.256,86,5,19,16,3,0,0,10,1,0,1,0,4,0,3,10,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,45,2,.971,.536,,,-,-,,3,1,1.000,0,94,0,,,,,,,,,,,,,,,,,,,,0,8,0,,,
60457,Trey Lipscomb,Washington Nationals,3B,61,61,57,.200,.268,.232,190,20,38,34,3,0,1,10,1,1,11,2,16,0,2,40,7,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,110,9,.946,.500,,,-,-,,4,9,.846,0,211,0,,,,,,,,,,,,,,,,,,,,0,16,1,,,
10570,Luis Urías,Seattle Mariners,3B,41,41,29,.191,.303,.394,94,11,18,7,7,0,4,16,0,0,0,0,9,0,6,34,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,51,6,.929,.697,,,-,-,,11,0,-,0,109,0,,,,,,,,,,,,,,,,,,,,0,7,0,,,
60891,Nick Sogard,Boston Red Sox,3B,31,31,23,.273,.326,.325,77,13,21,17,4,0,0,8,0,2,3,0,7,0,0,25,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,58,1,.989,.651,,,-,-,,4,3,1.000,0,86,0,,,,,,,,,,,,,,,,,,,,0,10,0,,,
11781,Miguel Vargas,Chicago White Sox,3B,72,72,61,.150,.249,.257,206,22,31,19,7,0,5,16,0,3,3,1,25,0,3,57,4,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,63,5,.960,.506,,,-,-,,12,2,.750,0,237,0,,,,,,,,,,,,,,,,,,,,3,10,0,,,
11651,Danny Mendick,Chicago White Sox,3B,47,47,35,.197,.243,.318,132,13,26,16,7,0,3,8,1,0,6,0,6,0,2,35,3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,64,3,.972,.561,,,-,-,,10,6,1.000,0,141,0,,,,,,,,,,,,,,,,,,,,0,10,0,,,
11824,Owen Miller,Colorado Rockies,3B,14,14,7,.185,.185,.222,27,2,5,4,1,0,0,3,0,0,0,0,0,0,0,8,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,6,0,1.000,.407,,,-,-,,1,0,-,0,27,0,,,,,,,,,,,,,,,,,,,,0,6,0,,,
12558,Curtis Mead,Tampa Bay Rays,3B,38,38,34,.238,.282,.287,122,10,29,25,3,0,1,7,0,1,2,0,6,0,2,30,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,56,4,.958,.569,,,-,-,,4,2,1.000,0,132,0,,,,,,,,,,,,,,,,,,,,0,8,1,,,
12144,Nick Loftin,Kansas City Royals,3B,56,56,42,.189,.282,.236,148,15,28,23,4,0,1,14,1,2,1,0,19,0,1,24,4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,89,4,.975,.518,,,-,-,,5,1,1.000,0,171,0,,,,,,,,,,,,,,,,,,,,0,21,0,,,
11758,Aaron Schunk,Colorado Rockies,3B,39,39,28,.234,.265,.330,94,14,22,17,3,0,2,7,0,0,0,1,4,1,0,31,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,69,1,.991,.595,,,-,-,,5,-1,.000,0,98,0,,,,,,,,,,,,,,,,,,,,0,15,0,,,
11153,Pablo Reyes,New York Yankees,3B,22,22,14,.183,.234,.217,60,5,11,9,2,0,0,5,0,0,1,2,3,0,1,19,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,38,4,.935,.451,,,-,-,,2,-1,.333,0,64,0,,,,,,,,,,,,,,,,,,,,0,4,0,,,
12417,Bryan Ramos,Chicago White Sox,3B,32,32,27,.202,.252,.333,99,13,20,13,4,0,3,11,0,1,0,2,7,0,0,22,3,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,38,1,.982,.585,,,-,-,,7,-2,.000,0,108,0,,,,,,,,,,,,,,,,,,,,0,4,1,,,
12306,Eguy Rosario,San Diego Padres,3B,30,30,11,.245,.286,.528,53,5,13,4,6,0,3,6,1,0,0,0,2,0,1,20,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,26,1,.974,.814,,,-,-,,9,0,-,0,57,0,,,,,,,,,,,,,,,,,,,,0,4,0,,,
62183,Eric Wagaman,Miami Marlins,3B,18,18,17,.250,.270,.403,72,6,18,11,5,0,2,10,0,0,0,0,2,0,0,17,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,39,4,.926,.673,,,-,-,,7,0,-,0,74,0,,,,,,,,,,,,,,,,,,,,0,4,0,,,
62212,Oliver Dunn,Milwaukee Brewers,3B,41,41,22,.221,.282,.316,95,11,21,16,2,2,1,7,1,0,3,0,6,0,2,40,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,37,0,1.000,.598,,,-,-,,5,3,1.000,0,104,0,,,,,,,,,,,,,,,,,,,,0,4,0,,,
10920,Luis Guillorme,Atlanta Braves,3B,77,77,45,.205,.301,.273,161,14,33,23,9,1,0,10,1,2,4,2,23,0,0,36,7,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,116,2,.989,.574,,,-,-,,10,2,.667,0,187,0,,,,,,,,,,,,,,,,,,,,0,29,0,,,
63544,Brooks Baldwin,Chicago White Sox,3B,33,33,32,.211,.250,.316,114,9,24,16,6,0,2,8,1,0,4,0,6,0,0,31,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,69,2,.983,.566,,,-,-,,8,4,1.000,0,121,0,,,,,,,,,,,,,,,,,,,,0,16,0,,,
10193,Brian Anderson,Atlanta Braves,3B,3,3,2,.000,.000,.000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1.000,.000,,,-,-,,0,0,-,0,5,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
12704,Miles Mastrobuoni,Seattle Mariners,3B,50,50,25,.194,.245,.224,98,9,19,16,3,0,0,4,0,1,2,0,7,0,0,17,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,68,3,.971,.469,,,-,-,,3,2,1.000,0,106,0,,,,,,,,,,,,,,,,,,,,0,10,0,,,
62488,Zach Dezenzo,Houston Astros,3B,19,19,15,.242,.277,.371,62,5,15,11,2,0,2,8,0,0,0,0,3,0,0,22,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,3,1,.988,.648,,,-,-,,4,0,-,0,65,0,,,,,,,,,,,,,,,,,,,,0,9,0,,,
11438,Zack Short,Houston Astros,3B,42,42,22,.129,.282,.171,70,11,9,6,3,0,0,5,3,0,2,1,14,0,1,24,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,43,5,.915,.453,,,-,-,,3,1,.667,0,88,0,,,,,,,,,,,,,,,,,,,,0,5,0,,,
60170,Jace Jung,Detroit Tigers,3B,34,34,24,.241,.362,.304,79,14,19,14,5,0,0,3,0,0,0,1,15,0,0,29,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,34,4,.917,.666,,,-,-,,5,-1,.000,0,94,0,,,,,,,,,,,,,,,,,,,,0,2,0,,,
60635,Zach Remillard,Chicago White Sox,3B,15,15,11,.242,.342,.333,33,3,8,6,1,1,0,1,1,0,1,0,5,0,0,10,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,26,1,.972,.675,,,-,-,,2,1,1.000,0,39,0,,,,,,,,,,,,,,,,,,,,0,2,0,,,
12660,Charles Leblanc,Atlanta Braves,3B,11,11,7,.190,.393,.476,21,6,4,2,0,0,2,6,0,0,0,0,7,0,0,9,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,1,.967,.869,,,-,-,,2,0,-,0,28,0,,,,,,,,,,,,,,,,,,,,0,3,0,,,
10999,David Bote,Los Angeles Dodgers,3B,37,37,8,.304,.333,.391,46,4,14,10,4,0,0,6,0,0,0,0,2,0,0,13,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16,0,1.000,.724,,,-,-,,4,0,-,0,48,0,,,,,,,,,,,,,,,,,,,,0,2,0,,,
60312,Brett Harris,Athletics,3B,36,36,31,.146,.276,.262,103,15,15,9,3,0,3,12,0,1,0,3,17,0,2,25,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,59,3,.963,.538,,,-,-,,6,-3,.000,0,123,0,,,,,,,,,,,,,,,,,,,,0,9,0,,,
9618,Jace Peterson,Arizona Diamondbacks,3B,14,14,5,.045,.154,.045,22,2,1,1,0,0,0,1,0,1,0,0,3,0,0,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,0,1.000,.199,,,-,-,,0,0,-,0,26,0,,,,,,,,,,,,,,,,,,,,0,3,0,,,
8945,Brandon Crawford,St. Louis Cardinals,3B,28,28,22,.169,.263,.282,71,5,12,6,5,0,1,4,0,0,0,0,8,0,1,26,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,48,1,.985,.545,,,-,-,,6,0,-,0,80,0,,,,,,,,,,,,,,,,,,,,0,10,0,,,
12651,David Villar,San Francisco Giants,3B,11,11,10,.257,.270,.457,35,3,9,4,4,0,1,4,0,1,0,0,1,0,0,13,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,11,0,1.000,.727,,,-,-,,5,0,-,0,37,0,,,,,,,,,,,,,,,,,,,,0,5,0,,,
12165,Jordan Diaz,Athletics,3B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,
9110,Miguel Sanó,Los Angeles Angels,3B,28,28,24,.205,.295,.313,83,9,17,12,3,0,2,6,0,1,0,0,9,0,2,36,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,24,0,1.000,.608,,,-,-,,5,0,-,0,95,0,,,,,,,,,,,,,,,,,,,,0,2,0,,,
12649,Michael Stefanic,Toronto Blue Jays,3B,40,40,32,.218,.301,.255,110,8,24,20,4,0,0,8,1,0,0,0,10,0,3,20,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,77,0,1.000,.556,,,-,-,,4,0,-,0,124,0,,,,,,,,,,,,,,,,,,,,0,25,0,,,
9775,Matt Duffy,Texas Rangers,3B,4,4,2,.286,.500,.286,7,2,2,2,0,0,0,0,0,0,0,0,2,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,1.000,.786,,,-,-,,0,0,-,0,10,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
60692,Armando Alvarez,Minnesota Twins,3B,16,16,10,.243,.282,.270,37,7,9,8,1,0,0,2,0,0,1,0,2,0,0,8,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,9,0,1.000,.552,,,-,-,,1,1,1.000,0,39,0,,,,,,,,,,,,,,,,,,,,0,4,0,,,
12646,Matthew Batten,San Diego Padres,3B,1,1,1,.333,.333,1.000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,0,1.000,1.333,,,-,-,,1,0,-,0,3,0,,,,,,,,,,,,,,,,,,,,0,1,0,,,
12641,Buddy Kennedy,Philadelphia Phillies,3B,14,14,4,.190,.308,.381,21,3,4,2,1,0,1,6,0,1,1,0,4,0,0,7,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,0,1.000,.689,,,-,-,,2,1,1.000,0,26,0,,,,,,,,,,,,,,,,,,,,0,3,0,,,
11975,Rodolfo Castro,Philadelphia Phillies,3B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,
60638,Darell Hernaiz,Athletics,3B,48,48,39,.192,.261,.242,120,8,23,19,3,0,1,12,1,2,1,1,11,0,1,27,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,75,3,.977,.503,,,-,-,,4,0,.500,0,135,0,,,,,,,,,,,,,,,,,,,,0,13,0,,,
11351,Ronny Mauricio,New York Mets,3B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,
12097,Oswald Peraza,New York Yankees,3B,4,4,4,.200,.273,.500,10,2,2,1,0,0,1,1,0,0,0,0,1,0,0,3,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,1.000,.773,,,-,-,,1,0,-,0,11,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
11814,Nick Maton,Chicago White Sox,3B,5,5,2,.000,.000,.000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1.000,.000,,,-,-,,0,0,-,0,5,0,,,,,,,,,,,,,,,,,,,,0,1,0,,,
12478,Tyler Black,Milwaukee Brewers,3B,18,18,14,.204,.316,.245,49,4,10,8,2,0,0,2,0,0,3,0,7,0,1,17,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2,0,1.000,.561,,,-,-,,2,3,1.000,0,57,0,,,,,,,,,,,,,,,,,,,,0,5,0,,,
10567,Cole Tucker,Seattle Mariners,3B,24,24,15,.180,.263,.300,50,3,9,4,4,1,0,3,0,1,3,1,6,0,0,17,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,18,4,.895,.563,,,-,-,,5,2,.750,0,57,0,,,,,,,,,,,,,,,,,,,,0,1,0,,,
10966,Carter Kieboom,Los Angeles Angels,3B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,
63624,Graham Pauley,Miami Marlins,3B,13,13,8,.125,.125,.313,32,4,4,2,0,0,2,5,0,0,0,0,0,0,0,15,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,.917,.438,,,-,-,,2,0,-,0,32,0,,,,,,,,,,,,,,,,,,,,0,1,0,,,
12738,Osleivis Basabe,San Francisco Giants,3B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,
11945,Alan Trejo,Texas Rangers,3B,28,28,19,.143,.182,.143,63,4,9,9,0,0,0,1,1,0,0,0,2,0,1,15,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,49,1,.986,.325,,,-,-,,0,0,-,0,67,0,,,,,,,,,,,,,,,,,,,,0,11,0,,,
11994,Austin Shenton,Seattle Mariners,3B,19,19,11,.214,.340,.405,42,3,9,3,5,0,1,3,0,0,0,0,8,0,0,14,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3,0,1.000,.745,,,-,-,,6,0,-,0,50,0,,,,,,,,,,,,,,,,,,,,0,2,0,,,
11409,Kevin Smith,New York Yankees,3B,2,2,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,0,0,-,0,0,0,,,,,,,,,,,,,,,,,,,,-,-,0,,,
60581,Tyler Locklear,Seattle Mariners,3B,16,16,12,.156,.224,.311,45,3,7,4,1,0,2,3,0,0,1,0,3,0,1,20,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,7,0,1.000,.535,,,-,-,,3,1,1.000,0,49,0,,,,,,,,,,,,,,,,,,,,0,5,0,,,
11074,Bobby Dalbec,Chicago White Sox,3B,37,37,24,.133,.217,.193,83,6,11,8,2,0,1,8,1,0,3,0,8,0,1,43,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,26,0,1.000,.410,,,-,-,,3,3,1.000,0,93,0,,,,,,,,,,,,,,,,,,,,0,9,0,,,
12442,Shay Whitcomb,Houston Astros,3B,20,20,10,.220,.304,.293,41,1,9,6,3,0,0,5,0,0,0,0,5,0,0,8,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16,5,.857,.597,,,-,-,,3,0,-,0,46,0,,,,,,,,,,,,,,,,,,,,0,3,0,,,
12761,Andre Lipcius,Chicago White Sox,3B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,
11729,Braden Shewmake,New York Yankees,3B,29,29,21,.125,.134,.203,64,4,8,5,2,0,1,4,0,2,5,1,1,0,0,10,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,48,3,.953,.337,,,-,-,,3,4,.833,0,67,0,,,,,,,,,,,,,,,,,,,,0,7,0,,,
10245,Aledmys Díaz,Houston Astros,3B,14,14,10,.091,.118,.091,33,2,3,3,0,0,0,1,0,0,0,0,1,0,0,9,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,21,0,1.000,.209,,,-,-,,0,0,-,0,34,0,,,,,,,,,,,,,,,,,,,,0,6,0,,,
12710,José Fermín,St. Louis Cardinals,3B,45,45,15,.155,.241,.197,71,7,11,9,1,1,0,4,0,0,2,1,7,0,1,11,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,24,0,1.000,.438,,,-,-,,2,1,.667,0,79,0,,,,,,,,,,,,,,,,,,,,0,2,0,,,
11553,Jonathan Ornelas,Texas Rangers,3B,18,18,11,.216,.256,.270,37,1,8,6,2,0,0,3,1,0,0,0,2,0,0,13,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,24,2,.950,.526,,,-,-,,2,0,-,0,40,0,,,,,,,,,,,,,,,,,,,,0,1,0,,,
11407,Orelvis Martinez,Toronto Blue Jays,3B,1,1,1,.333,.333,.333,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,.833,.666,,,-,-,,0,0,-,0,3,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,
62755,Antonio Anderson,Boston Red Sox,3B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,
60201,Cayden Wallace,Washington Nationals,3B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,
60143,Angel Genao,Cleveland Guardians,3B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,
60464,Damiano Palmegiani,Toronto Blue Jays,3B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,
63549,Carlos Sanchez,Cincinnati Reds,3B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,
63060,Sabin Ceballos,San Francisco Giants,3B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,,,-,-,,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,-,-,-,,,
